Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,1986-12-31,0.18,1987-12-31,0.38,261 days,1980-12-31/0.1523,107.41%,107.41%,Rise by 195.08%,107.41%,
Buy,1990-12-31,0.38,1993-12-31,0.26,784 days,1987-12-31/0.375,-31.96%,-31.96%,Rise by -31.96%,75.45%,
Buy,1998-12-31,0.37,1999-12-31,0.92,261 days,1994-12-31/0.3482,151.16%,151.16%,Rise by -29.99%,226.61%,
Buy,2004-12-31,1.15,2005-12-31,2.57,260 days,1999-12-31/0.918,123.26%,123.26%,Rise by 1642.3%,349.87%,
Buy,2006-12-31,3.03,2007-12-31,7.07,260 days,2005-12-31/2.5675,133.48%,133.48%,Rise by 768.48%,483.35%,
Buy,2009-12-31,7.53,2011-12-31,14.46,521 days,2007-12-31/7.0743,92.19%,92.19%,Rise by 423.98%,575.54%,
Buy,2012-12-31,19.01,2017-12-31,42.31,1304 days,2011-12-31/14.4643,122.60%,122.60%,Rise by 834.28%,698.14%,
Buy,2019-12-31,73.41,2020-12-31,132.69,262 days,2017-12-31/42.3075,80.75%,80.75%,Rise by 268.29%,778.88%,
Buy,2021-12-31,177.57,2022-12-31,129.93,260 days,2020-12-31/132.69,-26.83%,-26.83%,Rise by 52.26%,752.05%,
Buy,2023-12-31,192.53,2023-12-31,192.53,0 days,2021-12-31/177.57,0.00%,0.00%,Rise by 0%,752.05%,
