Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,1983-03-31,0.19,1983-09-30,0.1,131 days,1980-12-31/0.1523,-45.28%,-45.28%,Rise by -42.31%,-45.28%
Buy,1986-06-30,0.16,1987-03-31,0.29,196 days,1984-12-31/0.13,79.71%,79.71%,Rise by 214.92%,34.43%
Buy,1987-06-30,0.36,1990-09-30,0.26,848 days,1987-03-31/0.2879,-28.40%,-28.40%,Rise by 9.87%,6.03%
Buy,1991-03-31,0.61,1991-06-30,0.37,64 days,1987-09-30/0.5045,-38.97%,-38.97%,Rise by -17.1%,-32.94%
Buy,1995-06-30,0.41,1995-12-31,0.28,130 days,1993-06-30/0.3527,-31.36%,-31.36%,Rise by -47.11%,-64.30%
Buy,1998-03-31,0.25,1999-06-30,0.41,326 days,1996-03-31/0.2193,68.43%,68.43%,Rise by 280.98%,4.13%
Buy,1999-09-30,0.57,1999-12-31,0.92,66 days,1999-06-30/0.4135,62.39%,62.39%,Rise by -18.66%,66.53%
Buy,2000-03-31,1.21,2000-06-30,0.94,65 days,1999-12-31/0.918,-22.87%,-22.87%,Rise by -78.1%,43.66%
Buy,2004-03-31,0.48,2004-12-31,1.15,197 days,2002-03-31/0.4227,138.14%,138.14%,Rise by 323.57%,181.80%
Buy,2005-03-31,1.49,2005-12-31,2.57,196 days,2000-03-31/1.2126,72.52%,72.52%,Rise by 72.52%,254.33%
Buy,2006-09-30,2.75,2007-09-30,5.48,259 days,2005-12-31/2.5675,99.36%,99.36%,Rise by 157.31%,353.69%
Buy,2007-12-31,7.07,2008-03-31,5.12,65 days,2007-09-30/5.4811,-27.55%,-27.55%,Rise by -42.62%,326.14%
Buy,2009-12-31,7.53,2011-03-31,12.45,325 days,2007-12-31/7.0743,65.38%,65.38%,Rise by 184.51%,391.52%
Buy,2011-09-30,13.62,2012-09-30,23.82,260 days,2011-03-31/12.4468,74.94%,74.94%,Rise by 74.94%,466.46%
Buy,2014-09-30,25.19,2017-12-31,42.31,848 days,2012-09-30/23.825,67.97%,67.97%,Rise by 24.5%,534.43%
Buy,2018-06-30,46.28,2020-06-30,91.2,521 days,2017-12-31/42.3075,97.07%,97.07%,Rise by 150.25%,631.50%
Buy,2020-09-30,115.81,2023-06-30,193.97,717 days,2020-06-30/91.2,67.49%,67.49%,Rise by 53.33%,698.99%
Buy,2024-06-30,210.62,2024-06-30,210.62,0 days,2023-06-30/193.97,0.00%,0.00%,Rise by 0%,698.99%
