Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Spread,Actual Rise/Fall wrt Entry,Return,Cum-Return
2006-06-04,39.13,2006-06-11,35.07,Sell,4 Days,-19.23,Fall by 10.94%,10.38%,10.38%
2006-09-03,40.89,2006-10-08,34.37,Buy,24 Days,15.73,Rise by -15.95%,-15.95%,-5.57%
2008-03-30,49.08,2008-08-10,36.3,Buy,94 Days,8.0,Rise by -12.02%,-26.04%,-31.61%
2009-03-22,37.55,2009-04-19,30.97,Buy,19 Days,6.79,Rise by -12.01%,-17.52%,-49.13%
2011-03-20,56.66,2011-04-10,63.95,Sell,14 Days,-11.63,Fall by 4.32%,-12.87%,-62.0%
2012-04-15,47.5,2012-05-06,44.05,Sell,14 Days,-13.42,Fall by 12.38%,7.26%,-54.74%
2013-05-12,29.81,2013-06-23,24.9,Buy,29 Days,13.36,Rise by -16.47%,-16.47%,-71.21%
2013-08-25,30.14,2013-09-01,28.13,Sell,4 Days,-13.9,Fall by 16.49%,6.67%,-64.54%
2015-08-02,13.75,2015-08-23,15.39,Sell,14 Days,-19.6,Fall by 3.93%,-11.93%,-76.46%
2016-01-17,13.09,2016-01-31,14.21,Sell,9 Days,-27.63,Fall by -70.21%,-8.56%,-85.02%
2016-11-20,21.05,2017-02-12,25.29,Buy,59 Days,20.08,Rise by 20.14%,20.14%,-64.88%
2018-04-15,22.89,2018-05-20,22.19,Sell,24 Days,-16.67,Fall by 3.06%,3.06%,-61.82%
2021-01-24,35.23,2021-09-26,29.68,Buy,174 Days,8.07,Rise by -11.64%,-15.75%,-77.57%
2021-10-03,29.33,2021-10-17,32.52,Sell,9 Days,-12.57,Fall by -3.95%,-10.88%,-88.45%
2023-06-11,31.08,2024-07-14,38.17,Buy,284 Days,20.25,Rise by 2.83%,22.81%,-65.64%
2025-01-19,36.75,2025-02-02,38.96,Sell,9 Days,-15.14,Fall by -26.07%,-6.01%,-71.65%
2025-07-06,52.91,2025-09-07,66.34,Buy,44 Days,11.9,Rise by 36.19%,25.38%,-46.27%
