Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2012-01-08,1.73,2012-04-01,1.86,Buy,59 days,Rise by 12.180000%,7.06
2012-03-11,1.86,2012-09-02,2.05,Buy,124 days,Rise by 10.180000%,10.18
2014-08-31,1.69,2015-01-04,1.84,Buy,89 days,Rise by 19.290000%,9.14
2015-09-06,1.74,2015-11-01,1.79,Sell,39 days,Fall by 12.310000%,-2.96
2018-03-18,0.9,2019-06-23,0.82,Buy,329 days,Rise by 0.000000%,-8.34
2018-06-03,0.81,2018-09-23,0.87,Sell,79 days,Fall by 3.290000%,-6.58
2018-07-15,0.82,2019-06-23,0.82,Buy,244 days,Rise by 5.200000%,0.0
2018-09-30,0.87,2019-06-23,0.82,Buy,189 days,Rise by -4.940000%,-4.94
2019-05-12,0.83,2021-01-10,0.81,Buy,434 days,Rise by 3.220000%,-2.12
2019-05-19,0.83,2021-01-10,0.81,Buy,429 days,Rise by 2.570000%,-2.75
2019-06-16,0.81,2019-08-18,0.8,Sell,44 days,Fall by 3.950000%,1.32
2019-08-18,0.8,2021-01-10,0.81,Buy,364 days,Rise by 5.300000%,1.15
2020-03-22,0.64,2020-04-19,0.71,Sell,19 days,Fall by -2.590000%,-10.35
2020-11-22,0.66,2021-01-03,0.79,Buy,29 days,Rise by 22.690000%,19.33
2020-12-06,0.74,2021-01-03,0.79,Buy,19 days,Rise by 31.350000%,5.98
2021-03-21,0.88,2021-05-02,0.97,Buy,29 days,Rise by 10.700000%,9.44
2022-03-13,0.8,2023-01-22,0.78,Buy,224 days,Rise by -10.410000%,-2.77
2022-03-20,0.8,2023-01-22,0.78,Buy,219 days,Rise by -10.410000%,-2.77
2022-09-25,0.73,2022-12-25,0.78,Buy,64 days,Rise by 12.890000%,6.07
2022-11-27,0.77,2023-01-15,0.82,Buy,34 days,Rise by -13.040000%,6.52
2023-07-02,0.71,2024-03-17,0.78,Buy,184 days,Rise by -0.790000%,11.01
2023-10-01,0.69,2024-03-17,0.78,Buy,119 days,Rise by 14.520000%,13.7
2024-02-18,0.72,2024-03-17,0.78,Buy,19 days,Rise by 27.690000%,8.46
2025-02-16,1.58,2025-08-17,1.7,Buy,129 days,Rise by -13.490000%,7.74
