Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Spread,Actual Rise/Fall wrt Entry,Return,Cum-Return,Signal Open Price
2015-08-02,38.7,2015-08-23,34.25,Sell,14 Days,-19.6,Fall by 11.4%,11.5%,11.5%,
2015-11-01,36.01,2016-10-23,44.15,Buy,254 Days,19.8,Rise by 2.94%,22.6%,34.1%,
2016-01-17,32.31,2016-01-31,36.14,Sell,9 Days,-27.63,Fall by -18.88%,-11.85%,22.25%,
2016-11-20,40.08,2017-05-07,49.3,Buy,119 Days,20.08,Rise by 4.02%,23.0%,45.25%,
2018-04-15,77.27,2018-04-29,74.13,Sell,9 Days,-16.67,Fall by -2.28%,4.06%,49.32%,
2021-01-24,252.0,2021-07-25,308.53,Buy,129 Days,8.07,Rise by 7.09%,22.43%,71.75%,
2021-10-03,264.65,2021-10-24,240.4,Sell,14 Days,-12.57,Fall by 14.69%,9.16%,80.91%,
2023-06-11,63.49,2023-10-22,53.39,Buy,94 Days,20.25,Rise by 16.52%,-15.91%,65.0%,
2025-01-19,91.81,2025-02-02,88.58,Sell,9 Days,-15.14,Fall by 18.36%,3.52%,68.52%,
2025-07-06,76.59,2025-07-06,76.59,Buy,0 Days,11.9,Rise by 0%,0.0%,68.52%,
