Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Spread,Actual Rise/Fall wrt Entry,Return,Cum-Return
2000-11-19,14323.0,2001-01-21,17530.0,Buy,44 Days,29.16,Rise by 24.9%,22.39%,22.39%
2000-12-24,14652.0,2001-01-07,16410.0,Sell,9 Days,-20.0,Fall by 1.48%,-12.0%,10.39%
2001-03-25,14435.0,2001-04-22,13696.0,Sell,19 Days,-19.44,Fall by 3.66%,5.12%,15.51%
2001-09-23,10419.0,2001-10-21,11332.0,Sell,19 Days,-13.51,Fall by -20.91%,-8.76%,6.75%
2001-11-11,12731.0,2001-12-30,13578.0,Sell,34 Days,-7.69,Fall by 1.04%,-6.65%,0.1%
2002-05-12,12130.0,2002-06-02,12861.0,Sell,14 Days,-10.53,Fall by 14.28%,-6.03%,-5.93%
2003-01-12,12243.0,2003-01-19,11676.0,Sell,4 Days,-4.76,Fall by 17.66%,4.63%,-1.3%
2004-03-28,21541.0,2004-04-04,22949.0,Sell,4 Days,-11.11,Fall by 13.56%,-6.54%,-7.84%
2004-05-16,18611.0,2004-06-06,19819.0,Sell,14 Days,-10.53,Fall by -22.16%,-6.49%,-14.33%
2005-03-27,26702.0,2005-04-10,25885.0,Sell,9 Days,-18.71,Fall by 10.54%,3.06%,-11.27%
2005-05-29,25255.0,2005-09-25,31294.0,Buy,84 Days,20.72,Rise by 25.06%,23.91%,12.65%
2005-08-21,26644.0,2005-09-04,28319.0,Sell,9 Days,-11.11,Fall by -9.5%,-6.29%,6.36%
2006-01-08,35475.0,2006-01-29,37822.0,Sell,14 Days,-10.87,Fall by -3.99%,-6.62%,-0.26%
2006-04-23,39775.0,2006-05-21,37733.0,Sell,19 Days,-7.1,Fall by 11.82%,5.13%,4.88%
2008-03-30,60452.0,2008-05-18,72767.0,Buy,34 Days,8.0,Rise by 20.37%,20.37%,25.25%
2009-03-22,40076.0,2009-05-10,51396.0,Buy,34 Days,6.79,Rise by 28.25%,28.25%,53.49%
2011-03-20,66880.0,2011-05-08,64417.0,Sell,34 Days,-11.63,Fall by 6.4%,3.68%,57.18%
2012-04-15,62106.0,2012-05-13,59445.0,Sell,19 Days,-13.42,Fall by 12.23%,4.28%,61.46%
2013-05-12,55108.0,2013-07-07,45210.0,Buy,39 Days,13.36,Rise by -10.48%,-17.96%,43.5%
2013-08-25,52197.0,2013-09-01,50008.0,Sell,4 Days,-13.9,Fall by -0.1%,4.19%,47.69%
2015-08-02,50865.0,2015-08-09,48577.0,Sell,4 Days,-19.6,Fall by 11.86%,4.5%,52.19%
2016-01-17,38569.0,2016-02-21,41543.0,Sell,24 Days,-27.63,Fall by -27.18%,-7.71%,44.48%
2016-11-20,59962.0,2017-09-10,73079.0,Buy,209 Days,20.08,Rise by 12.98%,21.88%,66.36%
2018-04-15,84334.0,2018-05-27,78898.0,Sell,29 Days,-16.67,Fall by 13.51%,6.45%,72.8%
2021-01-24,117172.0,2022-06-26,98672.0,Buy,369 Days,8.07,Rise by 3.36%,-15.79%,57.01%
2021-10-03,112900.0,2021-10-24,106296.0,Sell,14 Days,-12.57,Fall by 9.46%,5.85%,62.86%
2023-06-11,117019.0,2025-07-06,141478.0,Buy,539 Days,20.25,Rise by 2.73%,20.9%,83.77%
2025-01-19,122350.0,2025-03-23,132345.0,Sell,44 Days,-15.14,Fall by -11.09%,-8.17%,75.6%
2025-07-06,141478.0,2025-07-06,141478.0,Buy,0 Days,11.9,Rise by 0%,0.0%,75.6%
