Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,1982-08-31,0.23,1984-09-30,0.17,543 days,1982-04-30/0.2175,-26.44%,-26.44%,Rise by 48.48%,-26.44%,
Buy,1987-01-31,0.18,1987-10-31,0.12,194 days,1986-06-30/0.1656,-36.57%,-36.57%,Rise by 8.94%,-63.01%,
Buy,1988-08-31,0.18,1990-11-30,0.29,587 days,1988-07-31/0.1706,67.65%,67.65%,Rise by 47.72%,4.64%,
Buy,1990-12-31,0.31,1994-01-31,0.53,805 days,1990-11-30/0.2944,69.93%,69.93%,Rise by 43.48%,74.57%,
Buy,1994-04-30,0.54,1996-11-30,0.92,674 days,1994-01-31/0.53,72.43%,72.43%,Rise by -11.21%,147.00%,
Buy,1996-12-31,0.94,1998-03-31,1.67,325 days,1996-11-30/0.9225,78.61%,78.61%,Rise by 17.38%,225.61%,
Buy,2000-03-31,1.37,2000-09-30,2.22,130 days,1999-11-30/1.315,61.75%,61.75%,Rise by 61.75%,287.36%,
Buy,2001-06-30,2.25,2002-01-31,1.79,153 days,2000-09-30/2.22,-20.56%,-20.56%,Rise by -13.67%,266.80%,
Buy,2003-04-30,1.82,2006-02-28,2.94,739 days,2003-03-31/1.6485,62.12%,62.12%,Rise by 50.88%,328.92%,
Buy,2006-03-31,3.1,2007-05-31,5.26,304 days,2006-02-28/2.9425,69.48%,69.48%,Rise by 123.03%,398.40%,
Buy,2007-06-30,5.43,2010-09-30,9.84,848 days,2007-05-31/5.2615,81.34%,81.34%,Rise by 27.55%,479.74%,
Buy,2010-10-31,10.48,2013-01-31,18.43,588 days,2010-09-30/9.844,75.91%,75.91%,Rise by 21.56%,555.65%,
Buy,2013-12-31,18.48,2020-01-31,30.42,1588 days,2013-01-31/18.435,64.62%,64.62%,Rise by 28.87%,620.27%,
Buy,2020-04-30,31.66,2021-10-31,55.06,391 days,2020-01-31/30.415,73.90%,73.90%,Rise by 9.63%,694.16%,
Buy,2021-12-31,56.0,2023-08-31,92.81,434 days,2021-10-31/55.065,65.73%,65.73%,Rise by 3.63%,759.90%,
Buy,2023-10-31,96.57,2025-03-31,69.44,369 days,2023-08-31/92.81,-28.09%,-28.09%,Rise by 47.81%,731.80%,
