Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return
2007-03-18,4037.5901,2007-08-19,3894.3401,2006-04-09-2006-08-27,3501.9199-3692.96,Sell,109 days,3.55%,Fall by 10.1%,3.55%
2007-11-25,4071.0,2008-01-06,4010.8201,2007-05-27-2007-08-26,4101.0698-4276.73,Sell,29 days,1.48%,Fall by 11.0%,5.03%
2008-06-15,3416.0,2008-06-15,3416.0,2006-04-09-2008-03-23,3500.9099-3692.96,Sell,0 days,-0.0%,Fall by 0%,5.03%
2009-03-22,2599.03,2009-03-22,2599.03,2008-05-11-2008-11-23,2768.8101-3564.8301,Sell,0 days,-0.0%,Fall by 0%,5.03%
2009-06-21,2784.27,2009-06-21,2784.27,2006-04-09-2009-03-08,2522.3201-3692.96,Sell,0 days,-0.0%,Fall by 0%,5.03%
2009-11-29,3094.4399,2010-06-27,3034.1101,2007-05-27-2008-11-23,2768.8101-4276.73,Sell,149 days,1.95%,Fall by -10.07%,6.98%
2010-05-23,3050.0801,2010-07-04,2938.1101,2007-05-27-2009-03-08,2522.3201-4276.73,Sell,29 days,3.67%,Fall by -13.66%,10.65%
2010-06-27,3034.1101,2017-09-17,7762.6602,2009-03-08-2010-04-18,2411.1599-3348.72,Buy,1884 days,155.85%,Rise by 8.93%,166.49%
2010-12-19,3325.1101,2010-12-19,3325.1101,2010-01-10-2010-07-04,3037.51-3230.1499,Sell,0 days,-0.0%,Fall by 0%,166.49%
2011-08-28,3295.6299,2011-08-28,3295.6299,2010-07-04-2011-05-29,2929.0901-3584.46,Buy,0 days,0.0%,Rise by 0%,166.49%
2011-11-20,3250.8899,2011-12-11,3271.46,2011-05-29-2011-08-14,3276.51-3523.21,Sell,14 days,-0.63%,Fall by -3.9%,165.86%
2015-04-26,5765.3599,2015-05-24,5776.02,2014-05-11-2014-08-17,5086.5801-5144.4199,Sell,19 days,-0.18%,Fall by 0.88%,165.68%
2016-11-27,6899.6201,2020-03-22,9201.6396,2011-08-14-2016-09-11,3055.0901-7585.29,Buy,864 days,33.36%,Rise by 31.43%,199.04%
2020-03-15,9826.8604,2020-03-22,9201.6396,2011-08-14-2020-02-23,3055.0901-12107.4502,Sell,4 days,6.36%,Fall by -32.88%,205.4%
2020-04-12,9963.9004,2021-01-31,13127.29,2009-03-08-2020-02-23,2411.1599-12107.4502,Buy,209 days,31.75%,Rise by -3.02%,237.15%
2020-06-28,11129.2305,2020-06-28,11129.2305,2018-10-28-2020-02-23,8490.7598-12107.4502,Buy,0 days,0.0%,Rise by 0%,237.15%
2020-08-16,11452.1396,2020-11-15,12700.1699,2018-09-30-2020-03-29,10002.5703-9283.5498,Sell,64 days,-10.9%,Fall by 4.09%,226.25%
2021-02-28,12227.29,2021-06-13,12550.3896,2020-03-29-2021-01-10,8209.04-13643.7803,Sell,74 days,-2.64%,Fall by -0.63%,223.61%
2021-06-13,12550.3896,2021-06-13,12550.3896,2020-03-29-2021-01-10,8209.04-13643.7803,Buy,0 days,0.0%,Rise by 0%,223.61%
2022-06-12,11136.2803,2022-06-12,11136.2803,2011-08-14-2021-01-10,3055.0901-13643.7803,Buy,0 days,0.0%,Rise by 0%,223.61%
2022-06-19,10589.1904,2022-08-07,11728.4697,2011-08-14-2021-01-10,3055.0901-13643.7803,Sell,34 days,-10.76%,Fall by 8.07%,212.85%
2022-09-25,11434.8203,2022-10-02,11065.71,2021-10-10-2022-06-19,11136.2803-13086.5996,Sell,4 days,3.23%,Fall by -4.65%,216.08%
2023-04-09,11870.0801,2024-12-22,12904.1104,2022-06-19-2023-02-12,10392.0195-12211.96,Buy,444 days,8.71%,Rise by -0.91%,224.79%
2024-03-10,11923.7197,2024-06-02,11867.29,2023-02-12-2023-11-05,11148.21-12105.3398,Sell,59 days,0.47%,Fall by -6.22%,225.26%
2025-04-06,12225.2803,2025-04-06,12225.2803,2023-11-05-2025-01-05,10695.9902-13270.0098,Buy,0 days,0.0%,Rise by 0%,225.26%
2025-06-22,12569.0498,2025-06-22,12569.0498,2021-01-10-2025-04-13,12325.5801-13333.9297,Sell,0 days,-0.0%,Fall by 0%,225.26%
