Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Spread,Actual Rise/Fall wrt Entry,Return,Cum-Return
2000-11-19,108.78,2001-12-30,131.05,Buy,289 Days,29.16,Rise by 8.91%,20.47%,20.47%
2000-12-24,112.8,2001-03-18,122.92,Sell,59 Days,-20.0,Fall by -7.52%,-8.97%,11.5%
2001-03-25,122.83,2001-09-02,118.75,Sell,114 Days,-19.44,Fall by 1.26%,3.32%,14.82%
2001-09-23,116.59,2001-11-25,124.28,Sell,44 Days,-13.51,Fall by -3.11%,-6.6%,8.23%
2001-11-11,120.22,2001-12-23,129.5,Sell,29 Days,-7.69,Fall by -6.99%,-7.72%,0.51%
2002-05-12,127.57,2002-06-23,121.09,Sell,29 Days,-10.53,Fall by 9.15%,5.08%,5.59%
2003-01-12,119.3,2003-09-21,113.91,Sell,179 Days,-4.76,Fall by 1.89%,4.52%,10.11%
2004-03-28,106.18,2004-05-16,114.11,Sell,34 Days,-11.11,Fall by -1.34%,-7.47%,2.64%
2004-05-16,114.11,2004-05-30,109.97,Sell,9 Days,-10.53,Fall by 5.71%,3.63%,6.26%
2005-03-27,106.36,2005-10-02,113.46,Sell,134 Days,-18.71,Fall by 1.61%,-6.68%,-0.41%
2005-05-29,107.98,2008-12-14,91.07,Buy,924 Days,20.72,Rise by 3.96%,-15.66%,-16.07%
2005-08-21,110.44,2005-11-06,118.31,Sell,54 Days,-11.11,Fall by -4.71%,-7.13%,-23.2%
2006-01-08,114.39,2006-05-14,109.97,Sell,89 Days,-10.87,Fall by -1.33%,3.86%,-19.33%
2006-04-23,116.58,2006-05-07,112.56,Sell,9 Days,-7.1,Fall by -0.81%,3.45%,-15.88%
2008-03-30,99.12,2010-09-05,84.25,Buy,634 Days,8.0,Rise by 6.23%,-15.0%,-30.89%
