Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,1987-01-31,166.68,1991-05-31,279.0,1129 days,1986-05-31/163.16,67.39%,67.39%,Rise by 25.74%,67.39%,
Buy,1991-08-31,287.4,1995-04-30,469.56,954 days,1991-05-31/279.0,63.38%,63.38%,Rise by 20.35%,130.77%,
Buy,1995-05-31,488.1,1996-11-30,834.01,392 days,1995-04-30/469.56,70.87%,70.87%,Rise by 22.68%,201.64%,
Buy,1997-01-31,921.55,1998-11-30,1557.96,476 days,1996-11-30/834.01,69.06%,69.06%,Rise by 20.13%,270.70%,
Buy,1998-12-31,1836.01,1999-11-30,2966.71,238 days,1998-11-30/1557.96,61.58%,61.58%,Rise by 139.53%,332.28%,
Buy,1999-12-31,3707.83,2000-11-30,2506.54,239 days,1999-11-30/2966.71,-32.40%,-32.40%,Rise by -10.35%,299.88%,
Buy,2003-06-30,1201.69,2007-05-31,1928.19,1023 days,2003-05-31/1197.89,60.46%,60.46%,Rise by 24.25%,360.34%,
Buy,2007-06-30,1934.1,2008-10-31,1334.78,349 days,2007-05-31/1928.1899,-30.99%,-30.99%,Rise by -17.55%,329.35%,
Buy,2009-09-30,1718.99,2012-03-31,2755.27,652 days,2009-08-31/1625.1899,60.28%,60.28%,Rise by 16.38%,389.64%,
Buy,2012-08-31,2772.24,2015-02-28,4440.67,650 days,2012-03-31/2755.27,60.18%,60.18%,Rise by 33.33%,449.82%,
Buy,2015-05-31,4508.25,2018-07-31,7231.98,826 days,2015-02-28/4440.6699,60.42%,60.42%,Rise by 3.47%,510.24%,
Buy,2018-08-31,7654.55,2020-11-30,12268.32,586 days,2018-07-31/7231.98,60.27%,60.27%,Rise by 1.66%,570.51%,
Buy,2020-12-31,12888.28,2024-11-30,20930.37,1021 days,2020-11-30/12268.3203,62.40%,62.40%,Rise by 26.63%,632.91%,
Buy,2024-12-31,21012.17,2024-12-31,21012.17,0 days,2024-11-30/20930.3691,0.00%,0.00%,Rise by 0%,632.91%,
