Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Spread,Actual Rise/Fall wrt Entry,Return,Cum-Return,Signal Open Price
2000-11-19,53.6875,2001-03-25,45.075,Buy,89 Days,29.16,Rise by 6.4%,-16.04%,-16.04%,
2000-12-24,54.5938,2001-01-07,51.4375,Sell,9 Days,-20.0,Fall by 16.2%,5.78%,-10.26%,
2001-03-25,45.075,2001-04-01,47.85,Sell,4 Days,-19.44,Fall by -5.39%,-6.16%,-16.42%,
2001-09-23,45.45,2001-09-30,49.28,Sell,4 Days,-13.51,Fall by -9.85%,-8.43%,-24.84%,
2001-11-11,49.925,2002-01-20,48.42,Sell,49 Days,-7.69,Fall by 2.92%,3.01%,-21.83%,
2002-05-12,42.88,2002-06-09,40.315,Sell,19 Days,-10.53,Fall by 11.53%,5.98%,-15.85%,
2003-01-12,38.575,2003-01-26,36.25,Sell,9 Days,-4.76,Fall by 9.7%,6.03%,-9.82%,
2004-03-28,37.595,2004-04-18,40.575,Sell,14 Days,-11.11,Fall by -3.91%,-7.93%,-17.75%,
2004-05-16,39.635,2004-07-11,38.225,Sell,39 Days,-10.53,Fall by 9.11%,3.56%,-14.19%,
2005-03-27,35.91,2005-10-09,34.38,Sell,139 Days,-18.71,Fall by -2.65%,4.26%,-9.93%,
2005-05-29,37.39,2008-10-12,27.16,Buy,879 Days,20.72,Rise by -1.79%,-27.36%,-37.29%,
2005-08-21,35.635,2005-10-09,34.38,Sell,34 Days,-11.11,Fall by 6.26%,3.52%,-33.77%,
2006-01-08,36.095,2006-04-16,34.75,Sell,69 Days,-10.87,Fall by 3.73%,3.73%,-30.04%,
2006-04-23,35.3,2006-07-30,37.74,Sell,69 Days,-7.1,Fall by 1.73%,-6.91%,-36.95%,
2008-03-30,35.555,2008-10-12,27.16,Buy,139 Days,8.0,Rise by 0.82%,-23.61%,-60.56%,
2009-03-22,27.63,2009-10-18,33.665,Buy,149 Days,6.79,Rise by 6.24%,21.84%,-38.72%,
2011-03-20,32.145,2011-04-17,34.14,Sell,19 Days,-11.63,Fall by -7.95%,-6.21%,-44.93%,
2012-04-15,37.5,2012-06-03,36.22,Sell,34 Days,-13.42,Fall by 3.41%,3.41%,-41.52%,
2013-05-12,46.41,2014-02-16,56.66,Buy,199 Days,13.36,Rise by 4.09%,22.09%,-19.43%,
2013-08-25,47.41,2013-11-10,50.48,Sell,54 Days,-13.9,Fall by -22.91%,-6.48%,-25.9%,
2015-08-02,74.19,2015-08-23,69.01,Sell,14 Days,-19.6,Fall by 10.59%,6.98%,-18.92%,
2016-01-17,60.27,2016-02-07,58.17,Sell,14 Days,-27.63,Fall by 5.72%,3.48%,-15.44%,
2016-11-20,52.79,2018-01-28,64.61,Buy,309 Days,20.08,Rise by 1.91%,22.39%,6.95%,
2018-04-15,57.09,2018-06-17,60.8,Sell,44 Days,-16.67,Fall by -7.22%,-6.5%,0.45%,
2021-01-24,70.65,2024-01-14,85.58,Buy,774 Days,8.07,Rise by 3.6%,21.13%,21.59%,
2021-10-03,72.8,2022-03-20,79.08,Sell,119 Days,-12.57,Fall by 1.84%,-8.63%,12.96%,
2023-06-11,77.05,2024-07-14,93.5,Buy,284 Days,20.25,Rise by 5.07%,21.35%,34.31%,
2025-01-19,85.31,2025-02-23,91.26,Sell,24 Days,-15.14,Fall by 3.87%,-6.97%,27.33%,
2025-07-06,88.07,2025-07-06,88.07,Buy,0 Days,11.9,Rise by 0%,0.0%,27.33%,
