Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Spread,Actual Rise/Fall wrt Entry,Return,Cum-Return,Signal Open Price
2000-11-19,5.9922,2001-04-08,4.6562,Buy,99 Days,29.16,Rise by -12.91%,-22.3%,-22.3%,
2000-12-24,5.6562,2001-01-07,5.2188,Sell,9 Days,-20.0,Fall by 17.68%,7.73%,-14.56%,
2001-03-25,5.1094,2001-04-08,4.6562,Sell,9 Days,-19.44,Fall by 9.09%,8.87%,-5.69%,
2001-09-23,3.57,2001-10-07,4.24,Sell,9 Days,-13.51,Fall by -50.98%,-18.77%,-24.46%,
2001-11-11,4.7575,2001-11-18,4.375,Sell,4 Days,-7.69,Fall by -13.29%,8.04%,-16.42%,
2002-05-12,5.505,2002-05-19,6.015,Sell,4 Days,-10.53,Fall by 11.44%,-9.26%,-25.68%,
2003-01-12,5.2225,2003-01-19,5.0225,Sell,4 Days,-4.76,Fall by -11.2%,3.83%,-21.85%,
2004-03-28,9.205,2004-04-04,9.825,Sell,4 Days,-11.11,Fall by -15.62%,-6.74%,-28.59%,
2004-05-16,9.51,2004-05-30,10.15,Sell,9 Days,-10.53,Fall by -11.91%,-6.73%,-35.32%,
2005-03-27,12.9625,2005-04-10,12.155,Sell,9 Days,-18.71,Fall by 1.54%,6.23%,-29.09%,
2005-05-29,13.9075,2005-09-18,11.745,Buy,79 Days,20.72,Rise by -11.16%,-15.55%,-44.64%,
2005-08-21,12.775,2005-08-28,12.355,Sell,4 Days,-11.11,Fall by -17.46%,3.29%,-41.35%,
2006-01-08,15.81,2006-01-22,15.155,Sell,9 Days,-10.87,Fall by -12.05%,4.14%,-37.21%,
2006-04-23,19.35,2006-04-30,18.635,Sell,4 Days,-7.1,Fall by 8.45%,3.7%,-33.51%,
2008-03-30,8.525,2008-07-13,7.03,Buy,74 Days,8.0,Rise by 6.69%,-17.54%,-51.05%,
2009-03-22,5.58,2009-04-26,6.755,Buy,24 Days,6.79,Rise by 23.66%,21.06%,-29.99%,
2011-03-20,17.48,2011-04-03,18.625,Sell,9 Days,-11.63,Fall by -0.46%,-6.55%,-36.54%,
2012-04-15,30.835,2012-04-22,29.58,Sell,4 Days,-13.42,Fall by 16.44%,4.07%,-32.47%,
2013-05-12,31.55,2013-09-22,38.06,Buy,94 Days,13.36,Rise by 3.96%,20.63%,-11.84%,
2013-08-25,35.985,2013-09-29,38.665,Sell,24 Days,-13.9,Fall by -6.09%,-7.45%,-19.29%,
2015-08-02,57.93,2015-08-23,52.84,Sell,14 Days,-19.6,Fall by -3.12%,8.79%,-10.5%,
2016-01-17,58.0,2016-02-07,54.49,Sell,14 Days,-27.63,Fall by 5.84%,6.05%,-4.45%,
2016-11-20,55.77,2018-11-11,68.6,Buy,514 Days,20.08,Rise by 4.7%,23.01%,18.56%,
2018-04-15,59.24,2018-05-13,57.27,Sell,19 Days,-16.67,Fall by 13.5%,3.33%,21.88%,
2021-01-24,103.91,2021-07-25,125.97,Buy,129 Days,8.07,Rise by 3.96%,21.23%,43.11%,
2021-10-03,112.92,2021-10-31,106.07,Sell,19 Days,-12.57,Fall by 3.8%,6.07%,49.18%,
2023-06-11,97.96,2024-05-05,73.11,Buy,234 Days,20.25,Rise by 4.96%,-25.37%,23.81%,
2025-01-19,95.13,2025-02-02,107.68,Sell,9 Days,-15.14,Fall by 13.7%,-13.19%,10.62%,
2025-07-06,94.44,2025-10-12,78.46,Buy,69 Days,11.9,Rise by -13.28%,-16.92%,-6.3%,
