Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,1997-06-30,12.8,1998-09-30,8.75,327 days,1996-12-31/12.45,-31.64%,-31.64%,Rise by 0.39%,-31.64%,
Buy,2000-12-31,9.65,2001-09-30,7.67,194 days,1998-12-31/8.0,-20.52%,-20.52%,Rise by -20.52%,-52.16%,
Buy,2002-09-30,13.61,2004-12-31,21.91,589 days,2001-03-31/12.64,60.98%,60.98%,Rise by 60.98%,8.83%,
Buy,2005-03-31,23.31,2005-09-30,17.22,131 days,2004-12-31/21.91,-26.13%,-26.13%,Rise by 13.43%,-17.30%,
Buy,2006-03-31,23.9,2008-12-31,13.7,718 days,2005-03-31/23.31,-42.68%,-42.68%,Rise by 33.47%,-59.98%,
Buy,2010-09-30,25.22,2013-03-31,41.39,651 days,2010-03-31/24.6,64.12%,64.12%,Rise by 20.06%,4.14%,
Buy,2013-06-30,45.05,2014-09-30,74.76,326 days,2013-03-31/41.39,65.95%,65.95%,Rise by 65.95%,70.09%,
Buy,2017-09-30,62.7,2018-09-30,101.96,259 days,2017-03-31/62.31,62.62%,62.62%,Rise by 62.62%,132.70%,
Buy,2022-03-31,68.17,2022-06-30,49.17,65 days,2020-12-31/58.49,-27.87%,-27.87%,Rise by -24.81%,104.83%,
Buy,2024-06-30,66.05,2025-03-31,50.46,195 days,2023-03-31/62.89,-23.60%,-23.60%,Rise by -23.6%,81.23%,
