Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Spread,Actual Rise/Fall wrt Entry,Return,Cum-Return,Signal Open Price
2003-01-12,1998.91,2003-02-09,1927.88,Sell,19 Days,-4.76,Fall by 5.91%,3.55%,3.55%,
2003-03-23,1908.03,2003-10-05,2293.1699,Buy,139 Days,4.76,Rise by 4.52%,20.19%,23.74%,
2004-03-28,2575.6201,2004-07-25,2741.55,Sell,84 Days,-11.11,Fall by 0.42%,-6.44%,17.3%,
2004-05-16,2564.73,2004-07-25,2741.55,Sell,49 Days,-10.53,Fall by -17.34%,-6.89%,10.4%,
2005-03-27,3074.97,2005-04-24,2948.3999,Sell,19 Days,-18.71,Fall by 4.96%,4.12%,14.52%,
2005-05-29,3027.22,2006-04-02,3702.48,Buy,219 Days,20.72,Rise by 10.97%,22.31%,36.82%,
2005-08-21,3356.5801,2005-10-23,3240.8899,Sell,44 Days,-11.11,Fall by 3.45%,3.45%,40.27%,
2006-01-08,3364.97,2006-03-26,3580.79,Sell,54 Days,-10.87,Fall by 0.94%,-6.41%,33.86%,
2006-04-23,3699.8799,2006-06-18,3558.8701,Sell,39 Days,-7.1,Fall by 2.71%,3.81%,37.67%,
2008-03-30,3447.5,2008-10-12,2805.3101,Buy,139 Days,8.0,Rise by 6.2%,-18.63%,19.04%,
2009-03-22,2599.03,2009-08-16,3151.26,Buy,104 Days,6.79,Rise by 10.55%,21.25%,40.29%,
2011-03-20,3339.51,2011-05-22,3577.4399,Sell,44 Days,-11.63,Fall by -3.48%,-7.12%,33.16%,
2012-04-15,3487.1699,2012-09-09,3722.1799,Sell,104 Days,-13.42,Fall by 2.52%,-6.74%,26.42%,
2013-05-12,4652.7798,2015-01-11,5584.8398,Buy,434 Days,13.36,Rise by -1.5%,20.03%,46.46%,
2013-08-25,4524.21,2013-10-27,4863.3501,Sell,44 Days,-13.9,Fall by -3.47%,-7.5%,38.96%,
2015-08-02,5920.96,2015-08-16,5696.4502,Sell,9 Days,-19.6,Fall by 6.32%,3.79%,42.75%,
2016-01-17,6169.0898,2016-02-14,5933.96,Sell,19 Days,-27.63,Fall by -8.08%,3.81%,46.56%,
2016-11-20,6857.8398,2017-12-10,8235.0898,Buy,274 Days,20.08,Rise by 4.03%,20.08%,66.65%,
2018-04-15,8414.7695,2018-06-10,8938.4502,Sell,39 Days,-16.67,Fall by -5.34%,-6.22%,60.42%,
2021-01-24,13333.4297,2022-05-15,11168.1797,Buy,339 Days,8.07,Rise by -4.52%,-16.24%,44.18%,
2021-10-03,13279.1504,2021-11-21,12740.1201,Sell,34 Days,-12.57,Fall by 4.9%,4.06%,48.24%,
2023-06-11,11690.3398,2023-06-11,11690.3398,Buy,0 Days,20.25,Rise by 0%,0.0%,48.24%,
2025-01-19,13130.4297,2025-03-02,12601.4199,Sell,29 Days,-15.14,Fall by 7.74%,4.03%,52.27%,
2025-07-06,12766.5996,2025-07-06,12766.5996,Buy,0 Days,11.9,Rise by 0%,0.0%,52.27%,
