Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Spread,Actual Rise/Fall wrt Entry,Return,Cum-Return
2000-11-19,40.797,2001-09-23,33.9658,Buy,219 Days,29.16,Rise by 6.98%,-16.74%,-16.74%
2000-12-24,42.1015,2001-01-07,40.204,Sell,9 Days,-20.0,Fall by 15.79%,4.51%,-12.24%
2001-03-25,35.6072,2001-04-01,38.852,Sell,4 Days,-19.44,Fall by -2.4%,-9.11%,-21.35%
2001-09-23,33.9658,2001-09-30,38.0455,Sell,4 Days,-13.51,Fall by -10.17%,-12.01%,-33.36%
2001-11-11,39.9715,2001-12-16,37.4194,Sell,24 Days,-7.69,Fall by 6.38%,6.38%,-26.98%
2002-05-12,34.3643,2002-06-02,32.8273,Sell,14 Days,-10.53,Fall by 6.05%,4.47%,-22.5%
2003-01-12,29.222,2003-02-09,27.7989,Sell,19 Days,-4.76,Fall by 7.27%,4.87%,-17.63%
2004-03-28,32.5332,2004-04-18,35.6926,Sell,14 Days,-11.11,Fall by -1.52%,-9.71%,-27.35%
2004-05-16,33.7761,2004-06-27,32.0873,Sell,29 Days,-10.53,Fall by 5.0%,5.0%,-22.35%
2005-03-27,24.8292,2005-05-15,26.4326,Sell,34 Days,-18.71,Fall by -3.55%,-6.46%,-28.8%
2005-05-29,26.8975,2005-10-23,20.1613,Buy,104 Days,20.72,Rise by -12.2%,-25.04%,-53.85%
2005-08-21,24.241,2005-10-09,23.1404,Sell,34 Days,-11.11,Fall by 16.83%,4.54%,-49.31%
2006-01-08,23.5769,2006-02-26,25.019,Sell,34 Days,-10.87,Fall by 1.41%,-6.12%,-55.42%
2006-04-23,23.5958,2006-05-21,22.5996,Sell,19 Days,-7.1,Fall by 8.97%,4.22%,-51.2%
2008-03-30,19.4497,2008-06-22,16.4421,Buy,59 Days,8.0,Rise by -12.39%,-15.46%,-66.66%
2009-03-22,12.9317,2009-07-26,15.6357,Buy,89 Days,6.79,Rise by 11.45%,20.91%,-45.75%
2011-03-20,19.1461,2011-07-31,18.2638,Sell,94 Days,-11.63,Fall by 1.93%,4.61%,-41.15%
2012-04-15,20.7306,2012-07-22,22.4858,Sell,69 Days,-13.42,Fall by 0.96%,-8.47%,-49.61%
2013-05-12,27.2486,2015-02-15,32.8653,Buy,459 Days,13.36,Rise by 1.29%,20.61%,-29.0%
2013-08-25,26.888,2013-10-20,28.9469,Sell,39 Days,-13.9,Fall by -6.74%,-7.66%,-36.66%
2015-08-02,34.2125,2015-08-23,31.8216,Sell,14 Days,-19.6,Fall by 13.01%,6.99%,-29.67%
2016-01-17,29.2315,2016-02-07,27.5427,Sell,14 Days,-27.63,Fall by -15.03%,5.78%,-23.89%
2016-11-20,29.8672,2018-01-28,37.0114,Buy,309 Days,20.08,Rise by 6.35%,23.92%,0.03%
2018-04-15,34.4592,2018-05-06,33.055,Sell,14 Days,-16.67,Fall by -18.2%,4.07%,4.1%
2021-01-24,36.55,2021-08-08,45.07,Buy,139 Days,8.07,Rise by 9.49%,23.31%,27.41%
2021-10-03,42.93,2021-10-17,41.49,Sell,9 Days,-12.57,Fall by -22.97%,3.35%,30.77%
2023-06-11,38.97,2023-09-24,32.69,Buy,74 Days,20.25,Rise by -10.14%,-16.11%,14.65%
2025-01-19,26.3,2025-03-30,25.21,Sell,49 Days,-15.14,Fall by 12.66%,4.14%,18.8%
2025-07-06,25.38,2025-07-06,25.38,Buy,0 Days,11.9,Rise by 0%,0.0%,18.8%
