Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,1998-02-28,7.37,1998-09-30,5.73,152 days,1997-10-31/6.3333,-22.23%,-22.23%,Rise by -19.91%,-22.23%,
Buy,1999-05-31,7.92,2000-01-31,5.87,175 days,1998-04-30/7.7542,-25.89%,-25.89%,Rise by -19.58%,-48.12%,
Buy,2000-10-31,8.0,2002-01-31,12.94,327 days,2000-07-31/7.6667,61.77%,61.77%,Rise by 45.83%,13.65%,
Buy,2002-02-28,13.46,2002-09-30,9.88,152 days,2002-01-31/12.9417,-26.55%,-26.55%,Rise by -15.77%,-12.91%,
Buy,2003-08-31,12.36,2005-07-31,20.29,499 days,2003-07-31/12.1917,64.09%,64.09%,Rise by 54.67%,51.19%,
Buy,2005-09-30,20.62,2010-10-31,33.03,1325 days,2005-07-31/20.2875,60.15%,60.15%,Rise by 28.97%,111.33%,
Buy,2010-12-31,33.17,2013-10-31,57.28,739 days,2010-10-31/33.03,72.65%,72.65%,Rise by 16.26%,183.98%,
Buy,2013-11-30,59.76,2017-03-31,98.16,869 days,2013-10-31/57.275,64.27%,64.27%,Rise by 44.51%,248.25%,
Buy,2017-04-30,98.67,2021-10-31,164.48,1174 days,2017-03-31/98.16,66.70%,66.70%,Rise by 17.69%,314.95%,
Buy,2022-03-31,167.7,2025-04-30,133.51,804 days,2021-10-31/164.48,-20.39%,-20.39%,Rise by -11.04%,294.56%,
