Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Spread,Actual Rise/Fall wrt Entry,Return,Cum-Return
2012-01-22,40.17,2014-09-28,33.91,Buy,699 Days,23.62,Rise by 2.54%,-15.58%,-15.58%
2012-04-15,41.21,2012-05-13,39.52,Sell,19 Days,-13.42,Fall by 6.33%,4.1%,-11.48%
2013-05-12,38.63,2014-10-26,32.77,Buy,379 Days,13.36,Rise by -3.52%,-15.17%,-26.65%
2013-08-25,37.75,2013-12-15,36.48,Sell,79 Days,-13.9,Fall by 2.28%,3.36%,-23.29%
2015-08-02,30.2,2015-08-23,28.55,Sell,14 Days,-19.6,Fall by 6.99%,5.46%,-17.82%
2016-01-17,26.77,2016-02-21,25.81,Sell,24 Days,-27.63,Fall by 3.59%,3.59%,-14.24%
2016-11-20,28.49,2020-03-15,22.56,Buy,864 Days,20.08,Rise by 2.84%,-20.81%,-35.05%
2018-04-15,28.95,2018-12-16,27.71,Sell,174 Days,-16.67,Fall by 1.28%,4.28%,-30.77%
2021-01-24,28.09,2022-04-17,33.76,Buy,319 Days,8.07,Rise by 6.55%,20.19%,-10.58%
2021-10-03,29.67,2022-03-13,33.06,Sell,114 Days,-12.57,Fall by 0.61%,-11.43%,-22.01%
2023-06-11,32.83,2023-06-11,32.83,Buy,0 Days,20.25,Rise by 0%,0.0%,-22.01%
2025-01-19,33.17,2025-04-06,31.77,Sell,54 Days,-15.14,Fall by 4.22%,4.22%,-17.79%
2025-07-06,32.78,2025-07-06,32.78,Buy,0 Days,11.9,Rise by 0%,0.0%,-17.79%
