Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Spread,Actual Rise/Fall wrt Entry,Return,Cum-Return
2000-11-19,16.1875,2001-12-30,19.45,Buy,289 Days,29.16,Rise by 12.76%,20.15%,20.15%
2000-12-24,17.5,2001-01-21,16.9375,Sell,19 Days,-20.0,Fall by 10.61%,3.21%,23.37%
2001-03-25,15.8567,2001-04-01,16.8333,Sell,4 Days,-19.44,Fall by -1.22%,-6.16%,17.21%
2001-09-23,14.8867,2001-09-30,16.5,Sell,4 Days,-13.51,Fall by -21.05%,-10.84%,6.37%
2001-11-11,18.3667,2002-02-03,19.7533,Sell,59 Days,-7.69,Fall by 1.89%,-7.55%,-1.18%
2002-05-12,17.8867,2002-05-19,19.4433,Sell,4 Days,-10.53,Fall by 13.34%,-8.7%,-9.88%
2003-01-12,17.2067,2003-01-19,16.6567,Sell,4 Days,-4.76,Fall by -0.74%,3.2%,-6.68%
2004-03-28,19.8033,2004-04-11,18.8967,Sell,9 Days,-11.11,Fall by 9.27%,4.58%,-2.11%
2004-05-16,18.3533,2004-06-27,17.5033,Sell,29 Days,-10.53,Fall by 5.99%,4.63%,2.53%
2005-03-27,16.8867,2005-04-03,16.33,Sell,4 Days,-18.71,Fall by 12.06%,3.3%,5.82%
2005-05-29,15.7567,2008-04-27,19.2167,Buy,759 Days,20.72,Rise by 6.3%,21.96%,27.78%
2005-08-21,15.5267,2005-09-04,14.85,Sell,9 Days,-11.11,Fall by 7.26%,4.36%,32.14%
2006-01-08,15.2933,2006-05-28,16.55,Sell,99 Days,-10.87,Fall by 1.2%,-8.22%,23.92%
2006-04-23,15.2733,2006-05-28,16.55,Sell,24 Days,-7.1,Fall by 6.05%,-8.36%,15.56%
2008-03-30,17.3733,2012-05-27,21.77,Buy,1084 Days,8.0,Rise by 13.55%,25.31%,40.87%
2009-03-22,16.53,2011-12-25,19.9967,Buy,719 Days,6.79,Rise by 2.98%,20.97%,61.84%
2011-03-20,17.1733,2011-05-01,18.3267,Sell,29 Days,-11.63,Fall by -1.73%,-6.72%,55.13%
2012-04-15,19.9233,2012-05-27,21.77,Sell,29 Days,-13.42,Fall by -20.45%,-9.27%,45.86%
2013-05-12,26.2967,2015-08-23,22.18,Buy,594 Days,13.36,Rise by -0.18%,-15.65%,30.2%
2013-08-25,24.48,2013-11-10,25.9867,Sell,54 Days,-13.9,Fall by -5.43%,-6.15%,24.05%
2015-08-02,23.9933,2015-08-23,22.18,Sell,14 Days,-19.6,Fall by 11.24%,7.56%,31.61%
2016-01-17,20.6433,2016-01-31,22.12,Sell,9 Days,-27.63,Fall by -4.86%,-7.15%,24.45%
2016-11-20,22.8467,2017-10-15,28.8733,Buy,234 Days,20.08,Rise by 5.62%,26.38%,50.83%
2018-04-15,28.6733,2018-05-13,27.7933,Sell,19 Days,-16.67,Fall by 4.14%,3.07%,53.9%
2021-01-24,48.7767,2022-05-22,39.7333,Buy,344 Days,8.07,Rise by -11.21%,-18.54%,35.36%
2021-10-03,45.6833,2021-10-24,49.4467,Sell,14 Days,-12.57,Fall by -0.34%,-8.24%,27.12%
2023-06-11,51.03,2024-05-19,64.65,Buy,244 Days,20.25,Rise by 5.3%,26.69%,53.81%
2025-01-19,91.94,2025-02-02,98.16,Sell,9 Days,-15.14,Fall by 9.52%,-6.77%,47.05%
2025-07-06,98.36,2025-07-06,98.36,Buy,0 Days,11.9,Rise by 0%,0.0%,47.05%
