Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Open Price
2005-11-30,90.0,2006-01-31,90.67,2003-06-30-2004-05-31,83.9-91.55,Sell,44 days,-0.74%,Fall by 3.44%,-0.74%,
2006-01-31,90.67,2009-06-30,94.57,2004-05-31-2005-06-30,80.51-97.0,Buy,890 days,4.3%,Rise by 14.79%,3.56%,
2007-05-31,86.38,2007-08-31,88.88,2005-06-30-2006-05-31,85.15-93.33,Sell,66 days,-2.89%,Fall by -1.58%,0.66%,
2007-08-31,88.88,2009-06-30,94.57,2006-05-31-2006-12-31,82.56-91.8,Buy,477 days,6.4%,Rise by 14.79%,7.06%,
2008-06-30,92.34,2008-08-31,93.84,2005-06-30-2007-06-30,86.84-93.33,Sell,44 days,-1.62%,Fall by -0.35%,5.44%,
2008-08-31,93.84,2009-07-31,94.81,2007-06-30-2008-01-31,82.2-98.16,Buy,239 days,1.03%,Rise by 14.5%,6.47%,
2009-08-31,96.6,2015-05-31,122.71,2007-06-30-2008-12-31,82.2-123.15,Buy,1499 days,27.03%,Rise by 6.74%,33.5%,
2009-10-31,95.78,2009-12-31,89.89,2007-06-30-2008-12-31,82.2-123.15,Sell,43 days,6.15%,Fall by -1.48%,39.65%,
2011-01-31,91.22,2011-04-30,93.89,2008-12-31-2010-04-30,92.17-107.13,Sell,64 days,-2.93%,Fall by -19.5%,36.73%,
2011-04-30,93.89,2015-05-31,122.71,2010-04-30-2010-08-31,87.3-109.34,Buy,1064 days,30.7%,Rise by 6.74%,67.42%,
2012-05-31,127.6,2012-11-30,124.79,2011-02-28-2011-10-31,88.14-125.03,Buy,131 days,-2.2%,Rise by -11.5%,65.22%,
2012-09-30,124.22,2013-01-31,117.32,2010-04-30-2012-07-31,87.3-132.21,Sell,88 days,5.55%,Fall by 9.66%,70.77%,
2012-11-30,124.79,2015-05-31,122.71,2011-02-28-2012-07-31,88.14-132.21,Buy,650 days,-1.67%,Rise by 6.74%,69.11%,
2013-01-31,117.32,2013-06-30,110.44,2007-06-30-2012-07-31,82.2-132.21,Sell,106 days,5.86%,Fall by 7.77%,74.97%,
2013-08-31,105.99,2013-10-31,107.64,2011-02-28-2012-07-31,88.14-132.21,Sell,43 days,-1.56%,Fall by -9.12%,73.41%,
2013-10-31,107.64,2020-11-30,160.02,2010-04-30-2012-07-31,87.3-132.21,Buy,1847 days,48.66%,Rise by -13.36%,122.08%,
2015-06-30,117.46,2015-08-31,121.42,2012-07-31-2013-12-31,104.41-125.21,Sell,44 days,-3.37%,Fall by 1.89%,118.7%,
2015-08-31,121.42,2016-01-31,127.3,2007-06-30-2015-01-31,82.2-138.5,Sell,109 days,-4.84%,Fall by 6.42%,113.86%,
2016-11-30,120.24,2017-02-28,121.74,2011-02-28-2016-07-31,88.14-143.62,Sell,64 days,-1.25%,Fall by 2.46%,112.61%,
2017-02-28,121.74,2017-02-28,121.74,2013-12-31-2016-07-31,101.17-143.62,Buy,0 days,0.0%,Rise by 0%,112.61%,
2017-07-31,124.04,2018-02-28,118.75,2011-02-28-2015-01-31,88.14-138.5,Sell,152 days,4.26%,Fall by 4.35%,116.88%,
2017-09-30,124.76,2017-12-31,126.86,2007-06-30-2016-07-31,82.2-143.62,Sell,64 days,-1.68%,Fall by 10.47%,115.2%,
2017-12-31,126.86,2020-11-30,160.02,2007-06-30-2016-07-31,82.2-143.62,Buy,760 days,26.14%,Rise by -13.36%,141.34%,
2018-04-30,119.1,2018-04-30,119.1,2017-03-31-2017-09-30,116.49-129.57,Buy,0 days,0.0%,Rise by 0%,141.34%,
2018-07-31,119.7,2018-10-31,113.58,2010-04-30-2016-07-31,87.3-143.62,Sell,66 days,5.11%,Fall by -38.73%,146.45%,
2018-10-31,113.58,2019-01-31,121.97,2017-03-31-2017-09-30,116.49-129.57,Sell,66 days,-7.39%,Fall by -29.19%,139.06%,
2020-01-31,145.9,2020-01-31,145.9,2016-07-31-2018-11-30,115.76-136.99,Sell,0 days,-0.0%,Fall by 0%,139.06%,
2020-08-31,162.19,2020-12-31,157.73,2018-11-30-2020-03-31,111.9-179.7,Buy,88 days,-2.75%,Rise by -12.23%,136.31%,
2020-10-31,157.57,2021-01-31,152.0,2013-12-31-2020-03-31,101.17-179.7,Sell,64 days,3.53%,Fall by 13.11%,139.85%,
2021-01-31,152.0,2021-02-28,143.12,2018-11-30-2020-03-31,111.9-179.7,Sell,19 days,5.84%,Fall by 16.54%,145.69%,
2021-02-28,143.12,2021-03-31,135.45,2017-03-31-2020-03-31,116.49-179.7,Sell,22 days,5.36%,Fall by 11.81%,151.05%,
2021-05-31,138.44,2021-05-31,138.44,2011-02-28-2020-03-31,88.14-179.7,Buy,0 days,0.0%,Rise by 0%,151.05%,
2022-03-31,132.08,2022-04-30,119.45,2021-03-31-2021-12-31,133.19-155.12,Sell,21 days,9.56%,Fall by 14.23%,160.61%,
2022-05-31,116.56,2022-08-31,111.88,2020-03-31-2021-03-31,141.41-139.01,Sell,66 days,4.02%,Fall by 10.57%,164.62%,
2022-08-31,111.88,2022-09-30,102.45,2004-05-31-2011-10-31,80.51-125.03,Sell,22 days,8.43%,Fall by 13.43%,173.05%,
2022-09-30,102.45,2022-10-31,96.11,2013-12-31-2015-01-31,101.17-138.5,Sell,21 days,6.19%,Fall by 13.04%,179.24%,
2022-12-31,99.56,2023-09-30,88.69,2011-02-28-2011-10-31,88.14-125.03,Sell,194 days,10.92%,Fall by 0.53%,190.16%,
2023-07-31,100.05,2023-08-31,96.64,2010-04-30-2011-10-31,87.3-125.03,Sell,23 days,3.41%,Fall by 8.71%,193.57%,
2023-09-30,88.69,2023-10-31,83.58,2010-04-30-2010-08-31,87.3-109.34,Sell,21 days,5.76%,Fall by -5.55%,199.33%,
2023-10-31,83.58,2023-12-31,98.88,2007-06-30-2011-10-31,82.2-125.03,Sell,43 days,-18.31%,Fall by 11.68%,181.02%,
2025-02-28,92.43,2025-04-30,89.47,2017-09-30-2023-10-31,88.47-123.97,Sell,43 days,3.2%,Fall by -0.92%,184.23%,
2025-03-31,91.03,2025-03-31,91.03,2023-10-31-2024-09-30,82.42-101.64,Buy,0 days,0.0%,Rise by 0%,184.23%,
