Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return
2007-02-18,88.64,2007-12-30,92.48,2006-05-14-2006-12-03,82.56-91.8,Buy,224 days,4.33%,Rise by 5.08%,4.33%
2007-10-21,90.46,2008-01-13,94.2,2006-12-03-2007-06-17,83.89-90.12,Sell,59 days,-4.13%,Fall by 5.66%,0.2%
2008-03-09,92.23,2008-11-16,95.17,2007-06-17-2008-01-27,82.2-98.16,Buy,179 days,3.19%,Rise by 9.87%,3.39%
2008-05-25,91.77,2012-08-19,121.6,2006-05-14-2008-01-27,82.56-98.16,Buy,1104 days,32.51%,Rise by 3.92%,35.89%
2008-08-17,93.04,2008-10-12,95.95,2008-01-27-2008-06-22,90.07-94.13,Sell,39 days,-3.13%,Fall by -6.18%,32.76%
2009-03-01,101.88,2015-03-01,129.53,2008-06-22-2008-12-21,88.59-123.15,Buy,1564 days,27.14%,Rise by -11.04%,59.9%
2009-05-10,94.94,2009-06-07,89.84,2007-06-17-2008-12-21,82.2-123.15,Sell,19 days,5.37%,Fall by -0.72%,65.27%
2009-06-07,89.84,2009-06-28,94.59,2008-06-22-2008-12-21,88.59-123.15,Sell,14 days,-5.29%,Fall by 1.33%,59.99%
2009-11-08,93.33,2009-11-08,93.33,2008-01-27-2009-06-14,90.73-94.13,Sell,0 days,-0.0%,Fall by 0%,59.99%
2010-06-13,97.41,2010-12-05,94.89,2008-12-21-2010-04-11,89.13-112.05,Sell,124 days,2.59%,Fall by 6.41%,62.57%
2010-08-08,100.1,2010-11-14,95.81,2009-10-04-2010-04-11,89.13-98.11,Sell,69 days,4.29%,Fall by 7.31%,66.86%
2010-10-03,104.61,2016-08-07,138.0,2010-04-11-2010-08-29,87.3-109.34,Buy,1524 days,31.92%,Rise by -11.57%,98.78%
2011-11-13,115.65,2012-03-18,111.43,2010-08-29-2011-02-13,89.66-105.2,Sell,89 days,3.65%,Fall by -6.17%,102.43%
