Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2006-11-30,12.08,2007-12-31,17.22,Buy,281 days,Rise by 7.820000%,42.63
2008-03-31,10.97,2008-04-30,14.3,Sell,21 days,Fall by 18.410000%,-30.38
2008-11-30,7.3,2009-03-31,8.67,Sell,85 days,Fall by -51.880000%,-18.81
2010-06-30,11.08,2010-10-31,15.29,Sell,87 days,Fall by -13.810000%,-37.93
2011-01-31,14.95,2012-05-31,14.47,Buy,347 days,Rise by -15.650000%,-3.25
2011-09-30,12.83,2011-12-31,16.09,Sell,65 days,Fall by -12.630000%,-25.41
2012-09-30,18.79,2013-05-31,21.7,Buy,173 days,Rise by 17.660000%,15.47
2013-01-31,18.82,2013-05-31,21.7,Buy,85 days,Rise by 17.480000%,15.29
2013-07-31,22.11,2014-02-28,30.28,Buy,151 days,Rise by 36.940000%,36.94
2013-11-30,26.39,2014-09-30,28.79,Buy,215 days,Rise by 9.090000%,9.09
2014-11-30,27.02,2015-07-31,31.28,Sell,173 days,Fall by 3.670000%,-15.78
2018-01-31,58.5,2019-08-31,59.4,Buy,412 days,Rise by 4.120000%,1.55
2018-04-30,50.87,2018-07-31,60.86,Sell,65 days,Fall by -1.800000%,-19.65
2019-11-30,65.25,2020-09-30,73.48,Buy,216 days,Rise by 25.230000%,12.62
2021-02-28,101.84,2021-07-31,135.22,Buy,109 days,Rise by 45.590000%,32.77
2022-10-31,94.66,2023-04-30,108.22,Sell,129 days,Fall by -69.970000%,-14.32
2025-05-31,172.85,2025-10-31,281.82,Buy,108 days,Rise by 63.040000%,63.04
2025-10-31,281.82,2025-10-31,281.82,Buy,0 days,Rise by 0.000000%,0.0
