Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2009-04-30,0.11,2011-07-31,0.16,Buy,586 days,Rise by -22.730000%,50.0
2011-02-28,0.14,2011-11-30,0.26,Buy,196 days,Rise by 78.570000%,85.71
2011-08-31,0.25,2012-06-30,0.48,Buy,217 days,Rise by 92.000000%,92.0
2014-02-28,0.94,2016-03-31,1.9,Buy,543 days,Rise by -30.850000%,102.13
2015-04-30,0.52,2015-06-30,0.71,Sell,42 days,Fall by -203.850000%,-36.54
2015-07-31,0.82,2016-03-31,1.9,Buy,173 days,Rise by 131.710000%,131.71
2015-12-31,1.86,2017-03-31,2.99,Buy,325 days,Rise by -15.050000%,60.75
2019-03-31,14.31,2020-07-31,20.84,Buy,348 days,Rise by 45.630000%,45.63
2020-10-31,14.64,2021-03-31,8.62,Sell,106 days,Fall by 41.120000%,41.12
2020-12-31,12.07,2021-05-31,5.86,Sell,106 days,Fall by 51.450000%,51.45
2025-02-28,8.84,2025-02-28,8.84,Buy,0 days,Rise by 22.170000%,0.0
