Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return
1975-09-30,0.6182,1976-03-31,0.8295,1974-12-31-1975-06-30,0.3182-0.9636,Sell,131 days,-34.18%,Fall by 8.21%,-34.18%
1977-06-30,0.8182,1977-09-30,0.7614,1974-12-31-1977-03-31,0.3182-0.9659,Sell,66 days,6.94%,Fall by 8.96%,-27.24%
1979-12-31,0.6932,1980-03-31,0.6136,1977-12-31-1979-06-30,0.6023-0.9773,Sell,65 days,11.48%,Fall by -92.6%,-15.75%
1981-09-30,1.5114,1982-03-31,1.2386,1980-03-31-1981-06-30,0.5455-3.0795,Sell,130 days,18.05%,Fall by -10.09%,2.29%
1982-09-30,1.0795,1982-12-31,1.3864,1977-03-31-1980-03-31,0.7045-0.7386,Sell,66 days,-28.43%,Fall by -11.48%,-26.14%
1985-03-31,1.5455,1990-09-30,3.6932,1977-12-31-1981-06-30,0.6023-3.0795,Buy,1434 days,138.96%,Rise by -16.74%,112.83%
1990-03-31,4.5795,1990-06-30,5.3409,1984-09-30-1989-12-31,1.1591-5.9773,Sell,64 days,-16.63%,Fall by 18.94%,96.2%
1995-03-31,4.8875,1995-12-31,6.1375,1980-03-31-1994-09-30,0.5455-6.325,Sell,195 days,-25.58%,Fall by -38.6%,70.63%
1995-09-30,5.2875,2001-06-30,13.16,1992-09-30-1994-09-30,2.825-6.325,Buy,1499 days,148.89%,Rise by -21.43%,219.52%
1995-12-31,6.1375,1997-03-31,6.9125,1989-12-31-1992-09-30,3.4875-5.1136,Sell,325 days,-12.63%,Fall by 0.63%,206.89%
1997-12-31,9.075,1998-03-31,8.5063,1984-09-30-1997-09-30,1.1591-10.3687,Sell,64 days,6.27%,Fall by 15.36%,213.16%
1998-03-31,8.5063,1998-09-30,6.8688,1992-09-30-1997-09-30,2.825-10.3687,Sell,131 days,19.25%,Fall by -102.36%,232.41%
