Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Open Price
2013-10-27,6.88,2013-11-17,6.57,2013-05-26-2013-08-11,7.22-7.84,Sell,14 days,4.51%,Fall by 10.2%,4.51%,
2014-03-09,5.96,2014-03-30,6.01,2013-05-26-2013-12-15,6.45-7.84,Sell,14 days,-0.84%,Fall by 4.49%,3.67%,
2015-11-08,5.35,2015-12-27,6.01,2014-10-12-2015-06-21,4.9-6.31,Sell,34 days,-12.34%,Fall by 8.49%,-8.67%,
2016-02-28,5.83,2017-03-26,6.15,2015-06-21-2016-01-10,4.58-6.12,Buy,279 days,5.49%,Rise by 1.46%,-3.18%,
2016-09-11,5.84,2016-11-27,5.9,2016-01-10-2016-07-03,5.52-6.0,Sell,54 days,-1.03%,Fall by 0.17%,-4.21%,
2017-04-23,6.06,2018-02-11,6.13,2016-07-03-2017-02-26,5.31-6.4,Buy,209 days,1.16%,Rise by -13.05%,-3.05%,
2017-09-17,6.11,2017-10-22,6.18,2017-02-26-2017-05-14,6.04-6.25,Sell,24 days,-1.15%,Fall by 7.93%,-4.2%,
2018-03-25,5.85,2018-03-25,5.85,2016-07-03-2018-01-21,5.31-6.66,Buy,0 days,0.0%,Rise by 0%,-4.2%,
2018-05-27,5.33,2018-06-10,5.15,2013-12-15-2018-01-21,5.48-6.66,Sell,9 days,3.38%,Fall by 11.65%,-0.82%,
2018-06-03,5.21,2018-06-03,5.21,2016-07-03-2018-01-21,5.31-6.66,Sell,0 days,-0.0%,Fall by 0%,-0.82%,
2018-07-08,5.24,2018-08-12,4.98,2015-06-21-2018-01-21,4.58-6.66,Sell,24 days,4.96%,Fall by 8.63%,4.14%,
2018-10-14,4.55,2018-10-28,4.83,2015-06-21-2016-01-10,4.58-6.12,Sell,9 days,-6.15%,Fall by 5.18%,-2.01%,
2019-12-08,4.1,2020-02-09,3.85,2017-02-26-2019-09-15,3.31-6.25,Sell,44 days,6.1%,Fall by 7.27%,4.08%,
2019-12-15,4.04,2021-04-18,4.61,2019-09-15-2019-11-03,3.15-4.35,Buy,349 days,14.11%,Rise by -15.4%,18.19%,
2020-07-19,3.88,2020-10-25,4.39,2018-01-21-2019-09-15,3.31-6.48,Sell,69 days,-13.14%,Fall by 12.3%,5.05%,
2020-12-06,4.39,2021-02-28,5.02,2019-11-03-2020-05-17,3.64-4.09,Sell,59 days,-14.35%,Fall by 14.34%,-9.3%,
2021-05-02,4.57,2021-05-02,4.57,2020-05-17-2021-03-14,3.41-5.15,Buy,0 days,0.0%,Rise by 0%,-9.3%,
2021-05-09,4.3,2021-05-16,4.01,2020-05-17-2021-03-14,3.41-5.15,Sell,4 days,6.74%,Fall by 8.23%,-2.56%,
2021-05-23,3.85,2021-06-13,3.95,2019-09-15-2021-03-14,3.15-5.15,Sell,14 days,-2.6%,Fall by 6.84%,-5.16%,
2021-10-31,4.0,2021-11-14,3.87,2021-03-14-2021-06-27,3.75-4.98,Sell,9 days,3.25%,Fall by 10.85%,-1.91%,
2022-04-24,3.18,2022-05-01,2.85,2019-09-15-2019-11-03,3.15-4.35,Sell,4 days,10.38%,Fall by -2.46%,8.47%,
2022-10-30,3.0,2022-10-30,3.0,2019-11-03-2022-05-15,2.85-4.09,Sell,0 days,-0.0%,Fall by 0%,8.47%,
2022-11-13,3.03,2023-06-18,3.5,2022-05-15-2022-09-25,2.75-3.47,Buy,154 days,15.51%,Rise by 10.29%,23.98%,
2023-03-05,3.03,2023-03-19,3.38,2021-03-14-2022-05-15,2.85-4.98,Sell,9 days,-11.55%,Fall by -0.89%,12.43%,
2023-04-30,3.45,2023-08-13,3.86,2016-01-10-2022-05-15,2.85-6.0,Sell,74 days,-11.88%,Fall by 21.76%,0.55%,
2023-08-27,3.14,2023-09-24,3.55,2022-05-15-2023-08-20,2.75-3.88,Sell,19 days,-13.06%,Fall by 11.55%,-12.51%,
2023-09-17,3.17,2023-09-24,3.55,2022-09-25-2023-03-19,3.39-3.35,Sell,4 days,-11.99%,Fall by 11.55%,-24.5%,
2023-10-08,3.0,2023-10-22,3.05,2023-03-19-2023-08-20,2.95-3.88,Sell,9 days,-1.67%,Fall by -17.38%,-26.16%,
2023-11-05,3.1,2023-12-03,2.98,2017-02-26-2022-05-15,2.85-6.25,Sell,19 days,3.87%,Fall by -20.13%,-22.29%,
2023-12-17,3.1,2023-12-31,3.49,2022-09-25-2023-10-08,3.05-3.35,Sell,9 days,-12.58%,Fall by -2.58%,-34.87%,
2024-02-18,3.37,2024-05-05,3.7,2023-03-19-2023-08-20,2.95-3.88,Buy,54 days,9.79%,Rise by 47.3%,-25.08%,
2024-04-28,3.61,2024-06-02,4.0,2018-01-21-2022-05-15,2.85-6.48,Sell,24 days,-10.8%,Fall by 2.75%,-35.88%,
2024-11-10,4.98,2025-01-19,4.83,2017-02-26-2022-05-15,2.85-6.25,Sell,49 days,3.01%,Fall by -69.15%,-32.87%,
2025-05-04,5.62,2025-05-18,6.38,2013-05-26-2022-05-15,2.85-7.84,Sell,9 days,-13.52%,Fall by -28.06%,-46.39%,
