Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return
2001-05-31,11.85,2001-06-30,8.34,2000-03-31-2001-04-30,2.33-13.95,Sell,21 days,29.62%,Fall by -55.76%,29.62%
2003-07-31,12.97,2003-12-31,14.53,2000-03-31-2003-06-30,2.33-16.27,Sell,109 days,-12.03%,Fall by -18.51%,17.59%
2003-09-30,12.6,2003-12-31,14.53,2001-10-31-2003-06-30,7.1-16.27,Sell,66 days,-15.32%,Fall by -18.51%,2.28%
2005-06-30,20.08,2005-08-31,17.95,2001-10-31-2005-03-31,7.1-24.58,Sell,44 days,10.61%,Fall by -20.61%,12.88%
2005-08-31,17.95,2005-08-31,17.95,2000-03-31-2005-03-31,2.33-24.58,Sell,0 days,-0.0%,Fall by 0%,12.88%
2005-12-31,21.86,2007-05-31,27.9,2000-03-31-2005-03-31,2.33-24.58,Buy,368 days,27.63%,Rise by 6.45%,40.51%
2006-09-30,27.09,2007-04-30,26.45,2001-10-31-2005-03-31,7.1-24.58,Buy,150 days,-2.36%,Rise by 12.29%,38.15%
2007-01-31,31.36,2007-02-28,29.5,2005-10-31-2007-01-31,16.46-34.87,Sell,20 days,5.93%,Fall by 10.58%,44.08%
2007-03-31,25.73,2007-08-31,23.66,2001-10-31-2007-01-31,7.1-34.87,Sell,109 days,8.05%,Fall by 0.68%,52.13%
2008-07-31,27.53,2008-09-30,20.85,2007-08-31-2008-06-30,20.9-33.85,Sell,43 days,24.26%,Fall by 55.16%,76.39%
2010-05-31,21.77,2010-06-30,20.95,2009-02-28-2010-03-31,7.26-27.34,Sell,22 days,3.77%,Fall by -4.2%,80.16%
2011-05-31,30.89,2012-08-31,29.38,2000-03-31-2007-01-31,2.33-34.87,Buy,328 days,-4.89%,Rise by 164.13%,75.27%
2011-08-31,25.41,2011-09-30,21.83,2009-02-28-2011-04-30,7.26-33.12,Sell,22 days,14.09%,Fall by -26.11%,89.36%
2011-09-30,21.83,2011-10-31,25.7,2005-03-31-2009-02-28,9.82-21.85,Sell,21 days,-17.73%,Fall by -7.12%,71.63%
2011-11-30,25.0,2011-11-30,25.0,2009-02-28-2011-04-30,7.26-33.12,Buy,0 days,0.0%,Rise by 0%,71.63%
2012-06-30,28.36,2012-12-31,31.68,2009-02-28-2012-05-31,7.26-35.0,Sell,130 days,-11.71%,Fall by -96.34%,59.92%
2012-07-31,27.53,2012-10-31,29.94,2005-10-31-2012-05-31,16.46-35.0,Sell,66 days,-8.75%,Fall by -107.75%,51.17%
2012-10-31,29.94,2013-10-31,60.47,2011-09-30-2012-05-31,20.64-35.0,Buy,261 days,101.97%,Rise by 23.63%,153.14%
2014-05-31,62.2,2014-07-31,70.96,2011-09-30-2014-03-31,20.64-81.24,Sell,43 days,-14.08%,Fall by 24.79%,139.06%
2014-08-31,72.7,2014-10-31,66.98,2007-01-31-2009-02-28,9.82-29.5,Sell,44 days,7.87%,Fall by 12.0%,146.92%
2014-10-31,66.98,2014-11-30,57.52,2000-03-31-2014-03-31,2.33-81.24,Sell,20 days,14.12%,Fall by 23.12%,161.05%
2015-02-28,67.99,2019-01-31,71.6,2005-10-31-2014-03-31,16.46-81.24,Buy,1023 days,5.31%,Rise by -16.97%,166.36%
2015-11-30,52.46,2015-11-30,52.46,2000-03-31-2014-03-31,2.33-81.24,Buy,0 days,0.0%,Rise by 0%,166.36%
2016-04-30,43.88,2017-03-31,62.31,2007-08-31-2012-05-31,20.9-35.0,Buy,239 days,42.0%,Rise by 2.41%,208.36%
2016-09-30,46.74,2016-09-30,46.74,2009-02-28-2014-03-31,7.26-81.24,Buy,0 days,0.0%,Rise by 0%,208.36%
2017-03-31,62.31,2017-05-31,55.72,2016-02-29-2017-02-28,31.63-69.88,Sell,43 days,10.58%,Fall by -17.84%,218.94%
2018-10-31,85.25,2018-11-30,73.62,2016-02-29-2018-10-31,31.63-107.07,Sell,22 days,13.64%,Fall by 23.58%,232.58%
2018-11-30,73.62,2018-12-31,65.66,2000-03-31-2018-10-31,2.33-107.07,Sell,21 days,10.81%,Fall by 14.32%,243.39%
2019-03-31,75.9,2019-04-30,73.44,2014-03-31-2016-02-29,43.7-67.21,Sell,21 days,3.24%,Fall by 35.99%,246.63%
2019-10-31,49.91,2019-10-31,49.91,2016-02-29-2017-02-28,31.63-69.88,Buy,0 days,0.0%,Rise by 0%,246.63%
2020-03-31,17.13,2020-04-30,22.13,2011-09-30-2012-05-31,20.64-35.0,Sell,22 days,-29.19%,Fall by -85.68%,217.44%
2020-05-31,22.31,2022-09-30,44.0,2009-02-28-2012-05-31,7.26-35.0,Buy,609 days,97.22%,Rise by 56.43%,314.66%
2021-01-31,42.36,2021-02-28,49.06,2020-03-31-2021-01-31,13.24-62.49,Sell,19 days,-15.82%,Fall by 14.31%,298.85%
2021-10-31,55.44,2022-09-30,44.0,2020-03-31-2021-01-31,13.24-62.49,Buy,239 days,-20.63%,Rise by 56.43%,278.21%
2022-04-30,64.39,2022-06-30,49.17,2021-08-31-2022-04-30,37.85-71.63,Sell,43 days,23.64%,Fall by -11.33%,301.85%
2022-06-30,49.17,2022-07-31,47.64,2020-03-31-2022-04-30,13.24-71.63,Sell,21 days,3.11%,Fall by -14.9%,304.96%
2022-09-30,44.0,2022-09-30,44.0,2011-04-30-2020-03-31,40.03-29.8,Sell,0 days,-0.0%,Fall by 0%,304.96%
2023-03-31,62.89,2023-04-30,60.65,2022-09-30-2023-03-31,39.0-74.68,Sell,20 days,3.56%,Fall by 10.14%,308.52%
2023-04-30,60.65,2023-05-31,55.48,2021-08-31-2023-03-31,37.85-74.68,Sell,22 days,8.52%,Fall by 1.77%,317.05%
2023-08-31,57.5,2024-10-31,54.5,2021-08-31-2022-04-30,37.85-71.63,Buy,305 days,-5.22%,Rise by -20.73%,311.83%
2023-12-31,62.68,2024-11-30,65.64,2022-09-30-2023-03-31,39.0-74.68,Buy,239 days,4.72%,Rise by -34.19%,316.55%
2024-05-31,73.11,2024-05-31,73.11,2009-02-28-2018-10-31,7.26-107.07,Buy,0 days,0.0%,Rise by 0%,316.55%
2024-11-30,65.64,2025-05-31,44.9,2020-03-31-2022-04-30,13.24-71.63,Buy,129 days,-31.6%,Rise by 22.94%,284.95%
2025-03-31,50.46,2025-04-30,43.2,2024-09-30-2025-02-28,49.21-78.18,Sell,22 days,14.39%,Fall by -27.78%,299.34%
2025-06-30,45.09,2025-06-30,45.09,2020-03-31-2023-03-31,13.24-74.68,Buy,0 days,0.0%,Rise by 0%,299.34%
