Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Open Price
2006-11-19,28.0,2006-12-31,31.9,2006-05-14-2006-07-30,22.66-25.26,Sell,29 days,-13.93%,Fall by 10.06%,-13.93%,
2007-01-28,30.25,2007-02-18,30.99,2006-07-30-2007-01-28,20.37-34.87,Sell,14 days,-2.45%,Fall by 16.26%,-16.37%,
2007-04-29,26.59,2008-07-13,25.75,2005-11-13-2007-01-28,18.98-34.87,Buy,314 days,-3.16%,Rise by -14.56%,-19.53%,
2007-07-01,26.44,2007-08-05,25.1,2007-01-28-2007-04-15,26.36-30.12,Sell,24 days,5.07%,Fall by 8.69%,-14.47%,
2008-01-13,24.46,2008-01-20,22.92,2007-01-28-2007-08-26,22.5-30.12,Sell,4 days,6.3%,Fall by -8.99%,-8.17%,
2008-02-10,24.74,2008-03-02,28.45,2007-08-26-2007-12-09,20.9-30.5,Sell,14 days,-15.0%,Fall by 12.2%,-23.17%,
2008-05-18,27.27,2008-07-13,25.75,2007-08-26-2007-12-09,20.9-30.5,Buy,39 days,-5.57%,Rise by -14.56%,-28.74%,
2008-07-13,25.75,2008-07-27,28.53,2007-08-26-2008-06-22,20.9-33.85,Sell,9 days,-10.8%,Fall by 15.98%,-39.54%,
2010-02-28,24.91,2010-02-28,24.91,2007-08-26-2008-06-22,20.9-33.85,Buy,0 days,0.0%,Rise by 0%,-39.54%,
2010-05-09,21.64,2010-07-25,23.9,2009-02-08-2010-03-14,7.26-27.34,Sell,54 days,-10.44%,Fall by -15.82%,-49.98%,
2011-01-30,27.68,2011-02-20,28.6,2010-03-14-2010-07-11,21.78-25.91,Sell,14 days,-3.32%,Fall by 1.71%,-53.3%,
2011-05-15,29.37,2011-06-19,28.11,2010-07-11-2011-05-01,20.43-33.12,Sell,24 days,4.29%,Fall by 11.06%,-49.01%,
2011-06-05,30.42,2011-06-12,28.5,2010-12-26-2011-03-20,28.77-30.11,Sell,4 days,6.31%,Fall by 12.28%,-42.7%,
2011-08-07,25.0,2011-08-21,23.3,2009-02-08-2011-05-01,7.26-33.12,Sell,9 days,6.8%,Fall by 0.69%,-35.9%,
2011-09-11,23.03,2012-05-27,29.68,2010-07-11-2011-05-01,20.43-33.12,Buy,184 days,28.88%,Rise by 3.54%,-7.03%,
2011-10-09,23.25,2011-10-09,23.25,2009-02-08-2011-05-01,7.26-33.12,Buy,0 days,0.0%,Rise by 0%,-7.03%,
2011-12-04,24.67,2011-12-04,24.67,2010-12-26-2011-09-25,23.94-30.11,Sell,0 days,-0.0%,Fall by 0%,-7.03%,
2012-05-13,31.4,2012-05-20,28.54,2011-09-25-2012-05-06,20.64-35.0,Sell,4 days,9.11%,Fall by 4.06%,2.08%,
2012-06-03,27.97,2012-12-09,31.1,2005-11-13-2012-05-06,18.98-35.0,Sell,134 days,-11.19%,Fall by -116.14%,-9.11%,
2012-06-24,29.56,2013-02-24,35.94,2011-09-25-2012-05-06,20.64-35.0,Buy,174 days,21.58%,Rise by 29.74%,12.47%,
2012-07-01,28.36,2012-08-05,27.38,2009-02-08-2012-05-06,7.26-35.0,Sell,24 days,3.46%,Fall by 0.0%,15.93%,
2012-08-26,28.95,2012-09-23,27.38,2010-07-11-2012-05-06,20.43-35.0,Sell,19 days,5.42%,Fall by -78.78%,21.35%,
2013-06-30,45.05,2013-07-14,47.32,2012-05-06-2012-08-05,28.36-33.92,Sell,9 days,-5.04%,Fall by -40.13%,16.31%,
