Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Spread,Actual Rise/Fall wrt Entry,Return,Cum-Return,Signal Open Price
2000-11-19,49.0,2001-03-04,40.0,Buy,74 Days,29.16,Rise by -11.22%,-18.37%,-18.37%,
2000-12-24,44.25,2001-01-14,42.0,Sell,14 Days,-20.0,Fall by 13.22%,5.08%,-13.28%,
2001-03-25,41.92,2001-05-06,45.92,Sell,29 Days,-19.44,Fall by 3.53%,-9.54%,-22.82%,
2001-09-23,32.4,2001-10-14,34.6,Sell,14 Days,-13.51,Fall by -2.59%,-6.79%,-29.61%,
2001-11-11,33.24,2001-12-16,31.64,Sell,24 Days,-7.69,Fall by 6.02%,4.81%,-24.8%,
2002-05-12,33.56,2002-05-26,36.28,Sell,9 Days,-10.53,Fall by 5.01%,-8.1%,-32.91%,
2003-01-12,27.68,2003-03-09,26.6,Sell,39 Days,-4.76,Fall by 5.78%,3.9%,-29.0%,
2004-03-28,43.32,2004-05-02,40.56,Sell,24 Days,-11.11,Fall by 15.24%,6.37%,-22.63%,
2004-05-16,36.72,2004-05-30,39.96,Sell,9 Days,-10.53,Fall by -2.83%,-8.82%,-31.46%,
2005-03-27,42.84,2005-04-17,40.28,Sell,14 Days,-18.71,Fall by 6.07%,5.98%,-25.48%,
2005-05-29,40.64,2005-11-06,49.04,Buy,114 Days,20.72,Rise by 19.98%,20.67%,-4.81%,
2005-08-21,43.68,2005-09-18,46.72,Sell,19 Days,-11.11,Fall by -6.68%,-6.96%,-11.77%,
2006-01-08,56.76,2006-01-22,52.84,Sell,9 Days,-10.87,Fall by 9.44%,6.91%,-4.87%,
2006-04-23,59.12,2006-05-28,57.12,Sell,24 Days,-7.1,Fall by 13.06%,3.38%,-1.48%,
2008-03-30,49.84,2008-10-05,39.52,Buy,134 Days,8.0,Rise by 9.31%,-20.71%,-22.19%,
2009-03-22,30.68,2009-05-31,37.48,Buy,49 Days,6.79,Rise by 19.95%,22.16%,-0.02%,
2011-03-20,41.48,2011-04-10,39.92,Sell,14 Days,-11.63,Fall by 3.47%,3.76%,3.74%,
2012-04-15,38.88,2012-05-13,37.04,Sell,19 Days,-13.42,Fall by 11.01%,4.73%,8.47%,
2013-05-12,47.04,2017-10-15,57.38,Buy,1154 Days,13.36,Rise by 1.62%,21.98%,30.45%,
2013-08-25,45.28,2013-09-01,43.48,Sell,4 Days,-13.9,Fall by -3.53%,3.98%,34.43%,
2015-08-02,51.72,2015-08-23,47.68,Sell,14 Days,-19.6,Fall by 11.14%,7.81%,42.24%,
2016-01-17,44.72,2016-02-14,41.64,Sell,19 Days,-27.63,Fall by -1.43%,6.89%,49.12%,
2016-11-20,49.39,2017-11-26,60.05,Buy,264 Days,20.08,Rise by 4.31%,21.58%,70.71%,
2018-04-15,60.23,2018-07-01,57.91,Sell,54 Days,-16.67,Fall by 0.17%,3.85%,74.56%,
2021-01-24,69.24,2022-03-13,58.54,Buy,294 Days,8.07,Rise by 0.45%,-15.45%,59.11%,
2021-10-03,69.93,2021-11-28,66.96,Sell,39 Days,-12.57,Fall by 4.25%,4.25%,63.35%,
2023-06-11,62.22,2025-06-29,75.28,Buy,534 Days,20.25,Rise by 2.38%,20.99%,84.34%,
2025-01-19,66.18,2025-03-09,70.17,Sell,34 Days,-15.14,Fall by 7.06%,-6.03%,78.31%,
2025-07-06,74.6,2025-07-06,74.6,Buy,0 Days,11.9,Rise by 0%,0.0%,78.31%,
