Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return
2007-03-18,63.5906,2007-03-25,67.1963,2006-06-18-2007-02-25,42.8906-77.7375,Sell,4 days,-5.67%,Fall by 11.18%,-5.67%
2007-06-24,58.1963,2010-02-14,73.7663,2006-06-18-2007-02-25,42.8906-77.7375,Buy,689 days,26.75%,Rise by 4.11%,21.08%
2007-07-22,56.835,2010-11-14,79.725,2005-11-13-2007-02-25,42.2156-77.7375,Buy,864 days,40.27%,Rise by 15.53%,61.36%
2007-12-09,56.61,2008-01-20,51.1144,2007-02-25-2007-09-23,51.7388-69.75,Sell,29 days,9.71%,Fall by 18.72%,71.07%
2008-07-13,46.3725,2008-07-20,41.2031,2006-04-23-2008-01-27,59.0625-57.825,Sell,4 days,11.15%,Fall by 28.15%,82.21%
2008-09-14,47.2106,2008-09-28,38.7281,2007-02-25-2008-01-27,59.0625-69.75,Sell,9 days,17.97%,Fall by 29.91%,100.18%
2009-06-28,43.2338,2009-07-19,48.3131,2008-06-08-2008-11-02,32.9569-54.1125,Sell,14 days,-11.75%,Fall by -49.97%,88.43%
2010-01-31,72.8944,2010-03-21,81.7313,2006-06-18-2010-01-24,42.8906-85.0331,Sell,34 days,-12.12%,Fall by 12.22%,76.31%
2010-02-28,76.2188,2010-05-09,71.7413,2007-12-30-2008-11-02,32.9569-55.8563,Sell,49 days,5.87%,Fall by -3.75%,82.18%
2010-06-06,73.7381,2010-11-14,79.725,2008-11-02-2010-01-24,20.295-85.0331,Buy,114 days,8.12%,Rise by 15.53%,90.3%
2010-06-27,72.9938,2010-08-29,74.4281,2005-11-13-2010-01-24,42.2156-85.0331,Buy,44 days,1.96%,Rise by 19.27%,92.27%
2010-10-31,78.7031,2010-11-21,75.1594,2006-06-18-2010-10-17,42.8906-93.75,Sell,14 days,4.5%,Fall by -4.84%,96.77%
2010-11-21,75.1594,2010-12-05,80.175,2010-01-24-2010-07-04,74.6063-78.2494,Sell,9 days,-6.67%,Fall by 1.72%,90.1%
2010-12-05,80.175,2013-11-10,90.2906,2006-06-18-2010-10-17,42.8906-93.75,Buy,764 days,12.62%,Rise by 24.03%,102.71%
2011-05-22,83.8781,2013-09-29,89.2219,2010-07-04-2010-10-17,69.7688-93.75,Buy,614 days,6.37%,Rise by 25.51%,109.09%
2011-07-24,76.0969,2011-07-31,72.9938,2008-11-02-2010-10-17,20.295-93.75,Sell,4 days,4.08%,Fall by 12.98%,113.16%
2011-08-07,68.8688,2011-08-14,64.3031,2010-07-04-2010-10-17,69.7688-93.75,Sell,4 days,6.63%,Fall by -14.08%,119.79%
2012-03-25,79.7344,2012-04-29,76.0875,2010-10-17-2011-08-21,66.0469-86.175,Sell,24 days,4.57%,Fall by 11.57%,124.37%
2012-06-10,75.6281,2019-03-24,130.275,2011-08-21-2012-02-19,58.2188-84.9375,Buy,1769 days,72.26%,Rise by 14.68%,196.62%
2012-07-15,67.2844,2012-07-29,62.7,2011-08-21-2012-02-19,58.2188-84.9375,Sell,9 days,6.81%,Fall by -1.7%,203.44%
2013-02-24,77.9906,2013-03-03,79.0688,2012-02-19-2012-08-05,65.2969-81.0,Sell,4 days,-1.38%,Fall by 12.49%,202.06%
2013-10-13,91.5469,2013-12-01,88.275,2012-02-19-2013-06-02,64.5563-81.0,Sell,34 days,3.57%,Fall by -16.31%,205.63%
2014-03-30,103.5094,2014-04-06,103.7625,2010-07-04-2014-03-02,69.7688-114.5625,Sell,4 days,-0.24%,Fall by 11.46%,205.38%
