Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Spread,Actual Rise/Fall wrt Entry,Return,Cum-Return,Signal Open Price
2002-08-25,42.3,2002-12-08,50.95,Buy,74 Days,4.17,Rise by -11.32%,20.45%,20.45%,
2002-09-08,41.475,2002-09-22,39.1,Sell,9 Days,-18.52,Fall by 12.27%,5.73%,26.18%,
2003-01-12,55.575,2003-01-26,50.6,Sell,9 Days,-4.76,Fall by 19.05%,8.95%,35.13%,
2004-03-28,38.3875,2004-05-09,111.825,Sell,29 Days,-11.11,Fall by 0.0%,-191.31%,-156.18%,
2004-05-16,89.0375,2004-05-23,80.7875,Sell,4 Days,-10.53,Fall by -73.63%,9.27%,-146.91%,
2005-03-27,173.045,2005-04-17,164.875,Sell,14 Days,-18.71,Fall by 18.29%,4.72%,-142.19%,
2005-05-29,158.65,2005-11-20,190.87,Buy,124 Days,20.72,Rise by 6.56%,20.31%,-121.88%,
2005-08-21,165.67,2005-09-04,178.4,Sell,9 Days,-11.11,Fall by -2.78%,-7.68%,-129.57%,
2006-01-08,213.2,2006-01-15,206.47,Sell,4 Days,-10.87,Fall by 4.73%,3.16%,-126.41%,
2006-04-23,249.8825,2006-05-21,236.545,Sell,19 Days,-7.1,Fall by 10.26%,5.34%,-121.07%,
2008-03-30,217.7625,2008-09-28,169.05,Buy,129 Days,8.0,Rise by 19.3%,-22.37%,-143.44%,
2009-03-22,127.45,2009-05-03,155.525,Buy,29 Days,6.79,Rise by 55.9%,22.03%,-121.41%,
2011-03-20,541.375,2011-04-03,590.075,Sell,9 Days,-11.63,Fall by -4.1%,-9.0%,-130.41%,
2012-04-15,534.175,2012-04-29,602.0,Sell,9 Days,-13.42,Fall by -14.48%,-12.7%,-143.11%,
2013-05-12,747.95,2013-08-04,922.925,Buy,59 Days,13.36,Rise by 23.39%,23.39%,-119.71%,
2013-08-25,914.725,2013-09-01,1016.6,Sell,4 Days,-13.9,Fall by -9.34%,-11.14%,-130.85%,
2015-08-02,1255.375,2015-08-16,1351.6,Sell,9 Days,-19.6,Fall by 1.54%,-7.67%,-138.51%,
2016-01-17,1130.55,2016-02-07,1210.975,Sell,14 Days,-27.63,Fall by 2.24%,-7.11%,-145.63%,
2016-11-20,1062.55,2017-05-28,1289.125,Buy,134 Days,20.08,Rise by 11.31%,21.32%,-124.3%,
2018-04-15,1576.65,2018-04-22,1701.225,Sell,4 Days,-16.67,Fall by -21.36%,-7.9%,-132.21%,
2021-01-24,3303.1001,2022-01-16,3968.1499,Buy,254 Days,8.07,Rise by -12.38%,20.13%,-112.07%,
2021-10-03,3730.2,2021-10-17,3611.45,Sell,9 Days,-12.57,Fall by 5.61%,3.18%,-108.89%,
2023-06-11,3209.3,2023-12-17,3861.0,Buy,134 Days,20.25,Rise by 9.51%,20.31%,-88.58%,
2025-01-19,4124.2998,2025-02-16,3934.8501,Sell,19 Days,-15.14,Fall by 15.54%,4.59%,-83.99%,
2025-07-06,3419.8,2025-09-28,2899.1001,Buy,59 Days,11.9,Rise by -11.21%,-15.23%,-99.21%,
