Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return,Signal Open Price
2002-10-31,60.01,2003-05-31,62.43,Sell,151 days,Fall by 5.020000%,-4.03,
2003-02-28,57.54,2003-11-30,72.77,Sell,195 days,Fall by -21.380000%,-26.47,
2003-11-30,72.77,2005-04-30,71.31,Buy,369 days,Rise by 3.300000%,-2.01,
2005-04-30,71.31,2006-10-31,75.35,Sell,390 days,Fall by 3.060000%,-5.67,
2006-04-30,81.07,2007-12-31,70.72,Buy,434 days,Rise by -11.260000%,-12.77,
2007-02-28,70.19,2008-03-31,73.02,Sell,282 days,Fall by -0.070000%,-4.03,
2007-08-31,75.86,2010-09-30,66.69,Buy,803 days,Rise by -18.970000%,-12.09,
2008-10-31,52.78,2009-05-31,51.14,Sell,150 days,Fall by -7.790000%,3.11,
2009-02-28,41.18,2009-09-30,56.47,Sell,151 days,Fall by -38.150000%,-37.13,
2010-04-30,69.14,2011-03-31,74.32,Buy,238 days,Rise by 8.430000%,7.49,
2011-08-31,67.39,2012-08-31,73.81,Sell,261 days,Fall by -6.200000%,-9.53,
2012-09-30,71.57,2013-10-31,98.24,Sell,282 days,Fall by -19.580000%,-37.26,
2013-02-28,82.65,2013-08-31,85.58,Buy,131 days,Rise by 27.140000%,3.55,
2013-10-31,98.24,2015-02-28,101.73,Buy,346 days,Rise by 13.160000%,3.55,
2013-11-30,102.38,2015-05-31,99.22,Buy,389 days,Rise by 8.590000%,-3.09,
2016-01-31,93.2,2017-04-30,107.46,Sell,324 days,Fall by -13.480000%,-15.3,
2017-02-28,105.76,2018-05-31,116.12,Sell,326 days,Fall by 1.280000%,-9.8,
2018-03-31,104.66,2019-02-28,110.2,Sell,237 days,Fall by 6.810000%,-5.29,
2020-08-31,163.62,2021-07-31,191.36,Buy,239 days,Rise by 31.160000%,16.95,
2023-09-30,155.87,2024-07-31,130.37,Sell,216 days,Fall by 10.870000%,16.36,
2023-10-31,141.25,2024-10-31,134.06,Sell,261 days,Fall by 8.990000%,5.09,
2024-07-31,130.37,2025-05-31,97.54,Sell,217 days,Fall by 12.380000%,25.18,
2025-04-30,95.3,2025-04-30,95.3,Sell,0 days,Fall by -1.180000%,0.0,
