Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Spread,Actual Rise/Fall wrt Entry,Return,Cum-Return
2000-11-19,0.2641,2000-12-03,0.1854,Buy,9 Days,29.16,Rise by -44.68%,-29.8%,-29.8%
2000-12-24,0.1461,2000-12-31,0.1365,Sell,4 Days,-20.0,Fall by -24.3%,6.57%,-23.23%
2001-03-25,0.2792,2001-04-01,0.2705,Sell,4 Days,-19.44,Fall by -11.75%,3.12%,-20.11%
2001-09-23,0.2247,2001-10-07,0.2742,Sell,9 Days,-13.51,Fall by -85.14%,-22.03%,-42.14%
2001-11-11,0.4433,2001-11-25,0.4162,Sell,9 Days,-7.69,Fall by 6.16%,6.11%,-36.03%
2002-05-12,0.2657,2002-05-19,0.3264,Sell,4 Days,-10.53,Fall by 11.63%,-22.85%,-58.87%
2003-01-12,0.1031,2003-01-19,0.0896,Sell,4 Days,-4.76,Fall by -59.36%,13.09%,-45.78%
2004-03-28,0.2029,2004-04-04,0.2192,Sell,4 Days,-11.11,Fall by 15.72%,-8.03%,-53.81%
2004-05-16,0.1793,2004-05-30,0.1954,Sell,9 Days,-10.53,Fall by 10.49%,-8.98%,-62.79%
2005-03-27,0.2094,2005-04-03,0.1961,Sell,4 Days,-18.71,Fall by 12.7%,6.35%,-56.44%
2005-05-29,0.2293,2005-09-18,0.2771,Buy,79 Days,20.72,Rise by 8.85%,20.85%,-35.6%
2005-08-21,0.2433,2005-09-11,0.2682,Sell,14 Days,-11.11,Fall by -9.41%,-10.23%,-45.83%
2006-01-08,0.3403,2006-01-22,0.3651,Sell,9 Days,-10.87,Fall by -11.02%,-7.29%,-53.12%
2006-04-23,0.4678,2006-05-07,0.5213,Sell,9 Days,-7.1,Fall by 14.6%,-11.44%,-64.55%
2008-03-30,0.492,2008-05-18,0.6102,Buy,34 Days,8.0,Rise by 25.51%,24.02%,-40.53%
2009-03-22,0.2383,2009-04-12,0.301,Buy,14 Days,6.79,Rise by 21.36%,26.31%,-14.22%
2011-03-20,0.4405,2011-04-17,0.4678,Sell,19 Days,-11.63,Fall by -2.68%,-6.2%,-20.42%
2012-04-15,0.354,2012-04-22,0.3347,Sell,4 Days,-13.42,Fall by 14.69%,5.45%,-14.96%
2013-05-12,0.3635,2014-02-16,0.4478,Buy,199 Days,13.36,Rise by 0.69%,23.19%,8.23%
2013-08-25,0.374,2013-11-17,0.4042,Sell,59 Days,-13.9,Fall by -1.87%,-8.07%,0.15%
2015-08-02,0.4988,2015-08-09,0.5745,Sell,4 Days,-19.6,Fall by -35.87%,-15.18%,-15.02%
2016-01-17,0.6777,2016-01-31,0.7322,Sell,9 Days,-27.63,Fall by -30.32%,-8.04%,-23.07%
2016-11-20,2.334,2017-02-05,2.8595,Buy,54 Days,20.08,Rise by 17.59%,22.51%,-0.55%
2018-04-15,5.7875,2018-05-13,6.3632,Sell,19 Days,-16.67,Fall by -2.33%,-9.95%,-10.5%
2021-01-24,13.7125,2021-06-06,17.5783,Buy,94 Days,8.07,Rise by 16.04%,28.19%,17.69%
2021-10-03,20.742,2021-10-24,22.726,Sell,14 Days,-12.57,Fall by -34.03%,-9.57%,8.13%
2023-06-11,38.77,2023-07-30,46.75,Buy,34 Days,20.25,Rise by 20.58%,20.58%,28.71%
2025-01-19,137.71,2025-02-02,120.07,Sell,9 Days,-15.14,Fall by 18.17%,12.81%,41.52%
2025-07-06,159.34,2025-11-02,202.49,Buy,84 Days,11.9,Rise by 14.66%,27.08%,68.6%
