Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Spread,Actual Rise/Fall wrt Entry,Return,Cum-Return
2000-11-19,106.2344,2001-09-23,82.8,Buy,219 Days,29.16,Rise by 0.69%,-22.06%,-22.06%
2000-12-24,106.9688,2001-03-18,98.38,Sell,59 Days,-20.0,Fall by 2.26%,8.03%,-14.03%
2001-03-25,95.3,2001-04-15,101.7,Sell,14 Days,-19.44,Fall by -7.62%,-6.72%,-20.75%
2001-09-23,82.8,2001-09-30,88.35,Sell,4 Days,-13.51,Fall by -18.24%,-6.7%,-27.45%
2001-11-11,96.31,2002-01-06,102.82,Sell,39 Days,-7.69,Fall by -1.65%,-6.76%,-34.21%
2002-05-12,99.49,2002-06-09,96.22,Sell,19 Days,-10.53,Fall by 12.91%,3.29%,-30.92%
2003-01-12,87.99,2003-01-26,81.4,Sell,9 Days,-4.76,Fall by 11.86%,7.49%,-23.43%
2004-03-28,102.2,2004-08-08,98.37,Sell,94 Days,-11.11,Fall by 2.35%,3.75%,-19.68%
2004-05-16,100.45,2004-12-19,106.53,Sell,154 Days,-10.53,Fall by 2.07%,-6.05%,-25.74%
2005-03-27,104.44,2005-04-17,100.7,Sell,14 Days,-18.71,Fall by 1.51%,3.58%,-22.16%
2005-05-29,105.37,2007-02-04,126.53,Buy,439 Days,20.72,Rise by 1.2%,20.08%,-2.07%
2005-08-21,105.73,2005-10-23,102.14,Sell,44 Days,-11.11,Fall by 3.4%,3.4%,1.32%
2006-01-08,109.52,2006-10-01,116.74,Sell,189 Days,-10.87,Fall by 0.63%,-6.59%,-5.27%
2006-04-23,113.4,2006-06-11,108.83,Sell,34 Days,-7.1,Fall by 4.03%,4.03%,-1.24%
2008-03-30,122.23,2008-10-05,103.2,Buy,134 Days,8.0,Rise by 6.95%,-15.57%,-16.81%
2009-03-22,72.74,2009-06-07,87.91,Buy,54 Days,6.79,Rise by 17.84%,20.86%,4.04%
2011-03-20,118.27,2011-05-01,128.04,Sell,29 Days,-11.63,Fall by -0.79%,-8.26%,-4.22%
2012-04-15,128.4,2012-05-20,123.31,Sell,24 Days,-13.42,Fall by 5.76%,3.96%,-0.25%
2013-05-12,151.04,2015-05-10,181.85,Buy,519 Days,13.36,Rise by 3.42%,20.4%,20.15%
2013-08-25,149.83,2013-11-17,159.3,Sell,59 Days,-13.9,Fall by -4.62%,-6.32%,13.83%
2015-08-02,176.68,2015-08-23,164.41,Sell,14 Days,-19.6,Fall by 8.89%,6.94%,20.77%
2016-01-17,159.68,2016-03-06,170.02,Sell,34 Days,-27.63,Fall by -9.44%,-6.48%,14.3%
2016-11-20,188.46,2017-10-08,227.55,Buy,229 Days,20.08,Rise by 5.86%,20.74%,35.04%
2018-04-15,243.58,2018-09-02,259.85,Sell,99 Days,-16.67,Fall by 0.35%,-6.68%,28.36%
2021-01-24,309.97,2023-12-17,372.63,Buy,754 Days,8.07,Rise by 10.29%,20.21%,48.57%
2021-10-03,343.18,2022-03-13,330.02,Sell,114 Days,-12.57,Fall by -0.89%,3.83%,52.41%
2023-06-11,339.27,2024-08-25,411.83,Buy,314 Days,20.25,Rise by 4.48%,21.39%,73.79%
2025-01-19,434.72,2025-03-16,415.36,Sell,39 Days,-15.14,Fall by 4.45%,4.45%,78.25%
2025-07-06,448.09,2025-07-06,448.09,Buy,0 Days,11.9,Rise by 0%,0.0%,78.25%
