Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return
2013-09-22,37.11,2013-11-03,36.89,2012-09-23-2013-06-30,36.28-40.66,Sell,29 days,0.59%,Fall by 1.73%,0.59%
2014-04-27,35.76,2014-09-21,34.6,2013-08-18-2013-12-22,36.67-37.25,Sell,104 days,3.24%,Fall by 9.1%,3.84%
2015-04-12,30.27,2015-04-12,30.27,2012-09-23-2015-01-25,30.48-40.66,Sell,0 days,-0.0%,Fall by 0%,3.84%
2015-08-23,28.55,2015-09-13,29.35,2015-01-25-2015-06-28,29.35-32.68,Sell,14 days,-2.8%,Fall by 10.19%,1.03%
2016-01-10,27.72,2016-01-10,27.72,2012-09-23-2015-10-04,28.43-40.66,Sell,0 days,-0.0%,Fall by 0%,1.03%
2016-05-15,27.56,2016-06-05,27.26,2015-06-28-2016-02-21,26.36-31.6,Sell,14 days,1.09%,Fall by -4.0%,2.12%
2017-01-22,29.03,2017-02-26,28.81,2016-04-10-2016-08-07,27.77-27.37,Sell,24 days,0.76%,Fall by 2.92%,2.88%
2017-02-26,28.81,2017-05-14,28.35,2016-02-21-2016-12-18,25.71-29.8,Buy,54 days,-1.6%,Rise by -3.21%,1.28%
2017-10-22,27.17,2018-04-15,28.95,2016-12-18-2017-06-25,27.05-27.87,Sell,124 days,-6.55%,Fall by 1.28%,-5.27%
2018-11-18,28.93,2021-07-11,29.48,2017-06-25-2018-10-14,26.66-30.08,Buy,689 days,1.9%,Rise by 6.55%,-3.37%
2019-06-02,27.23,2019-07-07,26.36,2018-10-14-2019-01-06,27.03-29.11,Sell,24 days,3.2%,Fall by 14.42%,-0.17%
2019-07-07,26.36,2019-07-21,27.05,2017-06-25-2018-10-14,26.66-30.08,Sell,9 days,-2.62%,Fall by 16.6%,-2.79%
2019-08-18,24.98,2019-08-18,24.98,2016-02-21-2018-10-14,25.71-30.08,Sell,0 days,-0.0%,Fall by 0%,-2.79%
2020-01-26,26.78,2020-01-26,26.78,2014-03-23-2019-10-13,25.51-34.72,Sell,0 days,-0.0%,Fall by 0%,-2.79%
2020-08-02,25.07,2020-08-02,25.07,2013-08-18-2020-03-22,23.3-37.25,Sell,0 days,-0.0%,Fall by 0%,-2.79%
2021-05-09,29.89,2021-07-04,29.87,2014-03-23-2020-03-22,23.3-34.72,Sell,39 days,0.07%,Fall by 2.91%,-2.72%
2021-06-20,29.37,2021-06-20,29.37,2012-09-23-2020-03-22,23.3-40.66,Sell,0 days,-0.0%,Fall by 0%,-2.72%
2021-07-04,29.87,2021-07-04,29.87,2020-03-22-2021-05-16,20.78-31.0,Buy,0 days,0.0%,Rise by 0%,-2.72%
2021-12-26,30.18,2022-02-06,29.51,2012-04-08-2020-03-22,23.3-40.89,Sell,29 days,2.22%,Fall by -4.91%,-0.5%
2022-05-29,32.4,2022-06-12,34.06,2021-05-16-2021-07-25,29.69-30.06,Sell,9 days,-5.12%,Fall by 8.25%,-5.63%
2022-12-04,34.65,2022-12-11,33.22,2021-11-21-2022-02-20,29.71-31.02,Sell,4 days,4.13%,Fall by 6.65%,-1.5%
2022-12-18,31.24,2023-02-05,31.01,2020-03-22-2022-10-30,20.78-36.14,Sell,34 days,0.74%,Fall by -4.19%,-0.76%
2023-01-01,32.96,2023-01-01,32.96,2017-06-25-2022-10-30,26.66-36.14,Buy,0 days,0.0%,Rise by 0%,-0.76%
2023-02-05,31.01,2023-02-05,31.01,2020-03-22-2022-10-30,20.78-36.14,Buy,0 days,0.0%,Rise by 0%,-0.76%
2023-04-09,31.87,2023-09-17,33.74,2022-10-30-2023-01-22,31.97-34.11,Sell,114 days,-5.87%,Fall by 6.79%,-6.63%
2024-06-30,32.83,2024-06-30,32.83,2023-01-22-2023-10-22,30.82-35.37,Buy,0 days,0.0%,Rise by 0%,-6.63%
2024-07-07,32.87,2024-08-04,31.41,2023-10-22-2023-12-31,31.77-34.12,Sell,19 days,4.44%,Fall by -3.72%,-2.19%
2024-08-25,32.13,2024-08-25,32.13,2023-12-31-2024-06-02,31.39-33.59,Buy,0 days,0.0%,Rise by 0%,-2.19%
2024-12-15,33.23,2024-12-22,33.15,2024-06-02-2024-08-11,32.13-33.1,Sell,4 days,0.24%,Fall by 4.16%,-1.95%
2025-03-23,32.71,2025-03-23,32.71,2024-08-11-2025-02-09,30.91-33.67,Buy,0 days,0.0%,Rise by 0%,-1.95%
2025-06-29,32.77,2025-07-13,33.02,2022-10-30-2025-04-13,32.57-34.11,Sell,9 days,-0.76%,Fall by 1.91%,-2.71%
2025-08-24,32.92,2025-08-24,32.92,2025-02-09-2025-04-13,32.57-33.06,Sell,0 days,-0.0%,Fall by 0%,-2.71%
