Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return
2007-04-01,38.03,2007-08-05,36.37,2006-05-14-2006-07-23,32.09-34.0,Sell,89 days,4.36%,Fall by 15.2%,4.36%
2007-09-02,37.23,2012-11-11,45.42,2006-07-23-2007-07-08,31.13-40.7,Buy,1354 days,22.0%,Rise by 26.71%,26.36%
2007-10-28,36.55,2007-11-11,33.91,2007-02-25-2007-08-19,37.2-39.7,Sell,9 days,7.22%,Fall by 10.76%,33.59%
2008-01-06,30.84,2008-01-20,29.52,2006-07-23-2007-07-08,31.13-40.7,Sell,9 days,4.28%,Fall by -1.76%,37.87%
2008-04-06,32.05,2008-04-06,32.05,2006-05-14-2008-01-27,31.79-34.0,Sell,0 days,-0.0%,Fall by 0%,37.87%
2008-06-22,29.98,2008-06-29,28.61,2007-02-25-2008-01-27,31.79-39.7,Sell,4 days,4.57%,Fall by 22.65%,42.44%
2008-10-05,25.95,2008-10-12,22.13,2008-01-27-2008-09-21,27.91-34.5,Sell,4 days,14.72%,Fall by 11.07%,57.16%
2008-10-26,19.42,2008-10-26,19.42,2007-02-25-2008-07-20,28.84-39.7,Sell,0 days,-0.0%,Fall by 0%,57.16%
2009-02-15,18.99,2009-02-22,17.84,2006-05-14-2008-11-23,19.34-34.0,Sell,4 days,6.06%,Fall by -23.88%,63.21%
2009-07-19,23.77,2009-07-19,23.77,2008-05-18-2009-03-08,17.47-32.24,Sell,0 days,-0.0%,Fall by 0%,63.21%
2010-02-21,30.22,2010-04-11,33.97,2008-09-21-2009-03-08,17.47-28.36,Sell,34 days,-12.41%,Fall by 14.51%,50.8%
2010-05-23,31.73,2010-07-04,29.04,2009-03-08-2010-05-02,15.85-36.13,Sell,29 days,8.48%,Fall by -27.75%,59.28%
2010-07-18,30.02,2014-10-12,64.55,2008-01-27-2010-05-02,27.91-36.13,Buy,1104 days,115.02%,Rise by 11.9%,174.3%
2011-08-21,34.05,2011-09-18,37.77,2009-03-08-2011-07-10,15.85-41.78,Sell,19 days,-10.93%,Fall by 3.81%,163.38%
2011-08-28,36.12,2015-01-25,70.93,2008-01-27-2011-07-10,27.91-41.78,Buy,889 days,96.37%,Rise by 8.23%,259.75%
2011-12-11,39.35,2013-06-23,55.04,2009-03-08-2011-07-10,15.85-41.78,Buy,399 days,39.87%,Rise by 20.53%,299.63%
2012-06-10,43.41,2012-06-24,43.31,2011-07-10-2011-10-09,36.76-40.89,Sell,9 days,0.23%,Fall by -4.32%,299.86%
