Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return,Signal Open Price
2012-01-22,16.1,2012-03-04,18.0,Buy,29 days,Rise by 12.730000%,11.8,
2012-06-24,16.68,2012-12-23,19.77,Sell,129 days,Fall by -4.020000%,-18.53,
2012-09-30,17.4,2013-01-06,20.66,Sell,69 days,Fall by 0.630000%,-18.74,
2012-12-16,18.9,2013-01-20,22.01,Buy,24 days,Rise by 20.260000%,16.46,
2013-09-08,20.8,2013-11-10,24.15,Sell,44 days,Fall by -11.110000%,-16.11,
2013-10-27,22.19,2013-12-01,25.17,Buy,24 days,Rise by 14.600000%,13.43,
2013-11-10,24.15,2013-12-15,24.89,Buy,24 days,Rise by 5.300000%,3.06,
2014-05-18,23.12,2014-07-27,27.82,Sell,49 days,Fall by -13.190000%,-20.33,
2015-04-26,27.76,2015-06-21,25.76,Sell,39 days,Fall by 7.670000%,7.2,
2015-05-03,27.27,2015-07-05,25.77,Sell,44 days,Fall by 11.660000%,5.5,
2015-08-23,22.18,2015-10-11,25.85,Sell,34 days,Fall by -3.740000%,-16.55,
2016-01-24,21.22,2016-05-01,23.68,Sell,69 days,Fall by -10.790000%,-11.59,
2016-07-31,25.59,2016-09-04,27.19,Buy,24 days,Rise by 38.260000%,6.25,
2016-11-06,30.6,2016-12-11,35.13,Buy,24 days,Rise by 16.930000%,14.8,
2017-09-03,30.74,2017-10-22,31.96,Buy,34 days,Rise by 10.540000%,3.97,
2018-04-01,33.11,2018-05-06,36.6,Buy,24 days,Rise by 46.300000%,10.54,
2018-06-10,40.1,2018-08-26,47.5,Buy,54 days,Rise by 20.800000%,18.45,
2018-06-24,41.65,2018-08-26,47.5,Buy,44 days,Rise by 16.300000%,14.05,
2018-07-22,42.45,2018-09-02,48.44,Buy,29 days,Rise by -11.380000%,14.11,
2018-08-12,47.07,2020-03-15,34.42,Buy,414 days,Rise by -12.000000%,-26.87,
2018-12-16,37.62,2019-02-24,40.56,Sell,49 days,Fall by 1.700000%,-7.81,
2019-03-03,41.45,2019-05-05,43.95,Buy,44 days,Rise by 6.850000%,6.03,
2019-06-09,40.66,2019-09-01,38.75,Sell,59 days,Fall by 9.050000%,4.7,
2019-08-25,36.98,2019-11-10,43.35,Sell,54 days,Fall by 27.930000%,-17.23,
2019-10-06,38.94,2020-01-19,45.09,Sell,74 days,Fall by 11.610000%,-15.79,
2019-10-20,41.34,2019-12-01,43.75,Buy,29 days,Rise by 16.130000%,5.83,
2020-01-19,45.09,2020-07-26,53.55,Buy,134 days,Rise by -14.220000%,18.76,
2020-02-16,48.01,2020-08-02,58.12,Buy,119 days,Rise by -39.220000%,21.06,
2020-03-08,38.68,2020-04-05,29.18,Sell,19 days,Fall by -41.620000%,24.56,
2020-03-15,34.42,2020-04-12,34.39,Sell,19 days,Fall by -59.150000%,0.09,
2020-03-22,26.65,2020-04-12,34.39,Sell,14 days,Fall by -105.550000%,-29.04,
2020-08-09,59.13,2020-11-29,66.07,Buy,79 days,Rise by 63.830000%,11.74,
2021-01-24,65.09,2021-01-31,84.94,Sell,4 days,Fall by -98.570000%,-30.5,
2021-07-25,130.4,2021-08-29,142.5,Buy,24 days,Rise by 10.480000%,9.28,
2021-08-08,139.87,2023-01-15,143.82,Buy,374 days,Rise by 4.560000%,2.82,
2022-04-17,102.47,2022-07-10,110.3,Sell,59 days,Fall by 7.230000%,-7.64,
2022-08-14,137.23,2023-02-05,159.31,Buy,124 days,Rise by -11.940000%,16.09,
2022-12-04,142.44,2023-02-26,166.6,Buy,59 days,Rise by 19.740000%,16.96,
2023-01-15,143.82,2023-03-05,170.56,Buy,34 days,Rise by 18.590000%,18.59,
2023-01-22,144.36,2023-03-05,170.56,Buy,29 days,Rise by 29.490000%,18.15,
2023-02-12,166.75,2023-09-03,186.93,Buy,144 days,Rise by -12.430000%,12.1,
2023-05-07,142.12,2023-07-23,161.12,Sell,54 days,Fall by 1.820000%,-13.37,
2023-08-06,175.49,2024-03-03,201.15,Buy,149 days,Rise by -14.950000%,14.62,
2024-05-05,184.12,2024-07-21,211.08,Sell,54 days,Fall by -0.100000%,-14.64,
2024-06-23,187.63,2024-11-10,202.68,Sell,99 days,Fall by 1.770000%,-8.02,
2024-10-06,184.42,2024-12-01,213.17,Sell,39 days,Fall by 26.910000%,-15.59,
2024-10-27,185.88,2024-12-01,213.17,Sell,24 days,Fall by 27.480000%,-14.68,
2024-11-03,184.3,2024-12-01,213.17,Sell,19 days,Fall by 26.860000%,-15.66,
2025-01-12,192.58,2025-03-02,131.2,Sell,34 days,Fall by 31.870000%,31.87,
2025-02-02,191.54,2025-03-02,131.2,Sell,19 days,Fall by 38.660000%,31.5,
2025-02-23,134.8,2025-03-30,110.2,Sell,24 days,Fall by 16.270000%,18.25,
