Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,1997-09-30,0.24,1998-03-31,0.42,130 days,1997-07-31/0.2208,79.23%,79.23%,Rise by 84.54%,79.23%
Buy,1998-05-31,0.43,2001-05-31,0.77,783 days,1998-04-30/0.4219,79.26%,79.26%,Rise by 7.31%,158.48%
Buy,2001-07-31,0.9,2002-03-31,2.13,173 days,2001-05-31/0.7656,137.45%,137.45%,Rise by 165.13%,295.93%
Buy,2002-05-31,2.38,2002-08-31,1.65,65 days,2002-03-31/2.1271,-30.70%,-30.70%,Rise by -32.91%,265.23%
Buy,2003-09-30,2.1,2005-04-30,3.58,413 days,2002-09-30/1.8542,70.29%,70.29%,Rise by 4.16%,335.52%
Buy,2005-06-30,3.78,2007-12-31,3.0,652 days,2005-04-30/3.5833,-20.70%,-20.70%,Rise by 24.32%,314.82%
Buy,2009-07-31,2.79,2010-12-31,4.54,370 days,2008-10-31/2.7217,62.98%,62.98%,Rise by 62.98%,377.80%
Buy,2011-05-31,4.67,2012-07-31,7.93,305 days,2010-12-31/4.5417,70.00%,70.00%,Rise by 14.28%,447.80%
Buy,2012-08-31,8.54,2014-01-31,13.71,370 days,2012-07-31/7.9333,60.52%,60.52%,Rise by 90.22%,508.31%
Buy,2014-02-28,14.73,2014-12-31,25.12,218 days,2014-01-31/13.7083,70.54%,70.54%,Rise by 76.17%,578.85%
Buy,2015-01-31,25.32,2019-05-31,41.54,1129 days,2014-12-31/25.12,64.01%,64.01%,Rise by 22.78%,642.86%
Buy,2019-08-31,42.02,2020-03-31,33.49,151 days,2019-05-31/41.535,-20.31%,-20.31%,Rise by 5.63%,622.55%
Buy,2020-07-31,46.58,2023-10-31,75.49,847 days,2020-01-31/44.39,62.07%,62.07%,Rise by -15.16%,684.61%
Buy,2023-11-30,77.4,2023-11-30,77.4,0 days,2023-10-31/75.49,0.00%,0.00%,Rise by 0%,684.61%
