Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return,Signal Open Price
2005-02-28,24.92,2005-06-30,29.07,Buy,87 days,Rise by 24.540000%,16.68,
2008-08-31,36.6,2009-01-31,26.88,Sell,109 days,Fall by 26.560000%,26.56,
2008-10-31,30.65,2009-03-31,27.49,Sell,106 days,Fall by 10.310000%,10.31,
2013-04-30,58.18,2014-02-28,73.14,Buy,217 days,Rise by 34.620000%,25.71,
2013-11-30,66.96,2014-06-30,75.37,Buy,149 days,Rise by 16.970000%,12.56,
2014-03-31,74.86,2014-12-31,96.31,Buy,196 days,Rise by 38.750000%,28.65,
2016-10-31,84.1,2017-05-31,76.83,Sell,151 days,Fall by 8.640000%,8.64,
2018-09-30,78.72,2020-03-31,59.33,Buy,390 days,Rise by -26.540000%,-24.63,
2021-04-30,76.4,2021-08-31,86.39,Buy,86 days,Rise by 39.410000%,13.08,
2022-01-31,106.51,2024-05-31,59.6,Buy,608 days,Rise by -13.000000%,-44.04,
2022-10-31,94.7,2023-04-30,73.31,Sell,129 days,Fall by 21.530000%,22.59,
2023-01-31,88.22,2023-06-30,69.13,Sell,107 days,Fall by 21.640000%,21.64,
2023-02-28,83.54,2023-06-30,69.13,Sell,87 days,Fall by 10.590000%,17.25,
2025-10-31,78.15,2025-10-31,78.15,Buy,0 days,Rise by 0.000000%,0.0,
