Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Spread,Actual Rise/Fall wrt Entry,Return,Cum-Return,Signal Open Price
2000-11-19,26.2188,2001-07-01,19.3,Buy,159 Days,29.16,Rise by 14.3%,-26.39%,-26.39%,
2000-12-24,29.5,2001-01-07,25.8438,Sell,9 Days,-20.0,Fall by 6.73%,12.39%,-13.99%,
2001-03-25,27.515,2001-04-01,29.245,Sell,4 Days,-19.44,Fall by 4.32%,-6.29%,-20.28%,
2001-09-23,16.125,2001-11-04,11.64,Sell,29 Days,-13.51,Fall by 27.81%,27.81%,7.53%,
2001-11-11,12.075,2001-12-02,13.475,Sell,14 Days,-7.69,Fall by -6.83%,-11.59%,-4.06%,
2002-05-12,17.2,2002-05-26,16.6,Sell,9 Days,-10.53,Fall by 11.05%,3.49%,-0.57%,
2003-01-12,12.655,2003-01-26,11.9,Sell,9 Days,-4.76,Fall by 8.38%,5.97%,5.39%,
2004-03-28,17.5,2004-04-18,18.805,Sell,14 Days,-11.11,Fall by -11.86%,-7.46%,-2.07%,
2004-05-16,20.09,2004-07-11,21.535,Sell,39 Days,-10.53,Fall by 2.56%,-7.19%,-9.26%,
2005-03-27,26.725,2005-04-03,25.78,Sell,4 Days,-18.71,Fall by -7.95%,3.54%,-5.72%,
2005-05-29,27.48,2006-08-06,33.8,Buy,309 Days,20.72,Rise by 12.92%,23.0%,17.28%,
2005-08-21,28.85,2005-10-09,25.58,Sell,34 Days,-11.11,Fall by 11.33%,11.33%,28.61%,
2006-01-08,27.14,2006-02-05,29.23,Sell,19 Days,-10.87,Fall by -5.34%,-7.7%,20.91%,
2006-04-23,29.38,2006-07-16,31.68,Sell,59 Days,-7.1,Fall by 2.69%,-7.83%,13.08%,
2008-03-30,40.85,2008-10-05,31.93,Buy,134 Days,8.0,Rise by 6.29%,-21.84%,-8.75%,
2009-03-22,26.69,2009-05-03,32.26,Buy,29 Days,6.79,Rise by 20.87%,20.87%,12.12%,
2011-03-20,33.61,2011-04-10,36.23,Sell,14 Days,-11.63,Fall by -8.36%,-7.8%,4.32%,
2012-04-15,43.43,2012-07-01,46.73,Sell,54 Days,-13.42,Fall by -0.39%,-7.6%,-3.28%,
2013-05-12,58.03,2013-12-22,70.06,Buy,159 Days,13.36,Rise by 6.77%,20.73%,17.45%,
2013-08-25,57.97,2013-11-03,62.59,Sell,49 Days,-13.9,Fall by 1.88%,-7.97%,9.48%,
2015-08-02,112.47,2015-08-09,107.74,Sell,4 Days,-19.6,Fall by 10.98%,4.21%,13.69%,
2016-01-17,93.9,2016-03-13,100.36,Sell,39 Days,-27.63,Fall by -7.03%,-6.88%,6.81%,
2016-11-20,74.04,2018-03-25,60.86,Buy,349 Days,20.08,Rise by 11.02%,-17.8%,-10.99%,
2018-04-15,63.43,2018-04-29,69.95,Sell,9 Days,-16.67,Fall by -15.23%,-10.28%,-21.27%,
2021-01-24,74.12,2021-05-23,89.81,Buy,84 Days,8.07,Rise by 2.48%,21.17%,-0.1%,
2021-10-03,84.07,2021-10-31,89.28,Sell,19 Days,-12.57,Fall by -20.25%,-6.2%,-6.3%,
2023-06-11,71.76,2024-05-05,55.9,Buy,234 Days,20.25,Rise by 4.58%,-22.1%,-28.4%,
2025-01-19,52.62,2025-02-02,56.48,Sell,9 Days,-15.14,Fall by -20.98%,-7.34%,-35.74%,
2025-07-06,67.43,2025-10-19,82.52,Buy,74 Days,11.9,Rise by 15.9%,22.38%,-13.36%,
