Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2007-09-30,3.3,2008-12-31,3.15,Sell,326 days,Fall by 28.790000%,4.55
2010-09-30,2.97,2012-06-30,1.97,Sell,456 days,Fall by 14.810000%,33.67
2011-09-30,2.53,2013-03-31,2.62,Sell,390 days,Fall by 22.130000%,-3.56
2013-06-30,3.45,2014-12-31,6.25,Buy,391 days,Rise by 157.970000%,81.16
2013-09-30,3.62,2014-12-31,6.25,Buy,326 days,Rise by 170.720000%,72.65
2014-06-30,4.75,2015-09-30,7.1,Buy,326 days,Rise by 79.370000%,49.47
2017-12-31,14.35,2020-03-31,30.38,Buy,585 days,Rise by 148.080000%,111.71
2020-03-31,30.38,2025-09-30,37.05,Buy,1434 days,Rise by 7.830000%,21.96
2020-06-30,35.6,2020-06-30,35.6,Buy,0 days,Rise by -12.580000%,0.0
2024-06-30,30.08,2025-09-30,37.05,Buy,325 days,Rise by 23.340000%,23.17
