Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,1988-06-30,0.47,1988-09-30,0.36,66 days,1987-09-30/0.4601,-22.03%,-22.03%,Rise by -25.55%,-22.03%,
Buy,1989-09-30,0.48,1990-03-31,0.77,129 days,1988-06-30/0.4653,61.68%,61.68%,Rise by 121.9%,39.65%,
Buy,1990-06-30,1.06,1991-09-30,1.85,325 days,1990-03-31/0.7691,75.65%,75.65%,Rise by 138.31%,115.30%,
Buy,1991-12-31,2.32,1994-12-31,3.82,783 days,1991-09-30/1.8542,64.83%,64.83%,Rise by 24.72%,180.13%,
Buy,1995-03-31,4.45,1996-06-30,7.51,325 days,1994-12-31/3.8203,68.89%,68.89%,Rise by 255.36%,249.03%,
Buy,1996-09-30,8.24,1997-06-30,15.8,195 days,1996-06-30/7.5078,91.66%,91.66%,Rise by 320.66%,340.69%,
Buy,1997-09-30,16.54,1998-06-30,27.09,195 days,1997-06-30/15.7969,63.82%,63.82%,Rise by 252.95%,404.50%,
Buy,1998-09-30,27.52,1999-03-31,44.81,130 days,1998-06-30/27.0938,62.86%,62.86%,Rise by 112.15%,467.36%,
Buy,1999-06-30,45.09,2000-09-30,30.16,327 days,1999-03-31/44.8125,-33.13%,-33.13%,Rise by -11.3%,434.24%,
Buy,2004-06-30,28.56,2008-12-31,19.44,1175 days,2003-09-30/27.8,-31.93%,-31.93%,Rise by -15.37%,402.31%,
Buy,2012-03-31,32.26,2015-12-31,55.48,978 days,2010-03-31/29.29,71.98%,71.98%,Rise by -17.2%,474.28%,
Buy,2016-09-30,57.6,2018-06-30,98.61,455 days,2015-12-31/55.48,71.20%,71.20%,Rise by 76.34%,545.48%,
Buy,2018-09-30,114.37,2020-06-30,203.51,456 days,2018-06-30/98.61,77.94%,77.94%,Rise by 94.47%,623.42%,
Buy,2020-09-30,210.33,2023-06-30,340.54,717 days,2020-06-30/203.51,61.91%,61.91%,Rise by 59.9%,685.33%,
Buy,2023-12-31,376.04,2023-12-31,376.04,0 days,2023-06-30/340.54,0.00%,0.00%,Rise by 0%,685.33%,
