Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Spread,Actual Rise/Fall wrt Entry,Return,Cum-Return
2000-11-19,11.4875,2002-10-27,9.62,Buy,504 Days,29.16,Rise by 18.45%,-16.26%,-16.26%
2000-12-24,10.8125,2001-01-14,11.865,Sell,14 Days,-20.0,Fall by -14.4%,-9.73%,-25.99%
2001-03-25,11.4775,2001-04-22,12.1825,Sell,19 Days,-19.44,Fall by 11.13%,-6.14%,-32.13%
2001-09-23,10.64,2001-10-14,11.6625,Sell,14 Days,-13.51,Fall by -3.81%,-9.61%,-41.74%
2001-11-11,10.965,2001-12-09,11.7075,Sell,19 Days,-7.69,Fall by -0.73%,-6.77%,-48.51%
2002-05-12,11.0925,2002-06-30,10.0775,Sell,34 Days,-10.53,Fall by 9.15%,9.15%,-39.36%
2003-01-12,10.745,2003-01-26,11.875,Sell,9 Days,-4.76,Fall by -9.93%,-10.52%,-49.88%
2004-03-28,18.705,2004-05-16,17.6325,Sell,34 Days,-11.11,Fall by 5.73%,5.73%,-44.15%
2004-05-16,17.6325,2004-06-20,18.745,Sell,24 Days,-10.53,Fall by -1.21%,-6.31%,-50.46%
2005-03-27,25.9725,2005-04-03,27.5775,Sell,4 Days,-18.71,Fall by -2.61%,-6.18%,-56.64%
2005-05-29,27.0325,2005-07-10,32.59,Buy,29 Days,20.72,Rise by 20.56%,20.56%,-36.08%
2005-08-21,32.9425,2005-08-28,31.735,Sell,4 Days,-11.11,Fall by 7.27%,3.67%,-32.41%
2006-01-08,38.4475,2006-01-15,36.495,Sell,4 Days,-10.87,Fall by 7.48%,5.08%,-27.33%
2006-04-23,42.4325,2006-04-30,40.8675,Sell,4 Days,-7.1,Fall by 16.02%,3.69%,-23.65%
2008-03-30,70.35,2008-06-15,56.1075,Buy,54 Days,8.0,Rise by 9.48%,-20.25%,-43.89%
2009-03-22,41.965,2009-04-05,51.8275,Buy,9 Days,6.79,Rise by 85.73%,23.5%,-20.39%
2011-03-20,107.465,2011-04-03,116.6875,Sell,9 Days,-11.63,Fall by -4.73%,-8.58%,-28.97%
2012-04-15,132.3375,2012-05-13,127.6375,Sell,19 Days,-13.42,Fall by 7.36%,3.55%,-25.42%
2013-05-12,175.8375,2013-08-18,146.975,Buy,69 Days,13.36,Rise by -1.08%,-16.41%,-41.83%
2013-08-25,151.8875,2013-09-22,164.7625,Sell,19 Days,-13.9,Fall by -5.7%,-8.48%,-50.31%
2015-08-02,277.9125,2015-08-23,265.325,Sell,14 Days,-19.6,Fall by 10.4%,4.53%,-45.78%
2016-01-17,260.5375,2016-02-14,242.85,Sell,19 Days,-27.63,Fall by 7.79%,6.79%,-38.99%
2016-11-20,302.85,2017-04-23,374.15,Buy,109 Days,20.08,Rise by 19.08%,23.54%,-15.45%
2018-04-15,481.25,2018-06-03,527.65,Sell,34 Days,-16.67,Fall by -2.09%,-9.64%,-25.09%
2021-01-24,721.775,2024-09-22,870.6,Buy,954 Days,8.07,Rise by 4.15%,20.62%,-4.47%
2021-10-03,791.35,2021-10-17,843.7,Sell,9 Days,-12.57,Fall by 5.86%,-6.62%,-11.09%
2023-06-11,805.3,2025-05-18,967.35,Buy,504 Days,20.25,Rise by 3.18%,20.12%,9.04%
2025-01-19,818.375,2025-03-23,885.175,Sell,44 Days,-15.14,Fall by -3.21%,-8.16%,0.87%
2025-07-06,994.65,2025-07-06,994.65,Buy,0 Days,11.9,Rise by 0%,0.0%,0.87%
