Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Open Price
2001-09-30,119.48,2001-12-31,131.67,1998-08-31-1999-11-30,106.56-138.69,Sell,65 days,-10.2%,Fall by 10.06%,-10.2%,
2001-11-30,123.45,2023-02-28,136.317,1999-11-30-2001-04-30,101.22-126.82,Buy,5542 days,10.42%,Rise by 9.55%,0.22%,
2002-09-30,121.83,2023-02-28,136.317,1999-11-30-2002-01-31,101.22-135.16,Buy,5326 days,11.89%,Rise by 9.55%,12.11%,
2004-11-30,102.9,2005-03-31,107.14,1999-11-30-2002-01-31,101.22-135.16,Sell,87 days,-4.12%,Fall by -5.03%,7.99%,
2006-05-31,112.53,2006-05-31,112.53,2002-01-31-2005-01-31,105.13-130.36,Sell,0 days,-0.0%,Fall by 0%,7.99%,
2006-07-31,114.51,2007-10-31,115.39,2005-01-31-2005-12-31,101.66-121.37,Buy,327 days,0.77%,Rise by -13.47%,8.76%,
2008-03-31,99.85,2008-03-31,99.85,2005-01-31-2007-06-30,101.66-124.12,Sell,0 days,-0.0%,Fall by 0%,8.76%,
2009-03-31,98.97,2009-05-31,95.43,2002-01-31-2008-03-31,104.16-130.36,Sell,43 days,3.58%,Fall by 9.62%,12.34%,
2010-10-31,81.679,2010-10-31,81.679,2002-01-31-2009-11-30,91.229-130.36,Sell,0 days,-0.0%,Fall by 0%,12.34%,
2013-10-31,98.507,2014-09-30,109.39,2007-06-30-2011-10-31,79.52-120.78,Sell,238 days,-11.05%,Fall by 6.04%,1.29%,
2014-06-30,101.443,2014-11-30,117.84,2002-01-31-2011-10-31,79.52-130.36,Sell,109 days,-16.16%,Fall by 12.78%,-14.88%,
2015-10-31,121.0,2015-10-31,121.0,2011-10-31-2015-06-30,75.57-125.822,Buy,0 days,0.0%,Rise by 0%,-14.88%,
2015-11-30,122.83,2016-01-31,118.93,1998-08-31-2009-11-30,91.229-138.69,Sell,44 days,3.18%,Fall by 13.58%,-11.7%,
2016-02-29,113.66,2016-04-30,108.076,2011-10-31-2015-06-30,75.57-125.822,Sell,44 days,4.91%,Fall by 6.36%,-6.79%,
2016-06-30,102.778,2016-12-31,116.267,2005-01-31-2015-06-30,101.66-125.822,Sell,131 days,-13.12%,Fall by 4.99%,-19.91%,
2017-06-30,112.009,2023-02-28,136.317,2016-08-31-2016-12-31,99.573-118.647,Buy,1477 days,21.7%,Rise by 9.55%,1.79%,
2019-09-30,107.944,2019-09-30,107.944,2016-12-31-2018-03-31,107.275-113.202,Sell,0 days,-0.0%,Fall by 0%,1.79%,
2020-11-30,104.082,2020-11-30,104.082,2016-12-31-2020-03-31,111.668-113.202,Sell,0 days,-0.0%,Fall by 0%,1.79%,
2020-12-31,103.121,2021-03-31,110.305,2019-08-31-2020-02-29,104.871-112.186,Sell,64 days,-6.97%,Fall by -18.29%,-5.18%,
2021-10-31,113.616,2023-02-28,136.317,2018-03-31-2018-10-31,104.667-114.511,Buy,346 days,19.98%,Rise by 9.55%,14.8%,
2023-01-31,130.479,2023-06-30,144.78,2011-10-31-2022-10-31,75.57-151.937,Sell,108 days,-10.96%,Fall by 1.38%,3.84%,
2023-03-31,133.201,2023-09-30,149.337,2018-10-31-2020-03-31,111.668-111.385,Sell,130 days,-12.11%,Fall by 4.39%,-8.27%,
2024-02-29,150.656,2024-10-31,153.204,2016-08-31-2022-10-31,99.573-151.937,Buy,175 days,1.69%,Rise by 0.48%,-6.58%,
2024-08-31,144.89,2024-11-30,151.174,2016-08-31-2024-07-31,99.573-161.942,Sell,64 days,-4.34%,Fall by 5.87%,-10.92%,
2024-11-30,151.174,2025-04-30,142.299,2020-03-31-2024-07-31,101.283-161.942,Buy,107 days,-5.87%,Rise by 8.18%,-16.79%,
2025-06-30,144.517,2025-06-30,144.517,1999-11-30-2024-07-31,101.22-161.942,Buy,0 days,0.0%,Rise by 0%,-16.79%,
