Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return,Signal Open Price
2012-09-09,31.85,2012-10-14,33.71,Buy,24 days,Rise by 10.990000%,5.84,
2013-06-02,35.26,2013-07-28,36.15,Sell,39 days,Fall by 4.000000%,-2.52,
2013-09-15,36.83,2013-10-13,38.79,Buy,19 days,Rise by 9.940000%,5.32,
2014-03-09,41.59,2014-04-13,42.53,Buy,24 days,Rise by 5.220000%,2.26,
2014-08-10,40.03,2014-10-12,38.1,Sell,44 days,Fall by 4.820000%,4.82,
2014-12-07,40.16,2015-03-01,40.95,Sell,59 days,Fall by 4.010000%,-1.97,
2015-04-05,40.25,2015-06-07,38.06,Sell,44 days,Fall by 12.870000%,5.44,
2015-04-19,41.3,2016-05-22,41.29,Buy,284 days,Rise by -11.480000%,-0.02,
2016-01-17,34.46,2016-02-28,36.47,Sell,29 days,Fall by -19.090000%,-5.83,
2016-02-28,36.47,2016-04-03,40.94,Buy,24 days,Rise by 14.670000%,12.26,
2016-03-06,38.45,2016-04-17,41.68,Buy,29 days,Rise by 8.760000%,8.4,
2017-02-26,42.42,2017-04-02,42.22,Sell,24 days,Fall by -9.080000%,0.47,
2017-03-12,41.43,2017-05-28,44.3,Sell,54 days,Fall by -11.680000%,-6.93,
2017-11-05,45.52,2017-12-17,47.72,Sell,29 days,Fall by -2.590000%,-4.83,
2018-01-07,48.48,2019-03-10,50.08,Buy,304 days,Rise by 2.270000%,3.3,
2018-04-15,50.11,2019-04-21,51.81,Buy,264 days,Rise by 1.200000%,3.39,
2018-08-12,46.91,2018-11-04,46.08,Sell,59 days,Fall by 6.310000%,1.77,
2018-10-07,46.51,2018-11-11,47.5,Sell,24 days,Fall by 3.380000%,-2.13,
2019-02-17,49.77,2019-04-07,51.32,Buy,34 days,Rise by 4.680000%,3.11,
2019-07-21,55.37,2020-01-19,58.45,Buy,129 days,Rise by 5.920000%,5.56,
2019-08-25,51.25,2019-09-08,54.91,Sell,9 days,Fall by 23.320000%,-7.14,
2019-09-22,51.66,2019-12-01,55.88,Sell,49 days,Fall by 23.930000%,-8.17,
2019-12-01,55.88,2020-01-19,58.45,Buy,34 days,Rise by 4.960000%,4.6,
2020-08-09,58.74,2020-11-08,62.73,Buy,64 days,Rise by 19.250000%,6.79,
2022-04-24,51.48,2022-05-22,47.43,Sell,19 days,Fall by 11.250000%,7.87,
2022-11-27,47.06,2023-01-01,48.55,Buy,24 days,Rise by 10.990000%,3.17,
2023-02-26,48.33,2023-05-07,50.51,Sell,49 days,Fall by 1.490000%,-4.51,
2023-07-09,49.53,2024-10-20,49.21,Buy,334 days,Rise by -10.820000%,-0.65,
2023-08-20,45.44,2023-10-01,44.29,Sell,29 days,Fall by 9.680000%,2.53,
2023-12-10,46.84,2024-01-14,48.12,Buy,24 days,Rise by -0.410000%,2.73,
2024-08-11,46.28,2024-09-15,49.96,Buy,24 days,Rise by -13.290000%,7.95,
2024-12-22,45.1,2025-03-23,41.82,Sell,64 days,Fall by 11.020000%,7.27,
2025-03-02,42.37,2025-04-13,42.39,Sell,29 days,Fall by -8.310000%,-0.05,
