Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Open Price
2014-05-25,13.68,2024-04-14,21.54,2011-12-18-2014-03-30,4.5-15.5,Buy,2579 days,57.46%,Rise by 36.95%,57.46%,
2014-09-21,13.96,2014-09-28,13.5,2014-03-30-2014-06-22,13.52-14.33,Sell,4 days,3.3%,Fall by -39.41%,60.75%,
2014-10-12,12.53,2014-11-02,13.1,2011-12-18-2014-03-30,4.5-15.5,Sell,14 days,-4.55%,Fall by -39.08%,56.2%,
2015-01-04,13.91,2015-03-01,16.02,2014-03-30-2014-10-19,13.25-14.33,Sell,39 days,-15.17%,Fall by -13.73%,41.03%,
2015-10-18,18.52,2023-04-02,17.75,2014-10-19-2015-08-09,11.5-20.47,Buy,1944 days,-4.16%,Rise by 15.77%,36.88%,
2015-10-25,18.0,2015-11-01,16.91,2014-10-19-2015-08-09,11.5-20.47,Sell,4 days,6.06%,Fall by 10.41%,42.93%,
2015-12-13,15.7,2016-01-10,15.15,2011-12-18-2015-08-09,4.5-20.47,Sell,19 days,3.5%,Fall by 9.57%,46.43%,
2016-07-03,13.7,2016-07-03,13.7,2014-08-17-2016-02-14,13.38-13.5,Sell,0 days,-0.0%,Fall by 0%,46.43%,
2016-10-23,13.35,2024-02-18,22.59,2011-12-18-2015-08-09,4.5-20.47,Buy,1909 days,69.21%,Rise by 30.59%,115.65%,
2016-11-20,11.5,2016-12-04,11.46,2016-02-14-2016-10-02,11.47-16.57,Sell,9 days,0.35%,Fall by 18.24%,116.0%,
2017-02-05,12.75,2023-01-08,18.55,2016-02-14-2016-10-02,11.47-16.57,Buy,1544 days,45.49%,Rise by 10.78%,161.49%,
2017-04-16,12.11,2017-04-16,12.11,2014-08-17-2016-11-20,12.34-13.5,Sell,0 days,-0.0%,Fall by 0%,161.49%,
2017-09-03,9.23,2017-09-10,8.75,2016-10-02-2017-06-04,10.88-15.54,Sell,4 days,5.2%,Fall by 37.83%,166.69%,
2017-12-10,9.44,2017-12-24,9.6,2017-03-12-2017-06-04,10.88-12.44,Sell,9 days,-1.69%,Fall by 43.33%,164.99%,
2017-12-24,9.6,2018-01-21,8.79,2017-06-04-2017-12-17,6.2-11.03,Sell,19 days,8.44%,Fall by 43.8%,173.43%,
2018-01-21,8.79,2018-01-28,8.47,2016-05-29-2017-06-04,10.88-15.0,Sell,4 days,3.64%,Fall by 54.31%,177.07%,
2018-07-29,6.09,2018-08-19,6.85,2012-05-06-2018-03-18,5.46-5.65,Sell,14 days,-12.48%,Fall by 9.93%,164.59%,
2018-11-11,7.42,2018-11-18,7.16,2018-03-18-2018-10-14,3.21-8.77,Sell,4 days,3.5%,Fall by -54.19%,168.09%,
2018-11-18,7.16,2018-11-25,6.88,2017-03-12-2018-03-18,5.46-12.44,Sell,4 days,3.91%,Fall by -64.24%,172.0%,
2018-12-16,6.84,2019-06-16,9.79,2018-03-18-2018-10-14,3.21-8.77,Buy,129 days,43.13%,Rise by 10.01%,215.13%,
2019-02-17,7.39,2019-03-17,8.29,2014-08-17-2018-03-18,5.46-13.5,Sell,19 days,-12.18%,Fall by -32.57%,202.95%,
2019-06-16,9.79,2019-07-21,10.34,2018-10-14-2018-12-30,6.8-7.74,Sell,24 days,-5.62%,Fall by -6.29%,197.34%,
2019-07-21,10.34,2020-12-06,13.29,2017-06-04-2017-12-17,6.2-11.03,Buy,359 days,28.53%,Rise by -10.61%,225.87%,
2019-09-08,10.77,2020-01-19,12.65,2016-05-29-2018-03-18,5.46-15.0,Sell,94 days,-17.46%,Fall by 16.28%,208.41%,
2020-03-15,10.59,2020-03-22,8.03,2018-03-18-2020-02-23,3.21-13.47,Sell,4 days,24.17%,Fall by -55.42%,232.58%,
2020-04-05,8.18,2020-04-12,9.74,2017-06-04-2020-02-23,6.2-13.47,Sell,4 days,-19.07%,Fall by -21.97%,213.51%,
2020-07-12,9.72,2020-08-02,11.24,2014-03-30-2018-03-18,5.46-14.33,Sell,14 days,-15.64%,Fall by -5.69%,197.88%,
2020-09-06,10.64,2020-10-11,11.89,2015-08-09-2018-03-18,5.46-19.03,Sell,24 days,-11.75%,Fall by 0.08%,186.13%,
2020-12-06,13.29,2020-12-20,12.66,2016-10-02-2018-03-18,5.46-15.54,Sell,9 days,4.74%,Fall by -6.32%,190.87%,
2021-02-14,12.23,2021-06-06,13.51,2017-06-04-2020-02-23,6.2-13.47,Buy,79 days,10.47%,Rise by 6.74%,201.33%,
2021-04-25,14.61,2021-05-16,14.1,2015-08-09-2016-11-20,12.34-19.03,Sell,14 days,3.49%,Fall by 9.5%,204.82%,
2021-06-20,13.95,2021-09-19,13.32,2020-11-01-2021-01-31,12.77-12.15,Sell,64 days,4.52%,Fall by 6.16%,209.34%,
2021-08-15,14.17,2021-09-19,13.32,2015-08-09-2017-06-04,10.88-19.03,Sell,24 days,6.0%,Fall by 6.16%,215.34%,
2021-09-26,12.93,2021-11-28,12.72,2020-03-22-2021-05-16,6.96-15.28,Sell,44 days,1.62%,Fall by 11.4%,216.96%,
2021-10-03,12.76,2021-11-28,12.72,2017-06-04-2021-05-16,6.2-15.28,Sell,39 days,0.31%,Fall by 11.4%,217.28%,
2021-10-17,13.57,2021-10-17,13.57,2018-03-18-2021-05-16,3.21-15.28,Buy,0 days,0.0%,Rise by 0%,217.28%,
2021-11-14,13.26,2021-11-28,12.72,2018-03-18-2021-05-16,3.21-15.28,Sell,9 days,4.07%,Fall by 11.4%,221.35%,
2021-11-28,12.72,2023-01-08,18.55,2020-03-22-2021-05-16,6.96-15.28,Buy,289 days,45.83%,Rise by 10.78%,267.18%,
2021-12-19,12.55,2022-03-13,12.26,2014-08-17-2017-06-04,10.88-13.5,Sell,59 days,2.31%,Fall by 8.48%,269.49%,
2022-05-22,13.69,2022-06-26,13.32,2018-03-18-2020-02-23,3.21-13.47,Buy,24 days,-2.7%,Rise by 29.5%,266.79%,
2022-09-25,16.15,2022-10-30,18.26,2021-05-16-2022-05-15,13.18-13.19,Sell,24 days,-13.07%,Fall by 6.08%,253.73%,
2024-03-31,21.89,2024-05-05,22.75,2023-08-13-2023-10-29,19.23-20.46,Sell,24 days,-3.93%,Fall by -19.16%,249.8%,
2025-02-23,29.17,2025-02-23,29.17,2020-03-22-2024-12-01,6.96-30.49,Buy,0 days,0.0%,Rise by 0%,249.8%,
2025-04-27,31.1,2025-04-27,31.1,2022-05-15-2024-12-01,10.99-30.49,Buy,0 days,0.0%,Rise by 0%,249.8%,
2025-10-26,37.71,2025-10-26,37.71,2024-12-01-2025-02-09,28.66-29.53,Sell,0 days,-0.0%,Fall by 0%,249.8%,
