Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return,Signal Open Price
2003-06-30,29.08,2003-10-31,36.96,Buy,88 days,Rise by 49.520000%,27.1,
2005-04-30,41.0,2005-09-30,48.76,Sell,108 days,Fall by -32.100000%,-18.93,
2005-05-31,40.48,2005-09-30,48.76,Sell,87 days,Fall by -33.790000%,-20.45,
2005-09-30,48.76,2006-03-31,57.6,Buy,129 days,Rise by 21.410000%,18.13,
2007-08-31,56.28,2008-04-30,53.12,Sell,172 days,Fall by 10.950000%,5.61,
2008-02-29,50.12,2008-11-30,34.64,Sell,195 days,Fall by 14.920000%,30.89,
2008-09-30,42.64,2009-01-31,33.72,Sell,88 days,Fall by 30.860000%,20.92,
2008-11-30,34.64,2009-04-30,34.04,Sell,107 days,Fall by -6.240000%,1.73,
2010-06-30,36.8,2010-12-31,43.64,Sell,131 days,Fall by -11.630000%,-18.59,
2010-10-31,40.08,2013-06-30,44.88,Buy,694 days,Rise by 1.600000%,11.98,
2010-11-30,41.08,2013-07-31,44.88,Buy,695 days,Rise by -11.300000%,9.25,
2011-09-30,37.84,2012-08-31,36.24,Sell,239 days,Fall by 6.030000%,4.23,
2012-03-31,40.72,2013-06-30,44.88,Buy,324 days,Rise by -11.000000%,10.22,
2013-01-31,39.88,2013-06-30,44.88,Buy,106 days,Rise by 21.770000%,12.54,
2014-04-30,44.32,2014-12-31,44.96,Sell,174 days,Fall by -1.440000%,-1.44,
2015-03-31,50.12,2017-05-31,53.29,Buy,565 days,Rise by -13.090000%,6.32,
2015-04-30,51.44,2017-08-31,54.71,Buy,609 days,Rise by -11.120000%,6.36,
2016-02-29,43.56,2016-08-31,49.12,Sell,131 days,Fall by -33.650000%,-12.76,
2017-11-30,59.91,2020-04-30,51.76,Buy,629 days,Rise by -15.390000%,-13.6,
2018-01-31,62.94,2020-04-30,51.76,Buy,585 days,Rise by -12.870000%,-17.76,
2018-06-30,57.91,2019-02-28,54.36,Sell,172 days,Fall by 12.470000%,6.13,
2019-11-30,59.43,2021-03-31,68.52,Buy,346 days,Rise by -12.910000%,15.3,
2020-03-31,49.39,2020-08-31,58.02,Sell,108 days,Fall by -35.880000%,-17.47,
2020-12-31,67.56,2022-01-31,64.08,Buy,281 days,Rise by 1.510000%,-5.15,
2024-01-31,66.21,2025-08-31,78.28,Buy,412 days,Rise by 8.700000%,18.23,
