Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Spread,Actual Rise/Fall wrt Entry,Return,Cum-Return,Signal Open Price
2002-08-18,85.06,2003-03-02,90.47,Sell,139 Days,-3.45,Fall by -0.36%,-6.36%,-6.36%,
2002-08-25,85.9,2008-11-30,105.72,Buy,1634 Days,4.17,Rise by 4.82%,23.07%,16.71%,
2003-01-12,85.54,2003-05-18,93.72,Sell,89 Days,-4.76,Fall by -0.6%,-9.56%,7.15%,
2004-03-28,89.78,2004-04-04,86.71,Sell,4 Days,-11.11,Fall by 9.43%,3.42%,10.57%,
2004-05-16,81.31,2004-08-08,86.42,Sell,59 Days,-10.53,Fall by -7.54%,-6.28%,4.29%,
2005-03-27,88.27,2005-05-29,93.84,Sell,44 Days,-18.71,Fall by -3.84%,-6.31%,-2.02%,
2005-05-29,93.84,2008-12-21,122.26,Buy,929 Days,20.72,Rise by 1.41%,30.29%,28.26%,
2005-08-21,93.78,2005-10-16,90.23,Sell,39 Days,-11.11,Fall by 6.04%,3.79%,32.05%,
2006-01-08,91.72,2006-03-12,88.28,Sell,44 Days,-10.87,Fall by 1.55%,3.75%,35.8%,
2006-04-23,84.8,2006-11-19,89.95,Sell,149 Days,-7.1,Fall by 1.63%,-6.07%,29.72%,
2008-03-30,95.55,2008-12-21,122.26,Buy,189 Days,8.0,Rise by -3.38%,27.95%,57.68%,
2009-03-22,103.92,2012-06-03,130.36,Buy,834 Days,6.79,Rise by -13.55%,25.44%,83.12%,
2011-03-20,93.46,2011-04-10,89.88,Sell,14 Days,-11.63,Fall by -0.18%,3.83%,86.95%,
2012-04-15,116.84,2012-05-20,124.2,Sell,24 Days,-13.42,Fall by -4.07%,-6.3%,80.65%,
2013-05-12,118.75,2016-07-10,143.6,Buy,824 Days,13.36,Rise by -10.52%,20.93%,101.58%,
2013-08-25,104.29,2014-04-13,110.73,Sell,164 Days,-13.9,Fall by 0.84%,-6.18%,95.4%,
2015-08-02,122.53,2016-02-14,131.5,Sell,139 Days,-19.6,Fall by 0.93%,-7.32%,88.08%,
2016-01-17,125.75,2016-06-12,134.78,Sell,104 Days,-27.63,Fall by -1.28%,-7.18%,80.9%,
2016-11-20,120.85,2019-08-18,146.13,Buy,714 Days,20.08,Rise by 0.38%,20.92%,101.82%,
2018-04-15,120.9,2018-05-20,117.21,Sell,24 Days,-16.67,Fall by 3.05%,3.05%,104.87%,
2021-01-24,151.88,2022-03-27,128.66,Buy,304 Days,8.07,Rise by -10.42%,-15.29%,89.58%,
2021-10-03,145.35,2021-12-05,154.35,Sell,44 Days,-12.57,Fall by 2.24%,-6.19%,83.39%,
2023-06-11,101.92,2023-10-08,84.79,Buy,84 Days,20.25,Rise by -10.29%,-16.81%,66.58%,
2025-01-19,87.19,2025-03-02,92.43,Sell,29 Days,-15.14,Fall by 0.34%,-6.01%,60.57%,
2025-07-06,86.97,2025-07-06,86.97,Buy,0 Days,11.9,Rise by 0%,0.0%,60.57%,
