Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2012-04-15,23.02,2012-06-10,22.14,Sell,39 days,Fall by 7.450000%,3.84
2013-02-17,26.24,2013-05-05,28.0,Sell,54 days,Fall by 1.180000%,-6.75
2013-09-22,29.34,2013-11-10,30.42,Buy,34 days,Rise by 7.650000%,3.72
2014-01-19,31.58,2014-05-25,32.68,Buy,89 days,Rise by 2.550000%,3.48
2014-06-08,33.68,2015-03-15,36.43,Buy,199 days,Rise by -11.250000%,8.15
2014-08-10,29.9,2014-08-31,31.54,Sell,14 days,Fall by 1.200000%,-5.5
2014-10-05,31.3,2014-11-02,31.06,Sell,19 days,Fall by 3.340000%,0.77
2014-10-12,29.82,2014-11-02,31.06,Sell,14 days,Fall by -1.480000%,-4.18
2014-12-07,32.78,2015-02-22,34.8,Buy,54 days,Rise by 16.200000%,6.18
2015-01-11,30.26,2015-01-18,31.88,Sell,4 days,Fall by -15.040000%,-5.35
2015-09-27,30.76,2015-10-11,32.12,Sell,9 days,Fall by 11.590000%,-4.42
2015-12-13,31.56,2016-02-07,28.42,Sell,39 days,Fall by 13.850000%,9.97
2016-09-04,30.1,2017-01-08,32.51,Buy,89 days,Rise by 0.300000%,8.01
2016-10-02,29.42,2017-01-01,32.14,Buy,64 days,Rise by 10.500000%,9.25
2016-12-18,31.82,2017-01-22,32.24,Buy,24 days,Rise by 13.730000%,1.34
2017-05-07,36.19,2019-06-02,32.67,Buy,539 days,Rise by -0.440000%,-9.71
2017-07-23,33.63,2017-10-01,35.01,Sell,49 days,Fall by -1.430000%,-4.1
2017-12-24,34.58,2018-03-04,32.44,Sell,49 days,Fall by 6.850000%,6.2
2018-02-11,32.46,2018-04-22,34.25,Sell,49 days,Fall by 1.320000%,-5.53
2019-06-30,34.62,2019-11-17,36.04,Buy,99 days,Rise by 7.710000%,4.13
2019-08-11,32.27,2019-09-15,34.43,Sell,24 days,Fall by 21.970000%,-6.69
2019-09-22,34.6,2019-11-17,36.04,Buy,39 days,Rise by 7.760000%,4.18
2019-10-20,34.72,2019-11-17,36.04,Buy,19 days,Rise by 7.370000%,3.8
2019-11-17,36.04,2021-04-11,38.72,Buy,364 days,Rise by 3.440000%,7.41
2019-12-22,36.61,2021-04-11,38.72,Buy,339 days,Rise by 1.840000%,5.75
2020-03-01,32.4,2020-03-29,26.5,Sell,19 days,Fall by 13.240000%,18.23
2021-07-11,40.1,2021-10-31,42.11,Sell,79 days,Fall by 0.420000%,-5.0
2021-12-05,40.48,2022-01-02,42.65,Sell,19 days,Fall by 12.490000%,-5.37
2022-01-23,41.98,2022-03-13,36.7,Sell,34 days,Fall by 12.590000%,12.59
2022-03-06,35.42,2022-03-20,38.76,Sell,9 days,Fall by -3.360000%,-9.44
2022-08-07,37.9,2022-12-11,40.25,Buy,89 days,Rise by -10.740000%,6.21
2022-09-04,36.13,2022-10-16,34.44,Sell,29 days,Fall by -7.210000%,4.68
2022-11-13,39.45,2023-02-05,43.58,Buy,59 days,Rise by 18.810000%,10.46
2022-11-27,40.45,2023-02-05,43.58,Buy,49 days,Rise by 15.870000%,7.73
2023-02-05,43.58,2023-04-30,45.04,Buy,59 days,Rise by 7.560000%,3.37
2023-03-19,41.66,2023-04-02,44.28,Sell,9 days,Fall by -6.570000%,-6.28
2023-10-01,43.81,2023-11-19,45.62,Sell,34 days,Fall by -18.900000%,-4.14
2024-03-03,51.63,2024-04-07,52.92,Buy,24 days,Rise by 5.400000%,2.5
2025-02-02,57.37,2025-03-09,59.43,Buy,24 days,Rise by 4.740000%,3.59
2025-05-04,57.83,2025-06-08,60.09,Buy,24 days,Rise by 5.380000%,3.91
2025-09-07,59.02,2025-10-05,62.76,Sell,19 days,Fall by -6.620000%,-6.34
2025-10-26,63.0,2025-10-26,63.0,Buy,0 days,Rise by -0.110000%,0.0
