Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return
2007-11-30,62.4867,2007-12-31,56.8167,2004-11-30-2007-10-31,17.1-73.1867,Sell,21 days,9.07%,Fall by 10.71%,9.07%
2010-01-31,38.36,2010-04-30,40.84,2008-10-31-2009-11-30,19.35-46.66,Sell,64 days,-6.47%,Fall by -3.94%,2.61%
2010-04-30,40.84,2010-05-31,39.38,2007-10-31-2008-10-31,34.59-58.4167,Sell,21 days,3.57%,Fall by -7.8%,6.18%
2010-07-31,41.24,2011-02-28,42.45,2008-10-31-2009-11-30,19.35-46.66,Buy,150 days,2.93%,Rise by -27.37%,9.12%
2011-08-31,38.63,2011-09-30,30.83,2010-05-31-2010-11-30,36.24-47.99,Sell,22 days,20.19%,Fall by -8.63%,29.31%
2011-12-31,34.87,2011-12-31,34.87,2004-11-30-2007-10-31,17.1-73.1867,Buy,0 days,0.0%,Rise by 0%,29.31%
2012-07-31,34.21,2012-08-31,33.07,2010-11-30-2011-10-31,38.77-43.14,Sell,23 days,3.33%,Fall by 1.66%,32.64%
2013-06-30,32.52,2013-08-31,35.13,2009-11-30-2011-10-31,38.77-41.84,Sell,44 days,-8.03%,Fall by 1.57%,24.62%
2013-08-31,35.13,2013-08-31,35.13,2011-10-31-2013-01-31,28.61-41.97,Buy,0 days,0.0%,Rise by 0%,24.62%
2014-05-31,36.85,2018-04-30,46.93,2013-06-30-2013-12-31,31.35-40.32,Buy,1020 days,27.35%,Rise by -16.28%,51.97%
2014-12-31,41.62,2015-09-30,35.47,2008-10-31-2010-11-30,19.35-47.99,Buy,195 days,-14.78%,Rise by -14.63%,37.19%
2015-06-30,46.1,2015-07-31,40.48,2011-10-31-2015-04-30,28.61-52.85,Sell,23 days,12.19%,Fall by 12.82%,49.38%
2015-07-31,40.48,2015-08-31,35.91,2008-10-31-2015-04-30,19.35-52.85,Sell,21 days,11.29%,Fall by 13.12%,60.67%
2015-08-31,35.91,2015-08-31,35.91,2013-06-30-2015-04-30,31.35-52.85,Sell,0 days,-0.0%,Fall by 0%,60.67%
2015-10-31,38.27,2015-10-31,38.27,2008-10-31-2015-04-30,19.35-52.85,Buy,0 days,0.0%,Rise by 0%,60.67%
2016-01-31,31.2,2016-04-30,33.53,2013-06-30-2013-12-31,31.35-40.32,Sell,64 days,-7.47%,Fall by -3.52%,53.21%
2017-02-28,38.2,2017-02-28,38.2,2013-06-30-2015-04-30,31.35-52.85,Buy,0 days,0.0%,Rise by 0%,53.21%
2018-02-28,47.22,2018-06-30,42.97,2008-10-31-2018-01-31,19.35-54.0,Sell,87 days,9.0%,Fall by 9.05%,62.21%
2018-03-31,47.24,2018-06-30,42.97,2016-02-29-2018-01-31,28.1-54.0,Sell,64 days,9.04%,Fall by 9.05%,71.25%
2018-06-30,42.97,2018-06-30,42.97,2009-11-30-2016-02-29,31.37-41.84,Sell,0 days,-0.0%,Fall by 0%,71.25%
2018-10-31,39.29,2019-02-28,43.63,2013-06-30-2018-01-31,31.35-54.0,Sell,86 days,-11.05%,Fall by 10.34%,60.2%
2018-12-31,39.08,2018-12-31,39.08,2016-02-29-2018-01-31,28.1-54.0,Buy,0 days,0.0%,Rise by 0%,60.2%
2019-07-31,41.1,2019-07-31,41.1,2008-10-31-2018-01-31,19.35-54.0,Buy,0 days,0.0%,Rise by 0%,60.2%
2019-08-31,39.12,2019-10-31,41.15,2018-10-31-2019-04-30,37.85-45.96,Sell,43 days,-5.19%,Fall by 8.77%,55.01%
2020-05-31,39.05,2020-05-31,39.05,2013-06-30-2018-01-31,31.35-54.0,Buy,0 days,0.0%,Rise by 0%,55.01%
2020-06-30,39.7,2020-08-31,43.96,2018-01-31-2019-08-31,41.51-47.43,Sell,44 days,-10.73%,Fall by 11.44%,44.28%
2021-03-31,46.66,2021-07-31,40.54,2020-03-31-2021-02-28,33.1-54.53,Sell,87 days,13.12%,Fall by 13.91%,57.4%
2021-04-30,46.28,2021-07-31,40.54,2016-02-29-2021-02-28,28.1-54.53,Sell,65 days,12.4%,Fall by 13.91%,69.8%
2021-06-30,46.33,2021-07-31,40.54,2008-10-31-2021-02-28,19.35-54.53,Sell,22 days,12.5%,Fall by 13.91%,82.3%
2021-07-31,40.54,2021-07-31,40.54,2018-01-31-2020-03-31,41.59-47.43,Sell,0 days,-0.0%,Fall by 0%,82.3%
2021-12-31,36.58,2022-02-28,34.9,2010-05-31-2021-02-28,36.24-54.53,Sell,41 days,4.59%,Fall by 12.95%,86.89%
2023-06-30,27.19,2023-07-31,30.42,2019-04-30-2022-10-31,27.39-44.05,Sell,21 days,-11.88%,Fall by 21.01%,75.01%
2023-12-31,24.03,2024-01-31,21.76,2009-11-30-2022-10-31,27.39-41.84,Sell,22 days,9.45%,Fall by -82.49%,84.46%
