Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Spread,Actual Rise/Fall wrt Entry,Return,Cum-Return
2000-11-19,1367.72,2001-03-18,1150.53,Buy,84 Days,29.16,Rise by -0.93%,-15.88%,-15.88%
2000-12-24,1305.95,2001-02-25,1245.86,Sell,44 Days,-20.0,Fall by 11.9%,4.6%,-11.28%
2001-03-25,1139.83,2001-04-22,1242.98,Sell,19 Days,-19.44,Fall by -6.54%,-9.05%,-20.33%
2001-09-23,965.8,2001-09-30,1040.9399,Sell,4 Days,-13.51,Fall by -12.84%,-7.78%,-28.11%
2001-11-11,1120.3101,2002-04-28,1076.3199,Sell,119 Days,-7.69,Fall by 2.72%,3.93%,-24.18%
2002-05-12,1054.99,2002-06-16,1007.27,Sell,24 Days,-10.53,Fall by 12.66%,4.52%,-19.66%
2003-01-12,927.57,2003-01-26,861.4,Sell,9 Days,-4.76,Fall by 10.64%,7.13%,-12.52%
2004-03-28,1108.0601,2004-08-08,1063.97,Sell,94 Days,-11.11,Fall by 1.31%,3.98%,-8.55%
2004-05-16,1095.7,2004-11-07,1166.17,Sell,124 Days,-10.53,Fall by 2.9%,-6.43%,-14.98%
2005-03-27,1171.42,2005-11-20,1248.27,Sell,169 Days,-18.71,Fall by -2.88%,-6.56%,-21.54%
2005-05-29,1198.78,2007-02-04,1448.39,Buy,439 Days,20.72,Rise by 2.95%,20.82%,-0.72%
2005-08-21,1219.71,2005-10-23,1179.59,Sell,44 Days,-11.11,Fall by 3.29%,3.29%,2.57%
2006-01-08,1285.45,2006-06-25,1244.5,Sell,119 Days,-10.87,Fall by 1.43%,3.19%,5.76%
2006-04-23,1311.28,2006-05-21,1267.03,Sell,19 Days,-7.1,Fall by 5.09%,3.37%,9.13%
2008-03-30,1315.22,2008-10-05,1099.23,Buy,134 Days,8.0,Rise by 8.37%,-16.42%,-7.29%
2009-03-22,768.54,2009-05-10,929.23,Buy,34 Days,6.79,Rise by 20.91%,20.91%,13.62%
2011-03-20,1279.21,2011-05-01,1363.61,Sell,29 Days,-11.63,Fall by 0.84%,-6.6%,7.02%
2012-04-15,1370.26,2012-05-20,1295.22,Sell,24 Days,-13.42,Fall by 6.73%,5.48%,12.5%
2013-05-12,1633.7,2014-06-22,1962.87,Buy,289 Days,13.36,Rise by 4.65%,20.15%,32.65%
2013-08-25,1663.5,2013-11-10,1770.61,Sell,54 Days,-13.9,Fall by -7.16%,-6.44%,26.21%
2015-08-02,2103.8401,2015-08-23,1970.89,Sell,14 Days,-19.6,Fall by 8.68%,6.32%,32.53%
2016-01-17,1880.33,2016-03-06,1999.99,Sell,34 Days,-27.63,Fall by -8.84%,-6.36%,26.16%
2016-11-20,2181.8999,2017-12-03,2642.22,Buy,269 Days,20.08,Rise by 4.36%,21.1%,47.26%
2018-04-15,2656.3,2018-07-29,2818.8201,Sell,74 Days,-16.67,Fall by -2.34%,-6.12%,41.14%
2021-01-24,3841.47,2021-11-07,4697.5298,Buy,204 Days,8.07,Rise by 8.95%,22.28%,63.43%
2021-10-03,4357.04,2021-11-07,4697.5298,Sell,24 Days,-12.57,Fall by -4.16%,-7.81%,55.61%
2023-06-11,4298.8599,2024-03-24,5234.1802,Buy,204 Days,20.25,Rise by 6.59%,21.76%,77.37%
2025-01-19,5996.6602,2025-03-09,5770.2002,Sell,34 Days,-15.14,Fall by 15.38%,3.78%,81.15%
2025-07-06,6279.3501,2025-07-06,6279.3501,Buy,0 Days,11.9,Rise by 0%,0.0%,81.15%
