Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Spread,Actual Rise/Fall wrt Entry,Return,Cum-Return,Signal Open Price
2000-11-19,52.75,2000-12-24,41.5,Buy,24 Days,29.16,Rise by -21.33%,-21.33%,-21.33%,
2000-12-24,41.5,2000-12-31,38.25,Sell,4 Days,-20.0,Fall by 14.46%,7.83%,-13.5%,
2001-03-25,18.6875,2001-04-01,15.8125,Sell,4 Days,-19.44,Fall by 16.52%,15.38%,1.89%,
2001-09-23,12.09,2001-10-07,14.94,Sell,9 Days,-13.51,Fall by -50.45%,-23.57%,-21.68%,
2001-11-11,19.2,2001-12-02,20.44,Sell,14 Days,-7.69,Fall by 5.26%,-6.46%,-28.14%,
2002-05-12,15.42,2002-05-19,17.25,Sell,4 Days,-10.53,Fall by 10.89%,-11.87%,-40.01%,
2003-01-12,15.22,2003-01-19,14.13,Sell,4 Days,-4.76,Fall by 10.12%,7.16%,-32.85%,
2004-03-28,23.4,2004-04-18,22.48,Sell,14 Days,-11.11,Fall by 10.64%,3.93%,-28.92%,
2004-05-16,21.24,2004-06-06,22.78,Sell,14 Days,-10.53,Fall by 15.91%,-7.25%,-36.17%,
2005-03-27,17.88,2005-04-17,17.2,Sell,14 Days,-18.71,Fall by -6.21%,3.8%,-32.36%,
2005-05-29,19.79,2006-10-08,24.09,Buy,354 Days,20.72,Rise by 0.51%,21.73%,-10.64%,
2005-08-21,17.82,2005-10-16,17.27,Sell,39 Days,-11.11,Fall by 4.43%,3.09%,-7.55%,
2006-01-08,18.77,2006-02-05,18.15,Sell,19 Days,-10.87,Fall by -10.18%,3.3%,-4.25%,
2006-04-23,20.68,2006-06-11,19.97,Sell,34 Days,-7.1,Fall by 13.25%,3.43%,-0.81%,
2008-03-30,24.08,2008-10-12,17.23,Buy,139 Days,8.0,Rise by 11.09%,-28.45%,-29.26%,
2009-03-22,15.91,2009-05-03,19.58,Buy,29 Days,6.79,Rise by 23.07%,23.07%,-6.19%,
2011-03-20,17.14,2011-05-22,16.53,Sell,44 Days,-11.63,Fall by 1.17%,3.56%,-2.63%,
2012-04-15,19.85,2012-05-06,19.12,Sell,14 Days,-13.42,Fall by 17.03%,3.68%,1.04%,
2013-05-12,21.1,2013-07-14,25.94,Buy,44 Days,13.36,Rise by 22.94%,22.94%,23.98%,
2013-08-25,23.86,2013-10-06,23.02,Sell,29 Days,-13.9,Fall by 5.87%,3.52%,27.5%,
2015-08-02,28.42,2015-08-23,26.47,Sell,14 Days,-19.6,Fall by 10.2%,6.86%,34.36%,
2016-01-17,23.62,2016-02-07,22.89,Sell,14 Days,-27.63,Fall by -12.32%,3.09%,37.45%,
2016-11-20,30.18,2017-11-26,36.49,Buy,264 Days,20.08,Rise by 13.72%,20.91%,58.36%,
2018-04-15,43.0,2018-05-13,45.93,Sell,19 Days,-16.67,Fall by 2.84%,-6.81%,51.55%,
2021-01-24,44.77,2021-06-06,54.07,Buy,94 Days,8.07,Rise by 17.42%,20.77%,72.32%,
2021-10-03,55.14,2021-11-21,53.25,Sell,34 Days,-12.57,Fall by 3.43%,3.43%,75.75%,
2023-06-11,49.66,2024-12-08,59.89,Buy,389 Days,20.25,Rise by 5.98%,20.6%,96.35%,
2025-01-19,60.23,2025-02-16,64.87,Sell,19 Days,-15.14,Fall by 9.45%,-7.7%,88.65%,
2025-07-06,69.37,2025-07-06,69.37,Buy,0 Days,11.9,Rise by 0%,0.0%,88.65%,
