Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,1998-06-30,7.5,1998-07-31,5.97,23 days,1998-05-31/6.6667,-20.44%,-20.44%,Rise by -33.33%,-20.44%,
Buy,2003-07-31,0.76,2003-10-31,1.27,66 days,2002-07-31/0.7333,66.67%,66.67%,Rise by 347.37%,46.23%,
Buy,2003-11-30,1.73,2004-02-29,3.11,64 days,2003-10-31/1.2667,79.62%,79.62%,Rise by 234.24%,125.84%,
Buy,2004-03-31,3.4,2004-12-31,5.79,197 days,2004-02-29/3.1133,70.39%,70.39%,Rise by 70.39%,196.24%,
Buy,2005-07-31,6.27,2006-12-31,5.01,369 days,2004-12-31/5.7933,-20.05%,-20.05%,Rise by -10.43%,176.18%,
Buy,2007-11-30,6.56,2008-10-31,5.18,240 days,2007-06-30/5.8333,-20.99%,-20.99%,Rise by 19.92%,155.20%,
Buy,2010-01-31,5.05,2012-02-29,8.17,542 days,2009-01-31/4.8333,61.68%,61.68%,Rise by -10.36%,216.87%,
Buy,2012-03-31,8.68,2013-04-30,14.74,281 days,2012-02-29/8.17,69.75%,69.75%,Rise by 378.5%,286.62%,
Buy,2013-05-31,16.5,2013-11-30,28.97,130 days,2013-04-30/14.74,75.59%,75.59%,Rise by 151.87%,362.21%,
Buy,2014-01-31,30.99,2015-01-31,22.6,260 days,2013-11-30/28.9667,-27.07%,-27.07%,Rise by -10.65%,335.14%,
Buy,2016-08-31,26.17,2019-04-30,45.19,694 days,2015-11-30/24.61,72.68%,72.68%,Rise by 33.55%,407.82%,
Buy,2019-05-31,47.81,2019-11-30,36.33,130 days,2019-04-30/45.19,-24.01%,-24.01%,Rise by -18.39%,383.81%,
Buy,2020-11-30,38.74,2022-01-31,30.79,305 days,2020-10-31/38.66,-20.52%,-20.52%,Rise by -10.04%,363.29%,
Buy,2023-01-31,31.7,2025-07-31,52.29,652 days,2022-03-31/31.46,64.95%,64.95%,Rise by -15.14%,428.24%,
Buy,2025-08-31,57.63,2025-08-31,57.63,0 days,2025-07-31/52.29,0.00%,0.00%,Rise by 0%,428.24%,
