Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Spread,Actual Rise/Fall wrt Entry,Return,Cum-Return
2003-04-27,11.2389,2003-06-22,13.5722,Buy,39 Days,44.0,Rise by 25.61%,20.76%,20.76%
2004-03-28,18.7867,2004-04-11,20.05,Sell,9 Days,-11.11,Fall by 11.92%,-6.72%,14.04%
2004-05-16,16.5467,2004-05-30,17.7944,Sell,9 Days,-10.53,Fall by -2.86%,-7.54%,6.5%
2005-03-27,22.2233,2005-06-19,24.37,Sell,59 Days,-18.71,Fall by -16.9%,-9.66%,-3.16%
2005-05-29,23.1556,2005-10-02,28.2933,Buy,89 Days,20.72,Rise by 13.8%,22.19%,19.02%
2005-08-21,25.51,2005-09-11,27.3533,Sell,14 Days,-11.11,Fall by -0.81%,-7.23%,11.8%
2006-01-08,31.5967,2006-01-29,33.53,Sell,14 Days,-10.87,Fall by 0.15%,-6.12%,5.68%
2006-04-23,35.6333,2006-05-21,32.9967,Sell,19 Days,-7.1,Fall by 18.57%,7.4%,13.08%
2008-03-30,44.53,2008-09-07,36.96,Buy,114 Days,8.0,Rise by 16.1%,-17.0%,-3.92%
2009-03-22,23.9,2009-05-03,29.09,Buy,29 Days,6.79,Rise by 41.17%,21.72%,17.79%
2011-03-20,45.23,2011-04-03,49.45,Sell,9 Days,-11.63,Fall by -3.74%,-9.33%,8.46%
2012-04-15,42.16,2012-05-13,39.97,Sell,19 Days,-13.42,Fall by 11.55%,5.19%,13.66%
2013-05-12,43.57,2015-08-09,36.3,Buy,584 Days,13.36,Rise by -14.14%,-16.69%,-3.03%
2013-08-25,38.65,2013-09-15,41.16,Sell,14 Days,-13.9,Fall by -6.49%,-6.49%,-9.52%
2015-08-02,37.12,2015-08-16,35.53,Sell,9 Days,-19.6,Fall by 13.42%,4.28%,-5.24%
2016-01-17,28.46,2016-01-31,30.57,Sell,9 Days,-27.63,Fall by -13.18%,-7.41%,-12.65%
2016-11-20,34.59,2017-05-28,41.74,Buy,134 Days,20.08,Rise by 11.25%,20.67%,8.02%
2018-04-15,47.57,2018-05-20,46.07,Sell,24 Days,-16.67,Fall by 3.15%,3.15%,11.17%
2021-01-24,55.83,2022-01-30,47.29,Buy,264 Days,8.07,Rise by -2.04%,-15.3%,-4.12%
2021-10-03,50.33,2021-11-28,48.7,Sell,39 Days,-12.57,Fall by 3.24%,3.24%,-0.89%
2023-06-11,39.86,2025-06-29,48.09,Buy,534 Days,20.25,Rise by 5.19%,20.65%,19.76%
2025-01-19,42.09,2025-02-23,44.9,Sell,24 Days,-15.14,Fall by 3.59%,-6.68%,13.09%
2025-07-06,48.76,2025-07-06,48.76,Buy,0 Days,11.9,Rise by 0%,0.0%,13.09%
