Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Spread,Actual Rise/Fall wrt Entry,Return,Cum-Return,Signal Open Price
2005-07-10,2.111,2006-03-19,2.5485,Buy,179 Days,22.58,Rise by 3.55%,20.72%,20.72%,
2005-08-21,2.186,2005-08-28,2.11,Sell,4 Days,-11.11,Fall by 7.37%,3.48%,24.2%,
2006-01-08,2.3,2006-03-05,2.4545,Sell,39 Days,-10.87,Fall by -0.04%,-6.72%,17.48%,
2006-04-23,2.567,2006-05-21,2.455,Sell,19 Days,-7.1,Fall by 10.36%,4.36%,21.85%,
2008-03-30,4.21,2008-09-21,3.572,Buy,124 Days,8.0,Rise by -10.93%,-15.15%,6.69%,
2009-03-22,3.64,2009-09-20,4.419,Buy,129 Days,6.79,Rise by 2.47%,21.4%,28.09%,
2011-03-20,8.807,2011-03-27,8.5,Sell,4 Days,-11.63,Fall by 3.49%,3.49%,31.58%,
2012-04-15,11.0458,2012-06-03,10.6541,Sell,34 Days,-13.42,Fall by 4.16%,3.55%,35.13%,
2013-05-12,13.2,2014-02-16,16.0975,Buy,199 Days,13.36,Rise by -11.19%,21.95%,57.08%,
2013-08-25,13.0423,2013-09-01,12.65,Sell,4 Days,-13.9,Fall by 6.09%,3.01%,60.08%,
2015-08-02,26.782,2015-08-16,25.8595,Sell,9 Days,-19.6,Fall by 10.95%,3.44%,63.53%,
2016-01-17,24.3055,2016-02-07,22.1855,Sell,14 Days,-27.63,Fall by 3.62%,8.72%,72.25%,
2016-11-20,15.376,2017-05-07,18.645,Buy,119 Days,20.08,Rise by 12.46%,21.26%,93.51%,
2018-04-15,19.9,2018-04-22,19.2,Sell,4 Days,-16.67,Fall by 4.27%,3.52%,97.03%,
2021-01-24,29.25,2021-07-04,35.4,Buy,114 Days,8.07,Rise by 14.19%,21.03%,118.05%,
2021-10-03,41.1,2021-10-17,43.9,Sell,9 Days,-12.57,Fall by -2.19%,-6.81%,111.24%,
2023-06-11,73.5,2023-09-10,91.25,Buy,64 Days,20.25,Rise by 1.36%,24.15%,135.39%,
2025-01-19,76.2,2025-01-26,83.4,Sell,4 Days,-15.14,Fall by 16.8%,-9.45%,125.94%,
2025-07-06,59.8,2025-08-03,41.9,Buy,19 Days,11.9,Rise by -27.26%,-29.93%,96.01%,
