Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Spread,Actual Rise/Fall wrt Entry,Return,Cum-Return
2013-11-10,1.565,2014-09-14,1.9,Buy,219 Days,23.68,Rise by -1.92%,21.41%,21.41%
2015-08-02,2.25,2015-08-16,2.16,Sell,9 Days,-19.6,Fall by 4.89%,4.0%,25.41%
2016-01-17,2.39,2016-02-14,2.24,Sell,19 Days,-27.63,Fall by -9.21%,6.28%,31.68%
2016-11-20,2.595,2018-06-10,3.14,Buy,404 Days,20.08,Rise by 6.36%,21.0%,52.68%
2018-04-15,2.88,2018-05-27,3.055,Sell,29 Days,-16.67,Fall by -8.16%,-6.08%,46.61%
2021-01-24,8.08,2021-02-14,5.81,Buy,14 Days,8.07,Rise by -29.46%,-28.09%,18.51%
2021-10-03,4.93,2021-11-21,4.63,Sell,34 Days,-12.57,Fall by 8.11%,6.09%,24.6%
2023-06-11,5.36,2024-06-02,6.76,Buy,254 Days,20.25,Rise by 3.36%,26.12%,50.72%
2025-01-19,6.04,2025-03-09,5.41,Sell,34 Days,-15.14,Fall by 10.43%,10.43%,61.15%
2025-07-06,5.855,2025-07-06,5.855,Buy,0 Days,11.9,Rise by 0%,0.0%,61.15%
