Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Spread,Actual Rise/Fall wrt Entry,Return,Cum-Return,Signal Open Price
2000-11-19,1.43,2001-03-04,1.72,Buy,74 Days,29.16,Rise by 11.61%,20.28%,20.28%,
2000-12-24,1.564,2001-02-25,1.702,Sell,44 Days,-20.0,Fall by -2.94%,-8.82%,11.46%,
2001-03-25,1.64,2001-05-06,1.75,Sell,29 Days,-19.44,Fall by -68.29%,-6.71%,4.75%,
2001-09-23,2.44,2001-10-07,2.68,Sell,9 Days,-13.51,Fall by 13.93%,-9.84%,-5.09%,
2001-11-11,2.748,2001-11-18,3.1,Sell,4 Days,-7.69,Fall by 23.58%,-12.81%,-17.9%,
2002-05-12,2.01,2002-06-09,1.8,Sell,19 Days,-10.53,Fall by 12.44%,10.45%,-7.45%,
2003-01-12,2.15,2003-01-19,2.38,Sell,4 Days,-4.76,Fall by 6.23%,-10.7%,-18.15%,
2004-03-28,2.348,2004-04-18,2.49,Sell,14 Days,-11.11,Fall by -3.07%,-6.05%,-24.19%,
2004-05-16,2.42,2004-06-06,2.61,Sell,14 Days,-10.53,Fall by -7.6%,-7.85%,-32.05%,
2005-03-27,3.06,2005-04-10,2.96,Sell,9 Days,-18.71,Fall by 2.94%,3.27%,-28.78%,
2005-05-29,2.97,2005-09-04,3.58,Buy,69 Days,20.72,Rise by 18.86%,20.54%,-8.24%,
2005-08-21,3.36,2005-09-04,3.58,Sell,9 Days,-11.11,Fall by -1.19%,-6.55%,-14.79%,
2006-01-08,3.63,2006-03-12,3.89,Sell,44 Days,-10.87,Fall by -18.73%,-7.16%,-21.95%,
2006-04-23,4.01,2006-05-07,4.28,Sell,9 Days,-7.1,Fall by -7.23%,-6.73%,-28.68%,
2008-03-30,2.8,2008-06-22,2.14,Buy,59 Days,8.0,Rise by -14.29%,-23.57%,-52.25%,
2009-03-22,3.06,2011-07-24,2.54,Buy,609 Days,6.79,Rise by 5.23%,-16.99%,-69.25%,
2011-03-20,3.01,2011-06-26,2.74,Sell,69 Days,-11.63,Fall by 11.63%,8.97%,-60.28%,
2012-04-15,2.16,2012-05-13,2.32,Sell,19 Days,-13.42,Fall by 5.56%,-7.41%,-67.68%,
2013-05-12,2.72,2013-06-16,3.33,Buy,24 Days,13.36,Rise by 32.35%,22.43%,-45.26%,
2013-08-25,3.53,2013-09-15,3.75,Sell,14 Days,-13.9,Fall by 3.12%,-6.23%,-51.49%,
2015-08-02,7.5,2015-08-23,7.25,Sell,14 Days,-19.6,Fall by 4.27%,3.33%,-48.16%,
2016-01-17,8.55,2016-03-06,9.1,Sell,34 Days,-27.63,Fall by -7.02%,-6.43%,-54.59%,
2016-11-20,8.8,2017-05-28,10.61,Buy,134 Days,20.08,Rise by 2.27%,20.57%,-34.02%,
2018-04-15,12.8,2018-04-22,12.04,Sell,4 Days,-16.67,Fall by -16.41%,5.94%,-28.08%,
2021-01-24,35.1,2021-02-28,29.25,Buy,24 Days,8.07,Rise by -16.67%,-16.67%,-44.75%,
2021-10-03,31.72,2021-10-10,30.25,Sell,4 Days,-12.57,Fall by 11.73%,4.63%,-40.12%,
2023-06-11,23.62,2024-05-05,28.55,Buy,234 Days,20.25,Rise by -11.13%,20.87%,-19.24%,
2025-01-19,38.9,2025-02-02,37.6,Sell,9 Days,-15.14,Fall by 12.39%,3.34%,-15.9%,
2025-07-06,36.58,2025-07-06,36.58,Buy,0 Days,11.9,Rise by 0%,0.0%,-15.9%,
