Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Spread,Actual Rise/Fall wrt Entry,Return,Cum-Return,Signal Open Price
2004-08-29,2.6438,2004-10-03,3.3021,Buy,24 Days,16.11,Rise by 79.6%,24.9%,24.9%,
2005-03-27,4.4645,2005-04-10,4.7833,Sell,9 Days,-18.71,Fall by -60.54%,-7.14%,17.76%,
2005-05-29,6.6252,2005-10-23,8.4658,Buy,104 Days,20.72,Rise by 13.68%,27.78%,45.54%,
2005-08-21,6.9739,2005-09-11,7.4493,Sell,14 Days,-11.11,Fall by -5.76%,-6.82%,38.72%,
2006-01-08,11.598,2006-01-22,9.9492,Sell,9 Days,-10.87,Fall by 22.13%,14.22%,52.94%,
2006-04-23,10.8867,2006-04-30,10.4095,Sell,4 Days,-7.1,Fall by 12.76%,4.38%,57.32%,
2008-03-30,10.9111,2008-04-20,13.4349,Buy,14 Days,8.0,Rise by 32.69%,23.13%,80.45%,
2009-03-22,8.2232,2009-05-10,10.1452,Buy,34 Days,6.79,Rise by 23.37%,23.37%,103.83%,
2011-03-20,13.9741,2011-04-17,13.218,Sell,19 Days,-11.63,Fall by 6.41%,5.41%,109.24%,
2012-04-15,15.5567,2012-04-22,14.8459,Sell,4 Days,-13.42,Fall by 9.62%,4.57%,113.81%,
2013-05-12,21.9236,2013-12-01,26.3908,Buy,144 Days,13.36,Rise by 4.86%,20.38%,134.18%,
2013-08-25,21.674,2013-10-20,25.1908,Sell,39 Days,-13.9,Fall by -0.2%,-16.23%,117.96%,
2015-08-02,31.2805,2015-09-06,30.035,Sell,24 Days,-19.6,Fall by 3.98%,3.98%,121.94%,
2016-01-17,34.7225,2016-01-31,37.1475,Sell,9 Days,-27.63,Fall by 0.21%,-6.98%,114.95%,
2016-11-20,38.027,2017-05-07,46.3565,Buy,119 Days,20.08,Rise by 8.25%,21.9%,136.86%,
2018-04-15,51.4635,2018-05-13,54.913,Sell,19 Days,-16.67,Fall by -13.17%,-6.7%,130.16%,
2021-01-24,95.0525,2021-04-11,114.294,Buy,54 Days,8.07,Rise by 10.91%,20.24%,150.4%,
2021-10-03,136.4625,2021-10-31,148.2705,Sell,19 Days,-12.57,Fall by -4.44%,-8.65%,141.75%,
2023-06-11,122.87,2024-01-21,147.97,Buy,159 Days,20.25,Rise by 8.25%,20.43%,162.17%,
2025-01-19,197.55,2025-02-09,187.14,Sell,14 Days,-15.14,Fall by 12.82%,5.27%,167.44%,
2025-07-06,180.55,2025-09-07,235.17,Buy,44 Days,11.9,Rise by 41.37%,30.25%,197.7%,
