Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2004-11-30,20.1,2005-09-30,24.66,Buy,217 days,Rise by 42.850000%,22.66
2006-02-28,28.72,2007-07-31,32.06,Buy,369 days,Rise by -10.780000%,11.63
2006-07-31,25.62,2006-09-30,29.57,Sell,44 days,Fall by -19.710000%,-15.4
2008-07-31,30.38,2009-01-31,16.14,Sell,131 days,Fall by 40.960000%,46.89
2010-03-31,37.29,2011-05-31,43.07,Buy,303 days,Rise by 18.790000%,15.5
2010-04-30,37.23,2011-05-31,43.07,Buy,281 days,Rise by 18.980000%,15.69
2011-03-31,44.3,2012-07-31,39.29,Buy,347 days,Rise by -10.990000%,-11.3
2011-08-31,39.42,2012-02-29,40.76,Sell,129 days,Fall by -1.930000%,-3.39
2013-05-31,40.42,2013-10-31,45.86,Sell,108 days,Fall by 1.470000%,-13.44
2014-05-31,49.59,2017-06-30,50.38,Buy,803 days,Rise by -19.680000%,1.59
2014-06-30,51.41,2017-06-30,50.38,Buy,783 days,Rise by -22.520000%,-2.0
2014-07-31,52.25,2017-06-30,50.38,Buy,760 days,Rise by -23.770000%,-3.58
2014-08-31,52.63,2017-06-30,50.38,Buy,738 days,Rise by -24.320000%,-4.28
2015-01-31,39.83,2015-04-30,46.16,Sell,62 days,Fall by 1.030000%,-15.89
2016-04-30,44.5,2017-03-31,50.09,Buy,238 days,Rise by 16.340000%,12.56
2016-11-30,47.39,2017-09-30,56.27,Buy,217 days,Rise by 28.320000%,18.74
2017-10-31,56.85,2019-01-31,56.31,Buy,326 days,Rise by 6.950000%,-0.95
2018-11-30,55.3,2019-02-28,57.38,Sell,63 days,Fall by 2.010000%,-3.76
2020-02-29,51.61,2020-07-31,44.28,Sell,108 days,Fall by 14.200000%,14.2
2020-03-31,42.39,2020-08-31,49.86,Sell,108 days,Fall by -53.200000%,-17.62
2022-01-31,80.03,2022-01-31,80.03,Buy,0 days,Rise by -18.060000%,0.0
2022-02-28,80.69,2022-02-28,80.69,Buy,0 days,Rise by -19.480000%,0.0
2022-08-31,64.34,2023-05-31,56.6,Sell,194 days,Fall by 12.030000%,12.03
2023-10-31,55.84,2023-12-31,64.62,Sell,43 days,Fall by 1.580000%,-15.72
2024-08-31,59.92,2025-08-31,75.14,Buy,259 days,Rise by 37.070000%,25.4
2025-05-31,69.05,2025-10-31,82.13,Buy,108 days,Rise by 18.940000%,18.94
