Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2003-06-30,1.82,2003-10-31,4.09,89 days,2003-04-30/1.6286,124.27%,124.27%,Rise by 187.32%,124.27%
Buy,2004-01-31,5.24,2004-04-30,3.62,64 days,2003-10-31/4.0929,-30.91%,-30.91%,Rise by -44.15%,93.36%
Buy,2005-08-31,3.08,2007-07-31,2.46,499 days,2005-07-31/2.6514,-20.08%,-20.08%,Rise by 37.48%,73.28%
Buy,2007-12-31,3.8,2009-03-31,6.13,326 days,2007-10-31/3.7814,61.23%,61.23%,Rise by -13.67%,134.51%
Buy,2009-04-30,6.47,2010-03-31,10.53,239 days,2009-03-31/6.1314,62.74%,62.74%,Rise by 145.31%,197.25%
Buy,2010-04-30,14.13,2010-09-30,23.17,109 days,2010-03-31/10.5343,63.96%,63.96%,Rise by 173.81%,261.21%
Buy,2010-10-31,24.8,2011-09-30,16.18,239 days,2010-09-30/23.1657,-34.74%,-34.74%,Rise by 56.02%,226.47%
Buy,2013-01-31,23.61,2013-08-31,40.56,151 days,2012-01-31/17.1714,71.82%,71.82%,Rise by 169.69%,298.29%
Buy,2013-09-30,44.17,2015-04-30,79.5,413 days,2013-08-31/40.5586,79.97%,79.97%,Rise by 44.12%,378.26%
Buy,2015-05-31,89.15,2017-03-31,147.81,479 days,2015-04-30/79.5,65.80%,65.80%,Rise by 38.34%,444.06%
Buy,2017-04-30,152.2,2018-01-31,270.3,197 days,2017-03-31/147.81,77.60%,77.60%,Rise by 29.06%,521.66%
Buy,2018-02-28,291.38,2020-07-31,488.88,632 days,2018-01-31/270.3,67.78%,67.78%,Rise by 27.17%,589.44%
Buy,2020-08-31,529.56,2022-02-28,394.52,390 days,2020-07-31/488.88,-25.50%,-25.50%,Rise by 30.36%,563.94%
Buy,2023-05-31,395.23,2024-05-31,641.62,262 days,2023-01-31/353.86,62.34%,62.34%,Rise by 238.82%,626.28%
Buy,2024-06-30,674.88,2025-04-30,1131.72,217 days,2024-05-31/641.62,67.69%,67.69%,Rise by 98.42%,693.97%
Buy,2025-05-31,1207.23,2025-05-31,1207.23,0 days,2025-04-30/1131.72,0.00%,0.00%,Rise by 0%,693.97%
