Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Spread,Actual Rise/Fall wrt Entry,Return,Cum-Return
2000-11-19,45.0169,2000-12-10,56.4459,Buy,14 Days,29.16,Rise by 21.34%,25.39%,25.39%
2000-12-24,43.2084,2001-01-07,52.3434,Sell,9 Days,-20.0,Fall by 14.12%,-21.14%,4.25%
2001-03-25,26.6166,2001-04-01,25.095,Sell,4 Days,-19.44,Fall by 12.19%,5.72%,9.96%
2001-09-23,16.4756,2001-09-30,19.5112,Sell,4 Days,-13.51,Fall by -73.93%,-18.42%,-8.46%
2001-11-11,20.2341,2001-11-18,23.2247,Sell,4 Days,-7.69,Fall by -41.63%,-14.78%,-23.24%
2002-05-12,30.0647,2002-06-02,28.5169,Sell,14 Days,-10.53,Fall by 12.76%,5.15%,-18.09%
2003-01-12,28.6688,2003-01-26,26.7759,Sell,9 Days,-4.76,Fall by 8.88%,6.6%,-11.49%
2004-03-28,26.7694,2004-04-04,25.3022,Sell,4 Days,-11.11,Fall by -3.65%,5.48%,-6.01%
2004-05-16,28.98,2004-06-13,27.7453,Sell,19 Days,-10.53,Fall by -45.51%,4.26%,-1.75%
2005-03-27,36.3038,2005-04-17,34.065,Sell,14 Days,-18.71,Fall by -9.15%,6.17%,4.42%
2005-05-29,40.7334,2005-11-27,49.4494,Buy,129 Days,20.72,Rise by 5.66%,21.4%,25.82%
2005-08-21,40.5028,2005-09-18,43.0369,Sell,19 Days,-11.11,Fall by 0.62%,-6.26%,19.56%
2006-01-08,53.1788,2006-01-29,56.8294,Sell,14 Days,-10.87,Fall by -9.02%,-6.86%,12.69%
2006-04-23,61.7513,2006-05-21,54.8663,Sell,19 Days,-7.1,Fall by 13.46%,11.15%,23.84%
2008-03-30,51.0188,2008-07-20,41.2031,Buy,79 Days,8.0,Rise by 12.29%,-19.24%,4.6%
2009-03-22,25.9931,2009-04-26,35.1281,Buy,24 Days,6.79,Rise by 77.45%,35.14%,39.75%
2011-03-20,82.4813,2011-04-03,89.2594,Sell,9 Days,-11.63,Fall by -0.58%,-8.22%,31.53%
2012-04-15,78.6188,2012-04-29,76.0875,Sell,9 Days,-13.42,Fall by 6.69%,3.22%,34.75%
2013-05-12,66.5625,2013-08-04,82.2563,Buy,59 Days,13.36,Rise by 36.23%,23.58%,58.33%
2013-08-25,84.0375,2013-09-01,90.675,Sell,4 Days,-13.9,Fall by -5.04%,-7.9%,50.43%
2015-08-02,106.8469,2015-11-15,103.4063,Sell,74 Days,-19.6,Fall by 2.78%,3.22%,53.65%
2016-01-17,101.8313,2016-02-14,96.9938,Sell,19 Days,-27.63,Fall by 1.84%,4.75%,58.4%
2016-11-20,81.9656,2017-05-28,101.0625,Buy,134 Days,20.08,Rise by 10.87%,23.3%,81.7%
2018-04-15,110.3063,2018-04-29,103.5563,Sell,9 Days,-16.67,Fall by 10.05%,6.12%,87.82%
2021-01-24,222.375,2021-05-30,269.35,Buy,89 Days,8.07,Rise by 15.85%,21.12%,108.94%
2021-10-03,318.125,2021-10-17,354.125,Sell,9 Days,-12.57,Fall by 2.33%,-11.32%,97.63%
2023-06-11,198.65,2024-01-21,242.525,Buy,159 Days,20.25,Rise by 1.95%,22.09%,119.71%
2025-01-19,281.95,2025-01-26,320.1,Sell,4 Days,-15.14,Fall by 12.64%,-13.53%,106.18%
2025-07-06,270.05,2025-07-06,270.05,Buy,0 Days,11.9,Rise by 0%,0.0%,106.18%
