Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return
1999-02-28,18.25,1999-03-31,17.6875,1995-01-31-1998-04-30,6.47-23.05,Sell,22 days,3.08%,Fall by 13.92%,3.08%
1999-12-31,15.875,2025-04-30,165.47,1995-01-31-1998-04-30,6.47-23.05,Buy,6608 days,942.33%,Rise by 24.17%,945.41%
2001-02-28,23.425,2001-04-30,21.475,2000-01-31-2001-01-31,13.625-26.4,Sell,43 days,8.32%,Fall by -8.96%,953.74%
2001-06-30,24.285,2001-10-31,23.4,1998-04-30-2000-01-31,15.875-20.6125,Sell,87 days,3.64%,Fall by -33.65%,957.38%
2001-09-30,24.075,2002-03-31,26.6,2000-01-31-2001-08-31,13.625-26.625,Sell,129 days,-10.49%,Fall by -11.02%,946.89%
2002-04-30,27.485,2003-03-31,28.57,2000-01-31-2001-01-31,13.625-26.4,Buy,239 days,3.95%,Rise by 11.1%,950.84%
2004-05-31,29.53,2005-02-28,36.125,2001-09-30-2003-11-30,20.8-32.95,Sell,195 days,-22.33%,Fall by -49.73%,928.51%
2004-07-31,30.75,2004-07-31,30.75,2000-01-31-2003-11-30,13.625-32.95,Buy,0 days,0.0%,Rise by 0%,928.51%
2006-08-31,48.98,2010-08-31,51.0,2001-09-30-2006-03-31,20.8-51.49,Buy,1043 days,4.12%,Rise by 17.63%,932.63%
2007-10-31,56.04,2010-08-31,51.0,2001-09-30-2007-05-31,20.8-61.08,Buy,739 days,-8.99%,Rise by 17.63%,923.64%
2007-11-30,53.0,2007-12-31,50.74,2001-09-30-2007-05-31,20.8-61.08,Sell,21 days,4.26%,Fall by 9.68%,927.9%
2008-01-31,50.65,2008-03-31,47.95,1995-01-31-2007-05-31,6.47-61.08,Sell,42 days,5.33%,Fall by 24.71%,933.23%
2008-03-31,47.95,2008-06-30,45.83,2001-09-30-2006-03-31,20.8-51.49,Sell,65 days,4.42%,Fall by 21.23%,937.65%
2008-09-30,50.5,2008-09-30,50.5,1995-01-31-2007-05-31,6.47-61.08,Buy,0 days,0.0%,Rise by 0%,937.65%
2008-10-31,46.84,2008-11-30,43.18,2000-01-31-2006-03-31,13.625-51.49,Sell,20 days,7.81%,Fall by -21.07%,945.47%
2009-04-30,42.3,2010-03-31,59.44,2001-09-30-2003-11-30,20.8-32.95,Buy,239 days,40.52%,Rise by -14.2%,985.99%
2010-06-30,50.7,2010-10-31,54.39,2009-02-28-2010-04-30,25.52-62.89,Sell,87 days,-7.28%,Fall by 11.64%,978.71%
2010-08-31,51.0,2011-02-28,56.79,2000-01-31-2010-04-30,13.625-62.89,Sell,129 days,-11.35%,Fall by 11.75%,967.36%
2010-10-31,54.39,2010-10-31,54.39,2009-02-28-2010-04-30,25.52-62.89,Buy,0 days,0.0%,Rise by 0%,967.36%
2011-02-28,56.79,2011-02-28,56.79,2000-01-31-2010-04-30,13.625-62.89,Buy,0 days,0.0%,Rise by 0%,967.36%
2011-08-31,50.12,2011-09-30,48.06,2010-08-31-2011-03-31,48.85-61.53,Sell,22 days,4.11%,Fall by -6.91%,971.47%
2013-01-31,62.12,2013-12-31,71.41,2011-11-30-2012-03-31,43.3-59.13,Buy,238 days,14.95%,Rise by 13.11%,986.42%
