Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return,Signal Open Price
2004-01-31,113.48,2005-03-31,117.96,Buy,302 days,Rise by 6.510000%,3.95,
2005-04-30,115.75,2005-12-31,124.51,Sell,174 days,Fall by -9.960000%,-7.57,
2006-03-31,129.83,2007-01-31,143.75,Buy,217 days,Rise by 10.720000%,10.72,
2006-11-30,140.53,2007-07-31,145.72,Buy,172 days,Rise by 9.100000%,3.69,
2006-12-31,141.62,2008-02-29,133.82,Buy,303 days,Rise by 8.260000%,-5.51,
2008-02-29,133.82,2008-10-31,96.83,Sell,174 days,Fall by 13.320000%,27.64,
2008-10-31,96.83,2009-03-31,79.52,Sell,106 days,Fall by 17.880000%,17.88,
2008-11-30,90.09,2009-04-30,87.42,Sell,107 days,Fall by -14.570000%,2.96,
2010-06-30,103.22,2010-09-30,114.13,Sell,65 days,Fall by -9.620000%,-10.57,
2012-03-31,140.81,2013-04-30,159.68,Buy,280 days,Rise by 2.240000%,13.4,
2013-04-30,159.68,2013-10-31,175.79,Buy,131 days,Rise by 29.760000%,10.09,
2015-09-30,191.63,2016-07-31,217.12,Sell,217 days,Fall by -37.320000%,-13.3,
2016-07-31,217.12,2017-03-31,235.74,Buy,173 days,Rise by 29.840000%,8.58,
2021-03-31,396.33,2021-07-31,438.51,Buy,87 days,Rise by 19.840000%,10.64,
2022-02-28,436.63,2022-08-31,395.18,Sell,131 days,Fall by 18.200000%,9.49,
2024-01-31,482.88,2024-05-31,527.37,Buy,86 days,Rise by 24.780000%,9.21,
2025-09-30,666.18,2025-09-30,666.18,Buy,0 days,Rise by 2.380000%,0.0,
