Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return,Signal Open Price
2012-04-15,137.14,2012-06-10,133.1,Sell,39 days,Fall by 6.550000%,2.95,
2012-05-20,129.74,2012-07-01,136.1,Sell,29 days,Fall by -5.110000%,-4.9,
2013-07-21,169.17,2013-11-17,180.05,Buy,84 days,Rise by 8.850000%,6.43,
2013-11-10,177.29,2013-12-15,178.11,Buy,24 days,Rise by 3.860000%,0.46,
2014-02-02,178.18,2014-03-09,188.26,Sell,24 days,Fall by -1.870000%,-5.66,
2014-02-16,184.02,2014-05-18,188.05,Buy,64 days,Rise by 7.710000%,2.19,
2014-03-09,188.26,2014-06-22,195.94,Buy,74 days,Rise by 5.280000%,4.08,
2014-10-19,188.47,2014-11-02,201.66,Sell,9 days,Fall by -5.830000%,-7.0,
2015-06-07,209.77,2015-09-20,195.45,Sell,74 days,Fall by 8.190000%,6.83,
2016-01-17,187.81,2016-03-06,200.43,Sell,34 days,Fall by -8.220000%,-6.72,
2016-05-08,205.72,2016-07-17,215.83,Sell,49 days,Fall by 1.210000%,-4.91,
2016-06-26,203.24,2016-07-17,215.83,Sell,14 days,Fall by -4.940000%,-6.19,
2016-07-10,212.65,2016-08-07,218.18,Buy,19 days,Rise by 12.120000%,2.6,
2016-07-24,217.24,2016-12-18,225.04,Buy,104 days,Rise by 9.750000%,3.59,
2016-08-07,218.18,2016-12-18,225.04,Buy,94 days,Rise by 9.280000%,3.14,
2016-11-20,218.5,2016-12-18,225.04,Buy,19 days,Rise by 9.120000%,2.99,
2017-02-26,236.74,2017-06-18,242.64,Buy,79 days,Rise by 3.140000%,2.49,
2017-08-20,242.71,2017-10-08,254.37,Sell,34 days,Fall by -7.740000%,-4.8,
2017-10-29,257.71,2017-12-17,266.51,Buy,34 days,Rise by 11.200000%,3.41,
2017-12-03,264.46,2018-01-07,273.42,Buy,24 days,Rise by 8.360000%,3.39,
2018-07-29,281.42,2018-09-16,290.88,Buy,34 days,Rise by 3.760000%,3.36,
2018-11-25,263.25,2018-12-02,275.65,Sell,4 days,Fall by -4.570000%,-4.71,
2018-12-16,260.47,2019-01-06,252.39,Sell,14 days,Fall by -5.680000%,3.1,
2018-12-23,240.7,2019-01-06,252.39,Sell,9 days,Fall by -14.360000%,-4.86,
2019-11-03,306.14,2019-12-08,314.87,Buy,24 days,Rise by 10.280000%,2.85,
2019-11-10,308.94,2020-01-05,322.41,Buy,39 days,Rise by 9.280000%,4.36,
2019-12-22,320.73,2020-08-30,350.58,Buy,179 days,Rise by 5.260000%,9.31,
2020-03-08,297.46,2020-03-29,253.42,Sell,14 days,Fall by -10.510000%,14.81,
2020-03-22,228.8,2020-03-29,253.42,Sell,4 days,Fall by -43.680000%,-10.76,
2021-03-07,383.63,2021-04-11,411.49,Sell,24 days,Fall by -8.160000%,-7.26,
2021-04-25,416.74,2021-07-25,439.94,Buy,64 days,Rise by 8.720000%,5.57,
2021-07-11,435.52,2021-08-22,443.36,Buy,29 days,Rise by 4.030000%,1.8,
2021-09-19,441.4,2021-10-31,459.25,Sell,29 days,Fall by 4.830000%,-4.04,
2022-05-01,412.0,2022-05-29,415.26,Sell,19 days,Fall by 11.200000%,-0.79,
2022-09-25,367.95,2022-10-23,374.29,Sell,19 days,Fall by -3.940000%,-1.72,
2023-02-05,412.35,2023-06-25,433.21,Buy,99 days,Rise by 10.810000%,5.06,
2023-07-23,452.18,2023-12-24,473.65,Buy,109 days,Rise by 15.680000%,4.75,
2023-10-01,427.48,2023-11-05,434.69,Sell,24 days,Fall by -15.830000%,-1.69,
2023-10-29,410.68,2023-11-05,434.69,Sell,4 days,Fall by -20.570000%,-5.85,
2023-12-10,460.2,2024-01-14,476.68,Buy,24 days,Rise by 13.660000%,3.58,
2023-12-24,473.65,2024-02-18,499.51,Buy,39 days,Rise by 10.430000%,5.46,
2024-06-16,542.78,2024-10-13,579.58,Buy,84 days,Rise by 11.980000%,6.78,
2024-09-29,571.47,2024-12-08,607.81,Buy,49 days,Rise by 6.360000%,6.36,
2024-10-13,579.58,2024-12-08,607.81,Buy,39 days,Rise by 4.870000%,4.87,
2025-03-16,562.81,2025-04-13,533.94,Sell,19 days,Fall by -21.190000%,5.13,
2025-07-20,627.58,2025-09-07,647.24,Buy,34 days,Rise by 8.680000%,3.13,
