Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2012-12-30,3.39,2013-05-05,3.92,Sell,89 days,Fall by -6.190000%,-15.63
2013-01-13,3.55,2013-03-03,3.65,Buy,34 days,Rise by 17.960000%,2.89
2013-05-12,3.94,2013-07-14,4.19,Buy,44 days,Rise by 6.150000%,6.15
2014-09-21,6.42,2014-11-30,6.83,Buy,49 days,Rise by 26.580000%,6.3
2014-10-26,6.48,2014-12-07,6.98,Buy,29 days,Rise by 25.600000%,7.8
2015-02-15,8.13,2015-04-12,8.4,Buy,39 days,Rise by 38.390000%,3.32
2015-03-22,8.56,2015-06-14,9.99,Buy,59 days,Rise by 31.400000%,16.68
2015-06-21,10.18,2015-07-19,11.25,Buy,19 days,Rise by 9.650000%,10.51
2015-07-05,11.18,2017-10-29,13.4,Buy,604 days,Rise by -13.190000%,19.78
2015-11-01,10.28,2017-10-15,11.91,Buy,509 days,Rise by -17.110000%,15.8
2016-01-17,8.52,2016-02-21,8.36,Sell,24 days,Fall by -5.400000%,1.96
2016-01-24,8.29,2016-02-28,8.74,Sell,24 days,Fall by -8.380000%,-5.4
2016-07-03,8.76,2016-11-13,9.22,Sell,94 days,Fall by 8.070000%,-5.25
2016-10-30,8.34,2016-11-13,9.22,Sell,9 days,Fall by -9.510000%,-10.65
2017-01-15,9.7,2017-08-27,10.61,Buy,159 days,Rise by -10.550000%,9.46
2017-02-12,9.56,2017-08-20,10.24,Buy,134 days,Rise by -11.090000%,7.22
2017-05-21,8.73,2017-07-30,9.99,Sell,49 days,Fall by -114.570000%,-14.46
2017-07-02,9.36,2017-08-20,10.24,Buy,34 days,Rise by 63.390000%,9.51
2017-10-08,11.86,2017-11-19,13.63,Buy,29 days,Rise by 28.850000%,14.9
2018-07-01,16.1,2018-08-19,15.3,Sell,34 days,Fall by 10.840000%,4.98
2018-10-14,13.0,2018-11-04,13.72,Sell,14 days,Fall by 4.600000%,-5.54
2018-10-28,11.94,2018-11-04,13.72,Sell,4 days,Fall by -3.850000%,-14.88
2018-11-11,13.84,2020-03-22,9.48,Buy,354 days,Rise by -10.400000%,-31.55
2018-12-30,13.32,2019-05-12,14.12,Buy,94 days,Rise by 5.630000%,5.97
2019-02-03,12.4,2019-02-24,14.07,Sell,14 days,Fall by -2.400000%,-13.47
2019-04-14,13.54,2020-03-22,9.48,Buy,244 days,Rise by -12.040000%,-30.0
2019-05-12,14.12,2020-03-22,9.48,Buy,224 days,Rise by -12.250000%,-32.88
2019-06-16,13.78,2020-03-22,9.48,Buy,199 days,Rise by -13.590000%,-31.23
2019-07-21,12.39,2019-09-08,12.25,Sell,34 days,Fall by 9.180000%,1.11
2019-08-11,11.9,2019-09-15,12.94,Sell,24 days,Fall by 5.500000%,-8.65
2019-08-18,11.69,2019-09-15,12.94,Sell,19 days,Fall by 3.760000%,-10.65
2019-12-01,12.1,2020-08-09,12.8,Buy,179 days,Rise by 13.880000%,5.76
2020-01-19,12.54,2020-12-13,13.77,Buy,234 days,Rise by -12.020000%,9.85
2020-02-16,13.78,2021-01-17,17.26,Buy,239 days,Rise by -22.580000%,25.17
2020-06-07,10.87,2020-08-02,12.4,Buy,39 days,Rise by 22.540000%,14.08
2020-11-15,13.4,2021-01-10,17.47,Buy,39 days,Rise by 47.220000%,30.42
2020-12-27,15.27,2021-02-28,18.1,Buy,44 days,Rise by 29.140000%,18.52
2021-05-16,17.26,2021-07-04,16.39,Sell,34 days,Fall by 11.890000%,5.06
2021-07-11,16.32,2021-08-15,15.8,Sell,24 days,Fall by 5.760000%,3.2
2021-10-10,17.92,2021-12-05,18.73,Buy,39 days,Rise by 11.640000%,4.54
2022-02-27,17.14,2022-03-20,16.68,Sell,14 days,Fall by 11.000000%,2.67
2022-10-30,20.03,2023-03-05,22.31,Buy,89 days,Rise by -13.270000%,11.37
2023-05-14,18.94,2023-07-09,21.53,Sell,39 days,Fall by -3.130000%,-13.65
2023-07-09,21.53,2023-08-27,23.16,Buy,34 days,Rise by 9.700000%,7.56
2023-10-22,20.05,2024-01-14,22.09,Sell,59 days,Fall by -40.330000%,-10.19
2024-01-21,22.45,2024-03-03,27.62,Buy,29 days,Rise by 42.550000%,23.04
2024-04-07,28.17,2024-05-26,32.0,Buy,34 days,Rise by 13.610000%,13.61
2024-07-28,29.7,2024-09-01,32.22,Sell,24 days,Fall by -22.960000%,-8.49
2024-09-22,33.26,2024-10-20,37.2,Buy,19 days,Rise by 44.050000%,11.87
2024-10-13,37.78,2024-12-01,47.77,Buy,34 days,Rise by 54.900000%,26.43
2024-11-10,42.44,2024-12-08,46.74,Buy,19 days,Rise by 37.930000%,10.14
2024-11-24,47.9,2025-02-23,54.68,Buy,64 days,Rise by 22.180000%,14.15
2025-03-09,48.04,2025-04-06,36.52,Sell,19 days,Fall by 11.910000%,23.98
2025-07-06,57.98,2025-08-10,65.91,Buy,24 days,Rise by 21.350000%,13.68
