Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Open Price
2006-07-02,8.7571,2007-01-21,10.1161,2005-11-13-2006-05-14,7.1301-9.3792,Buy,144 days,15.52%,Rise by 23.94%,15.52%,
2007-03-11,10.3937,2007-05-20,11.9537,2006-05-14-2006-10-01,8.2307-9.0729,Sell,49 days,-15.01%,Fall by 2.96%,0.51%,
2007-07-29,12.0207,2007-07-29,12.0207,2006-10-01-2007-05-27,7.8957-12.8438,Buy,0 days,0.0%,Rise by 0%,0.51%,
2007-11-04,11.1785,2007-12-02,11.3412,2005-11-13-2007-05-27,7.1301-12.8438,Sell,19 days,-1.46%,Fall by 15.53%,-0.95%,
2007-11-25,11.2837,2007-12-02,11.3412,2007-05-27-2007-08-19,11.6857-11.9537,Sell,4 days,-0.51%,Fall by 15.53%,-1.46%,
2008-01-20,9.5802,2008-02-10,9.1112,2006-10-01-2007-05-27,7.8957-12.8438,Sell,14 days,4.9%,Fall by 12.29%,3.44%,
2008-06-15,6.4314,2008-06-22,6.1348,2005-11-13-2006-05-14,7.1301-9.3792,Sell,4 days,4.61%,Fall by 11.39%,8.05%,
2008-10-19,5.7232,2008-10-26,5.551,2006-05-14-2008-07-20,6.2687-9.0729,Sell,4 days,3.01%,Fall by 11.21%,11.06%,
2009-06-14,6.5559,2009-06-21,6.2496,2008-09-14-2009-03-15,5.2447-7.0344,Sell,4 days,4.67%,Fall by -17.31%,15.73%,
2009-12-13,7.4459,2009-12-13,7.4459,2009-03-15-2009-10-25,4.7949-8.1924,Buy,0 days,0.0%,Rise by 0%,15.73%,
2010-02-07,7.1971,2010-02-28,7.5895,2009-03-15-2009-10-25,4.7949-8.1924,Sell,14 days,-5.45%,Fall by 0.76%,10.28%,
2010-05-23,7.5321,2010-06-13,7.7522,2009-10-25-2010-02-14,7.3215-7.8,Sell,14 days,-2.92%,Fall by 9.88%,7.36%,
2010-06-13,7.7522,2010-10-17,7.9915,2010-02-14-2010-04-25,7.1205-8.1924,Buy,89 days,3.09%,Rise by 12.22%,10.45%,
2010-08-15,7.0344,2010-09-05,7.4172,2010-02-14-2010-04-25,7.1205-8.1924,Sell,14 days,-5.44%,Fall by 1.16%,5.0%,
2010-09-05,7.4172,2017-03-12,8.8911,2009-03-15-2010-04-25,4.7949-8.1924,Buy,1699 days,19.87%,Rise by -10.33%,24.87%,
2010-10-31,7.8575,2010-11-14,7.5608,2006-05-14-2009-03-15,5.2447-9.0729,Sell,9 days,3.78%,Fall by 3.04%,28.65%,
2010-12-19,7.3981,2011-02-27,8.2594,2009-03-15-2010-09-26,4.7949-8.3264,Sell,49 days,-11.64%,Fall by 10.66%,17.01%,
2011-01-02,7.3311,2011-01-02,7.3311,2010-09-12-2010-09-26,6.5559-8.3264,Buy,0 days,0.0%,Rise by 0%,17.01%,
2011-05-22,8.7858,2011-05-29,8.4604,2010-09-26-2010-12-19,7.5416-8.0872,Sell,4 days,3.7%,Fall by 12.78%,20.71%,
2011-07-17,7.7043,2011-08-07,7.3789,2009-03-15-2011-04-17,4.7949-9.1208,Sell,14 days,4.22%,Fall by 13.1%,24.94%,
2011-08-28,7.3885,2017-03-19,8.738,2010-09-12-2011-04-17,6.5559-9.1208,Buy,1449 days,18.26%,Rise by -10.84%,43.2%,
2011-09-04,7.3502,2011-09-25,6.977,2010-09-12-2011-04-17,6.5559-9.1208,Sell,14 days,5.08%,Fall by 14.13%,48.28%,
2011-09-18,7.2641,2011-09-25,6.977,2009-03-15-2010-04-25,4.7949-8.1924,Sell,4 days,3.95%,Fall by 14.13%,52.23%,
2011-09-25,6.977,2011-10-16,6.4123,2010-02-14-2010-09-26,7.1205-8.3264,Sell,14 days,8.09%,Fall by 10.89%,60.32%,
2011-10-09,7.5416,2017-03-12,8.8911,2009-03-15-2011-04-17,4.7949-9.1208,Buy,1414 days,17.89%,Rise by -10.33%,78.22%,
2011-10-16,6.4123,2011-10-23,6.1348,2010-09-12-2010-09-26,6.5559-8.3264,Sell,4 days,4.33%,Fall by 6.86%,82.55%,
2012-01-08,5.7137,2012-01-08,5.7137,2009-03-15-2010-09-26,4.7949-8.3264,Buy,0 days,0.0%,Rise by 0%,82.55%,
2012-04-15,5.7137,2012-04-22,5.7137,2011-04-17-2011-11-06,6.4889-8.7571,Sell,4 days,-0.0%,Fall by 0.0%,82.55%,
2017-03-19,8.738,2017-03-19,8.738,2006-05-14-2011-11-06,6.4889-9.0729,Sell,0 days,-0.0%,Fall by 0%,82.55%,
2017-03-26,7.6182,2017-05-07,8.1829,2010-09-12-2017-02-12,6.5559-10.0778,Sell,29 days,-7.41%,Fall by 12.92%,75.13%,
